id,url,GED,hitSmiles,qrySmiles,tanimoto_gen_vs_to_buy,total_score,CAPAN_classifier,HEK_classifier,Custom_alerts,MW,raw_CAPAN_classifier,raw_HEK_classifier,raw_MW,valid,qryInchis,inchi_to_buy
MCULE-3518770215,https://mcule.com/MCULE-3518770215/,,C1(C=CC(=CC=1O)O)C=NC1=CC=C(C=C1)N(C)C,c1(C=Nc2cc(O)c(NCCCNc3ccc(O)cc3)cc2)c(O)cccc1,0.7146666666666667,0.53163224,0.7826946,0.107465744,1.0,1.0,0.61,0.63,256.305,1,"InChI=1S/C22H23N3O3/c26-19-9-6-17(7-10-19)23-12-3-13-24-20-11-8-18(14-22(20)28)25-15-16-4-1-2-5-21(16)27/h1-2,4-11,14-15,23-24,26-28H,3,12-13H2","InChI=1S/C15H16N2O2/c1-17(2)13-6-4-12(5-7-13)16-10-11-3-8-14(18)9-15(11)19/h3-10,18-19H,1-2H3"
