id,url,GED,hitSmiles,qrySmiles,tanimoto_gen_vs_to_buy,total_score,HEK_classifier,CFPAC_classifier,Custom_alerts,MW,raw_HEK_classifier,raw_CFPAC_classifier,raw_MW,valid,qryInchis,inchi_to_buy
MCULE-4061343581,https://mcule.com/MCULE-4061343581/,,S(=O)(=O)(C1C=CC(=CC=1)I)NC1=CC=C(C=C1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1ccc(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc1NS(=O)(c1ccc(F)cc1)=O,0.71875,0.0,0.8507829,0.97319597,1.0,0.0,0.82,0.07,551.41,1,"InChI=1S/C21H22FN5O3S/c1-15-13-20(27-9-11-30-12-10-27)25-21(23-15)24-17-3-2-4-18(14-17)26-31(28,29)19-7-5-16(22)6-8-19/h2-8,13-14,26H,9-12H2,1H3,(H,23,24,25)","InChI=1S/C21H22IN5O3S/c1-15-14-20(27-10-12-30-13-11-27)25-21(23-15)24-17-4-6-18(7-5-17)26-31(28,29)19-8-2-16(22)3-9-19/h2-9,14,26H,10-13H2,1H3,(H,23,24,25)"
ZINC000100957792,ZINC000100957792,5.0,Cc1cc(N2CCOCC2)nc(Nc3ccc(NS(=O)(=O)c4ccc(I)cc4)cc3)n1,c1ccc(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc1NS(=O)(c4ccc(F)cc4)=O,0.3095238095238095,0.0,0.8507829,0.97319597,1.0,0.0,0.82,0.07,551.41,1,"InChI=1S/C21H22FN5O3S/c1-15-13-20(27-9-11-30-12-10-27)25-21(23-15)24-17-3-2-4-18(14-17)26-31(28,29)19-7-5-16(22)6-8-19/h2-8,13-14,26H,9-12H2,1H3,(H,23,24,25)","InChI=1S/C21H22IN5O3S/c1-15-14-20(27-10-12-30-13-11-27)25-21(23-15)24-17-4-6-18(7-5-17)26-31(28,29)19-8-2-16(22)3-9-19/h2-9,14,26H,10-13H2,1H3,(H,23,24,25)"
MCULE-6897749138,https://mcule.com/MCULE-6897749138/,,S(C1C=CC=CC=1)(=O)(=O)NC1=CC=C(C=C1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1ccc(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc1NS(=O)(c1ccc(F)cc1)=O,0.7343065693430657,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,425.514,1,"InChI=1S/C21H22FN5O3S/c1-15-13-20(27-9-11-30-12-10-27)25-21(23-15)24-17-3-2-4-18(14-17)26-31(28,29)19-7-5-16(22)6-8-19/h2-8,13-14,26H,9-12H2,1H3,(H,23,24,25)","InChI=1S/C21H23N5O3S/c1-16-15-20(26-11-13-29-14-12-26)24-21(22-16)23-17-7-9-18(10-8-17)25-30(27,28)19-5-3-2-4-6-19/h2-10,15,25H,11-14H2,1H3,(H,22,23,24)"
MCULE-1508380250,https://mcule.com/MCULE-1508380250/,,S(=O)(=O)(C1C=CC(=CC=1)C)NC1C=CC(=CC=1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1ccc(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc1NS(=O)(c1ccc(F)cc1)=O,0.724679029957204,0.833965,0.83366245,0.6961288,1.0,1.0,0.8,0.17,439.541,1,"InChI=1S/C21H22FN5O3S/c1-15-13-20(27-9-11-30-12-10-27)25-21(23-15)24-17-3-2-4-18(14-17)26-31(28,29)19-7-5-16(22)6-8-19/h2-8,13-14,26H,9-12H2,1H3,(H,23,24,25)","InChI=1S/C22H25N5O3S/c1-16-3-9-20(10-4-16)31(28,29)26-19-7-5-18(6-8-19)24-22-23-17(2)15-21(25-22)27-11-13-30-14-12-27/h3-10,15,26H,11-14H2,1-2H3,(H,23,24,25)"
ZINC000017050991,ZINC000017050991,5.0,Cc1ccc(S(=O)(=O)Nc2ccc(Nc3nc(C)cc(N4CCOCC4)n3)cc2)cc1,c1ccc(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc1NS(=O)(c4ccc(F)cc4)=O,0.3170731707317073,0.833965,0.83366245,0.6961288,1.0,1.0,0.8,0.17,439.541,1,"InChI=1S/C21H22FN5O3S/c1-15-13-20(27-9-11-30-12-10-27)25-21(23-15)24-17-3-2-4-18(14-17)26-31(28,29)19-7-5-16(22)6-8-19/h2-8,13-14,26H,9-12H2,1H3,(H,23,24,25)","InChI=1S/C22H25N5O3S/c1-16-3-9-20(10-4-16)31(28,29)26-19-7-5-18(6-8-19)24-22-23-17(2)15-21(25-22)27-11-13-30-14-12-27/h3-10,15,26H,11-14H2,1-2H3,(H,23,24,25)"
MCULE-9239648684,https://mcule.com/MCULE-9239648684/,,S(=O)(=O)(C1=CC=CC(C)=C1)NC1=CC=C(C=C1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1ccc(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc1NS(=O)(c1ccc(F)cc1)=O,0.7205673758865249,0.8306188,0.85878396,0.63474333,1.0,1.0,0.83,0.18,439.541,1,"InChI=1S/C21H22FN5O3S/c1-15-13-20(27-9-11-30-12-10-27)25-21(23-15)24-17-3-2-4-18(14-17)26-31(28,29)19-7-5-16(22)6-8-19/h2-8,13-14,26H,9-12H2,1H3,(H,23,24,25)","InChI=1S/C22H25N5O3S/c1-16-4-3-5-20(14-16)31(28,29)26-19-8-6-18(7-9-19)24-22-23-17(2)15-21(25-22)27-10-12-30-13-11-27/h3-9,14-15,26H,10-13H2,1-2H3,(H,23,24,25)"
MCULE-5816683920,https://mcule.com/MCULE-5816683920/,,S(=O)(=O)(C1C=CC(=CC=1)CC)NC1C=CC(=CC=1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1ccc(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc1NS(=O)(c1ccc(F)cc1)=O,0.7223796033994334,0.88396764,0.85878396,0.8399507,1.0,1.0,0.83,0.14,453.568,1,"InChI=1S/C21H22FN5O3S/c1-15-13-20(27-9-11-30-12-10-27)25-21(23-15)24-17-3-2-4-18(14-17)26-31(28,29)19-7-5-16(22)6-8-19/h2-8,13-14,26H,9-12H2,1H3,(H,23,24,25)","InChI=1S/C23H27N5O3S/c1-3-18-4-10-21(11-5-18)32(29,30)27-20-8-6-19(7-9-20)25-23-24-17(2)16-22(26-23)28-12-14-31-15-13-28/h4-11,16,27H,3,12-15H2,1-2H3,(H,24,25,26)"
MCULE-2455836955,https://mcule.com/MCULE-2455836955/,,S(=O)(=O)(C1=CC=CC(F)=C1)NC1C=CC(=CC=1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1ccc(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc1NS(=O)(=O)c1ccccc1,0.7256894049346879,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,443.504,1,"InChI=1S/C21H23N5O3S/c1-16-14-20(26-10-12-29-13-11-26)24-21(22-16)23-17-6-5-7-18(15-17)25-30(27,28)19-8-3-2-4-9-19/h2-9,14-15,25H,10-13H2,1H3,(H,22,23,24)","InChI=1S/C21H22FN5O3S/c1-15-13-20(27-9-11-30-12-10-27)25-21(23-15)24-17-5-7-18(8-6-17)26-31(28,29)19-4-2-3-16(22)14-19/h2-8,13-14,26H,9-12H2,1H3,(H,23,24,25)"
MCULE-8388595355,https://mcule.com/MCULE-8388595355/,,S(=O)(=O)(C1C=CC(=CC=1)F)NC1=CC=C(C=C1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1ccc(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc1NS(=O)(=O)c1ccccc1,0.7284671532846715,0.8478343,0.85878396,0.6961288,1.0,1.0,0.83,0.17,443.504,1,"InChI=1S/C21H23N5O3S/c1-16-14-20(26-10-12-29-13-11-26)24-21(22-16)23-17-6-5-7-18(15-17)25-30(27,28)19-8-3-2-4-9-19/h2-9,14-15,25H,10-13H2,1H3,(H,22,23,24)","InChI=1S/C21H22FN5O3S/c1-15-14-20(27-10-12-30-13-11-27)25-21(23-15)24-17-4-6-18(7-5-17)26-31(28,29)19-8-2-16(22)3-9-19/h2-9,14,26H,10-13H2,1H3,(H,23,24,25)"
MCULE-4061343581,https://mcule.com/MCULE-4061343581/,,S(=O)(=O)(C1C=CC(=CC=1)I)NC1=CC=C(C=C1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1ccc(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc1NS(=O)(=O)c1ccccc1,0.7328467153284671,0.0,0.8507829,0.97319597,1.0,0.0,0.82,0.07,551.41,1,"InChI=1S/C21H23N5O3S/c1-16-14-20(26-10-12-29-13-11-26)24-21(22-16)23-17-6-5-7-18(15-17)25-30(27,28)19-8-3-2-4-9-19/h2-9,14-15,25H,10-13H2,1H3,(H,22,23,24)","InChI=1S/C21H22IN5O3S/c1-15-14-20(27-10-12-30-13-11-27)25-21(23-15)24-17-4-6-18(7-5-17)26-31(28,29)19-8-2-16(22)3-9-19/h2-9,14,26H,10-13H2,1H3,(H,23,24,25)"
MCULE-6897749138,https://mcule.com/MCULE-6897749138/,,S(C1C=CC=CC=1)(=O)(=O)NC1=CC=C(C=C1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1ccc(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc1NS(=O)(=O)c1ccccc1,0.7492492492492493,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,425.514,1,"InChI=1S/C21H23N5O3S/c1-16-14-20(26-10-12-29-13-11-26)24-21(22-16)23-17-6-5-7-18(15-17)25-30(27,28)19-8-3-2-4-9-19/h2-9,14-15,25H,10-13H2,1H3,(H,22,23,24)","InChI=1S/C21H23N5O3S/c1-16-15-20(26-11-13-29-14-12-26)24-21(22-16)23-17-7-9-18(10-8-17)25-30(27,28)19-5-3-2-4-6-19/h2-10,15,25H,11-14H2,1H3,(H,22,23,24)"
ZINC000033078182,ZINC000033078182,4.0,Cc1cc(N2CCOCC2)nc(Nc3ccc(NS(=O)(=O)c4ccccc4)cc3)n1,c1ccc(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc1NS(=O)(=O)c4ccccc4,0.3835616438356164,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,425.514,1,"InChI=1S/C21H23N5O3S/c1-16-14-20(26-10-12-29-13-11-26)24-21(22-16)23-17-6-5-7-18(15-17)25-30(27,28)19-8-3-2-4-9-19/h2-9,14-15,25H,10-13H2,1H3,(H,22,23,24)","InChI=1S/C21H23N5O3S/c1-16-15-20(26-11-13-29-14-12-26)24-21(22-16)23-17-7-9-18(10-8-17)25-30(27,28)19-5-3-2-4-6-19/h2-10,15,25H,11-14H2,1H3,(H,22,23,24)"
ZINC000033318494,ZINC000033318494,5.0,Cc1nc(Nc2ccc(NS(=O)(=O)c3ccccc3)cc2)cc(N4CCOCC4)n1,c1ccc(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc1NS(=O)(=O)c4ccccc4,0.3733333333333333,0.81456417,0.8664234,0.56864136,1.0,1.0,0.84,0.19,425.514,1,"InChI=1S/C21H23N5O3S/c1-16-14-20(26-10-12-29-13-11-26)24-21(22-16)23-17-6-5-7-18(15-17)25-30(27,28)19-8-3-2-4-9-19/h2-9,14-15,25H,10-13H2,1H3,(H,22,23,24)","InChI=1S/C21H23N5O3S/c1-16-22-20(15-21(23-16)26-11-13-29-14-12-26)24-17-7-9-18(10-8-17)25-30(27,28)19-5-3-2-4-6-19/h2-10,15,25H,11-14H2,1H3,(H,22,23,24)"
MCULE-1508380250,https://mcule.com/MCULE-1508380250/,,S(=O)(=O)(C1C=CC(=CC=1)C)NC1C=CC(=CC=1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1ccc(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc1NS(=O)(=O)c1ccccc1,0.7390029325513197,0.833965,0.83366245,0.6961288,1.0,1.0,0.8,0.17,439.541,1,"InChI=1S/C21H23N5O3S/c1-16-14-20(26-10-12-29-13-11-26)24-21(22-16)23-17-6-5-7-18(15-17)25-30(27,28)19-8-3-2-4-9-19/h2-9,14-15,25H,10-13H2,1H3,(H,22,23,24)","InChI=1S/C22H25N5O3S/c1-16-3-9-20(10-4-16)31(28,29)26-19-7-5-18(6-8-19)24-22-23-17(2)15-21(25-22)27-11-13-30-14-12-27/h3-10,15,26H,11-14H2,1-2H3,(H,23,24,25)"
MCULE-9239648684,https://mcule.com/MCULE-9239648684/,,S(=O)(=O)(C1=CC=CC(C)=C1)NC1=CC=C(C=C1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1ccc(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc1NS(=O)(=O)c1ccccc1,0.7346938775510204,0.8306188,0.85878396,0.63474333,1.0,1.0,0.83,0.18,439.541,1,"InChI=1S/C21H23N5O3S/c1-16-14-20(26-10-12-29-13-11-26)24-21(22-16)23-17-6-5-7-18(15-17)25-30(27,28)19-8-3-2-4-9-19/h2-9,14-15,25H,10-13H2,1H3,(H,22,23,24)","InChI=1S/C22H25N5O3S/c1-16-4-3-5-20(14-16)31(28,29)26-19-8-6-18(7-9-19)24-22-23-17(2)15-21(25-22)27-10-12-30-13-11-27/h3-9,14-15,26H,10-13H2,1-2H3,(H,23,24,25)"
MCULE-5816683920,https://mcule.com/MCULE-5816683920/,,S(=O)(=O)(C1C=CC(=CC=1)CC)NC1C=CC(=CC=1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1ccc(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc1NS(=O)(=O)c1ccccc1,0.7365356622998545,0.88396764,0.85878396,0.8399507,1.0,1.0,0.83,0.14,453.568,1,"InChI=1S/C21H23N5O3S/c1-16-14-20(26-10-12-29-13-11-26)24-21(22-16)23-17-6-5-7-18(15-17)25-30(27,28)19-8-3-2-4-9-19/h2-9,14-15,25H,10-13H2,1H3,(H,22,23,24)","InChI=1S/C23H27N5O3S/c1-3-18-4-10-21(11-5-18)32(29,30)27-20-8-6-19(7-9-20)25-23-24-17(2)16-22(26-23)28-12-14-31-15-13-28/h4-11,16,27H,3,12-15H2,1-2H3,(H,24,25,26)"
ZINC000243559244,ZINC000243559244,3.0,Cc1cc(N2CCCCC2)nc(Nc3ccc(N4CCCC4)cc3)n1,c1cc(N=c2[nH]c(N3CCCCCC3)cc(C)n2)ccc1N4CCCC4,0.3050847457627119,0.8753386,0.8424116,0.8432988,1.0,1.0,0.81,0.13909091,337.471,1,"InChI=1S/C21H29N5/c1-17-16-20(26-14-4-2-3-5-15-26)24-21(22-17)23-18-8-10-19(11-9-18)25-12-6-7-13-25/h8-11,16H,2-7,12-15H2,1H3,(H,22,23,24)","InChI=1S/C20H27N5/c1-16-15-19(25-13-3-2-4-14-25)23-20(21-16)22-17-7-9-18(10-8-17)24-11-5-6-12-24/h7-10,15H,2-6,11-14H2,1H3,(H,21,22,23)"
MCULE-7455265610,https://mcule.com/MCULE-7455265610/,,C1=C(C)N=C(NC2=CC=C(C=C2)N2CCCC2)N=C1N1CCCCCC1,c1cc(N=c2[nH]c(N3CCCCCC3)cc(C)n2)ccc1N1CCCC1,0.7197802197802198,0.8753386,0.8424116,0.8432988,1.0,1.0,0.81,0.13909091,351.498,1,"InChI=1S/C21H29N5/c1-17-16-20(26-14-4-2-3-5-15-26)24-21(22-17)23-18-8-10-19(11-9-18)25-12-6-7-13-25/h8-11,16H,2-7,12-15H2,1H3,(H,22,23,24)","InChI=1S/C21H29N5/c1-17-16-20(26-14-4-2-3-5-15-26)24-21(22-17)23-18-8-10-19(11-9-18)25-12-6-7-13-25/h8-11,16H,2-7,12-15H2,1H3,(H,22,23,24)"
ZINC000243095537,ZINC000243095537,2.0,Cc1cc(N2CCCCCC2)nc(Nc3ccc(N4CCCC4)cc3)n1,c1cc(N=c2[nH]c(N3CCCCCC3)cc(C)n2)ccc1N4CCCC4,0.3050847457627119,0.8753386,0.8424116,0.8432988,1.0,1.0,0.81,0.13909091,351.498,1,"InChI=1S/C21H29N5/c1-17-16-20(26-14-4-2-3-5-15-26)24-21(22-17)23-18-8-10-19(11-9-18)25-12-6-7-13-25/h8-11,16H,2-7,12-15H2,1H3,(H,22,23,24)","InChI=1S/C21H29N5/c1-17-16-20(26-14-4-2-3-5-15-26)24-21(22-17)23-18-8-10-19(11-9-18)25-12-6-7-13-25/h8-11,16H,2-7,12-15H2,1H3,(H,22,23,24)"
MCULE-8811163919,https://mcule.com/MCULE-8811163919/,,C1=C(C)N=C(NC2=CC=C(C=C2)N2CCCCC2)N=C1N1CCCCCC1,c1cc(N=c2[nH]c(N3CCCCCC3)cc(C)n2)ccc1N1CCCC1,0.7065217391304348,0.8753386,0.8424116,0.8432988,1.0,1.0,0.81,0.13909091,365.525,1,"InChI=1S/C21H29N5/c1-17-16-20(26-14-4-2-3-5-15-26)24-21(22-17)23-18-8-10-19(11-9-18)25-12-6-7-13-25/h8-11,16H,2-7,12-15H2,1H3,(H,22,23,24)","InChI=1S/C22H31N5/c1-18-17-21(27-15-5-2-3-6-16-27)25-22(23-18)24-19-9-11-20(12-10-19)26-13-7-4-8-14-26/h9-12,17H,2-8,13-16H2,1H3,(H,23,24,25)"
ZINC000243074941,ZINC000243074941,3.0,Cc1cc(N2CCCCCC2)nc(Nc3ccc(N4CCCCC4)cc3)n1,c1cc(N=c2[nH]c(N3CCCCCC3)cc(C)n2)ccc1N4CCCC4,0.3050847457627119,0.8753386,0.8424116,0.8432988,1.0,1.0,0.81,0.13909091,365.525,1,"InChI=1S/C21H29N5/c1-17-16-20(26-14-4-2-3-5-15-26)24-21(22-17)23-18-8-10-19(11-9-18)25-12-6-7-13-25/h8-11,16H,2-7,12-15H2,1H3,(H,22,23,24)","InChI=1S/C22H31N5/c1-18-17-21(27-15-5-2-3-6-16-27)25-22(23-18)24-19-9-11-20(12-10-19)26-13-7-4-8-14-26/h9-12,17H,2-8,13-16H2,1H3,(H,23,24,25)"
MCULE-3248095918,https://mcule.com/MCULE-3248095918/,,C1=C(C)N=C(NC2=CC=C(C=C2)N2CCCCC2)N=C1N1CCCCC1,c1cc(N=c2[nH]c(N3CCCCC3)cc(C)n2)ccc1N1CCCCC1,0.7134935304990758,0.8753386,0.8424116,0.8432988,1.0,1.0,0.81,0.13909091,351.498,1,"InChI=1S/C21H29N5/c1-17-16-20(26-14-6-3-7-15-26)24-21(22-17)23-18-8-10-19(11-9-18)25-12-4-2-5-13-25/h8-11,16H,2-7,12-15H2,1H3,(H,22,23,24)","InChI=1S/C21H29N5/c1-17-16-20(26-14-6-3-7-15-26)24-21(22-17)23-18-8-10-19(11-9-18)25-12-4-2-5-13-25/h8-11,16H,2-7,12-15H2,1H3,(H,22,23,24)"
ZINC000243339030,ZINC000243339030,2.0,Cc1cc(N2CCCCC2)nc(Nc3ccc(N4CCCCC4)cc3)n1,c1cc(N=c2[nH]c(N3CCCCC3)cc(C)n2)ccc1N4CCCCC4,0.3050847457627119,0.8753386,0.8424116,0.8432988,1.0,1.0,0.81,0.13909091,351.498,1,"InChI=1S/C21H29N5/c1-17-16-20(26-14-6-3-7-15-26)24-21(22-17)23-18-8-10-19(11-9-18)25-12-4-2-5-13-25/h8-11,16H,2-7,12-15H2,1H3,(H,22,23,24)","InChI=1S/C21H29N5/c1-17-16-20(26-14-6-3-7-15-26)24-21(22-17)23-18-8-10-19(11-9-18)25-12-4-2-5-13-25/h8-11,16H,2-7,12-15H2,1H3,(H,22,23,24)"
MCULE-6143530709,https://mcule.com/MCULE-6143530709/,,C1=C(C)N=C(NC2=CC=C(C=C2)N2CCC(C)CC2)N=C1N1CCCCC1,c1cc(N=c2[nH]c(N3CCCCC3)cc(C)n2)ccc1N1CCCCC1,0.703971119133574,0.86496264,0.8424116,0.79924,1.0,1.0,0.81,0.15,365.525,1,"InChI=1S/C21H29N5/c1-17-16-20(26-14-6-3-7-15-26)24-21(22-17)23-18-8-10-19(11-9-18)25-12-4-2-5-13-25/h8-11,16H,2-7,12-15H2,1H3,(H,22,23,24)","InChI=1S/C22H31N5/c1-17-10-14-26(15-11-17)20-8-6-19(7-9-20)24-22-23-18(2)16-21(25-22)27-12-4-3-5-13-27/h6-9,16-17H,3-5,10-15H2,1-2H3,(H,23,24,25)"
MCULE-6912458944,https://mcule.com/MCULE-6912458944/,,C1=C(C)N=C(NC2=CC=C(C=C2)N2CCCCC2)N=C1N1CCC(CC1)C,c1cc(N=c2[nH]c(N3CCCCC3)cc(C)n2)ccc1N1CCCCC1,0.7027027027027027,0.86496264,0.8424116,0.79924,1.0,1.0,0.81,0.15,365.525,1,"InChI=1S/C21H29N5/c1-17-16-20(26-14-6-3-7-15-26)24-21(22-17)23-18-8-10-19(11-9-18)25-12-4-2-5-13-25/h8-11,16H,2-7,12-15H2,1H3,(H,22,23,24)","InChI=1S/C22H31N5/c1-17-10-14-27(15-11-17)21-16-18(2)23-22(25-21)24-19-6-8-20(9-7-19)26-12-4-3-5-13-26/h6-9,16-17H,3-5,10-15H2,1-2H3,(H,23,24,25)"
MCULE-8811163919,https://mcule.com/MCULE-8811163919/,,C1=C(C)N=C(NC2=CC=C(C=C2)N2CCCCC2)N=C1N1CCCCCC1,c1cc(N=c2[nH]c(N3CCCCC3)cc(C)n2)ccc1N1CCCCC1,0.7005444646098004,0.8753386,0.8424116,0.8432988,1.0,1.0,0.81,0.13909091,365.525,1,"InChI=1S/C21H29N5/c1-17-16-20(26-14-6-3-7-15-26)24-21(22-17)23-18-8-10-19(11-9-18)25-12-4-2-5-13-25/h8-11,16H,2-7,12-15H2,1H3,(H,22,23,24)","InChI=1S/C22H31N5/c1-18-17-21(27-15-5-2-3-6-16-27)25-22(23-18)24-19-9-11-20(12-10-19)26-13-7-4-8-14-26/h9-12,17H,2-8,13-16H2,1H3,(H,23,24,25)"
MCULE-2455836955,https://mcule.com/MCULE-2455836955/,,S(=O)(=O)(C1=CC=CC(F)=C1)NC1C=CC(=CC=1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1ccc(N=c2[nH]c(N3CCOCCC3)cc(C)n2)cc1NS(=O)(c1ccc(F)cc1)=O,0.7031900138696255,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,443.504,1,"InChI=1S/C22H24FN5O3S/c1-16-14-21(28-10-3-12-31-13-11-28)26-22(24-16)25-18-4-2-5-19(15-18)27-32(29,30)20-8-6-17(23)7-9-20/h2,4-9,14-15,27H,3,10-13H2,1H3,(H,24,25,26)","InChI=1S/C21H22FN5O3S/c1-15-13-20(27-9-11-30-12-10-27)25-21(23-15)24-17-5-7-18(8-6-17)26-31(28,29)19-4-2-3-16(22)14-19/h2-8,13-14,26H,9-12H2,1H3,(H,23,24,25)"
MCULE-8388595355,https://mcule.com/MCULE-8388595355/,,S(=O)(=O)(C1C=CC(=CC=1)F)NC1=CC=C(C=C1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1ccc(N=c2[nH]c(N3CCOCCC3)cc(C)n2)cc1NS(=O)(c1ccc(F)cc1)=O,0.7274011299435028,0.8478343,0.85878396,0.6961288,1.0,1.0,0.83,0.17,443.504,1,"InChI=1S/C22H24FN5O3S/c1-16-14-21(28-10-3-12-31-13-11-28)26-22(24-16)25-18-4-2-5-19(15-18)27-32(29,30)20-8-6-17(23)7-9-20/h2,4-9,14-15,27H,3,10-13H2,1H3,(H,24,25,26)","InChI=1S/C21H22FN5O3S/c1-15-14-20(27-10-12-30-13-11-27)25-21(23-15)24-17-4-6-18(7-5-17)26-31(28,29)19-8-2-16(22)3-9-19/h2-9,14,26H,10-13H2,1H3,(H,23,24,25)"
MCULE-6897749138,https://mcule.com/MCULE-6897749138/,,S(C1C=CC=CC=1)(=O)(=O)NC1=CC=C(C=C1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1ccc(N=c2[nH]c(N3CCOCCC3)cc(C)n2)cc1NS(=O)(c1ccc(F)cc1)=O,0.7005649717514124,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,425.514,1,"InChI=1S/C22H24FN5O3S/c1-16-14-21(28-10-3-12-31-13-11-28)26-22(24-16)25-18-4-2-5-19(15-18)27-32(29,30)20-8-6-17(23)7-9-20/h2,4-9,14-15,27H,3,10-13H2,1H3,(H,24,25,26)","InChI=1S/C21H23N5O3S/c1-16-15-20(26-11-13-29-14-12-26)24-21(22-16)23-17-7-9-18(10-8-17)25-30(27,28)19-5-3-2-4-6-19/h2-10,15,25H,11-14H2,1H3,(H,22,23,24)"
MCULE-6897749138,https://mcule.com/MCULE-6897749138/,,S(C1C=CC=CC=1)(=O)(=O)NC1=CC=C(C=C1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1ccc(N=c2[nH]c(N3CCOCCC3)cc(C)n2)cc1NS(=O)(=O)c1ccccc1,0.7130434782608696,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,425.514,1,"InChI=1S/C22H25N5O3S/c1-17-15-21(27-11-6-13-30-14-12-27)25-22(23-17)24-18-7-5-8-19(16-18)26-31(28,29)20-9-3-2-4-10-20/h2-5,7-10,15-16,26H,6,11-14H2,1H3,(H,23,24,25)","InChI=1S/C21H23N5O3S/c1-16-15-20(26-11-13-29-14-12-26)24-21(22-16)23-17-7-9-18(10-8-17)25-30(27,28)19-5-3-2-4-6-19/h2-10,15,25H,11-14H2,1H3,(H,22,23,24)"
MCULE-1508380250,https://mcule.com/MCULE-1508380250/,,S(=O)(=O)(C1C=CC(=CC=1)C)NC1C=CC(=CC=1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1ccc(N=c2[nH]c(N3CCOCCC3)cc(C)n2)cc1NS(=O)(=O)c1ccccc1,0.7063829787234043,0.833965,0.83366245,0.6961288,1.0,1.0,0.8,0.17,439.541,1,"InChI=1S/C22H25N5O3S/c1-17-15-21(27-11-6-13-30-14-12-27)25-22(23-17)24-18-7-5-8-19(16-18)26-31(28,29)20-9-3-2-4-10-20/h2-5,7-10,15-16,26H,6,11-14H2,1H3,(H,23,24,25)","InChI=1S/C22H25N5O3S/c1-16-3-9-20(10-4-16)31(28,29)26-19-7-5-18(6-8-19)24-22-23-17(2)15-21(25-22)27-11-13-30-14-12-27/h3-10,15,26H,11-14H2,1-2H3,(H,23,24,25)"
MCULE-9239648684,https://mcule.com/MCULE-9239648684/,,S(=O)(=O)(C1=CC=CC(C)=C1)NC1=CC=C(C=C1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1ccc(N=c2[nH]c(N3CCOCCC3)cc(C)n2)cc1NS(=O)(=O)c1ccccc1,0.7023977433004231,0.8306188,0.85878396,0.63474333,1.0,1.0,0.83,0.18,439.541,1,"InChI=1S/C22H25N5O3S/c1-17-15-21(27-11-6-13-30-14-12-27)25-22(23-17)24-18-7-5-8-19(16-18)26-31(28,29)20-9-3-2-4-10-20/h2-5,7-10,15-16,26H,6,11-14H2,1H3,(H,23,24,25)","InChI=1S/C22H25N5O3S/c1-16-4-3-5-20(14-16)31(28,29)26-19-8-6-18(7-9-19)24-22-23-17(2)15-21(25-22)27-10-12-30-13-11-27/h3-9,14-15,26H,10-13H2,1-2H3,(H,23,24,25)"
