id,url,GED,hitSmiles,qrySmiles,tanimoto_gen_vs_to_buy,total_score,HEK_classifier,CFPAC_classifier,Custom_alerts,MW,raw_HEK_classifier,raw_CFPAC_classifier,raw_MW,valid,qryInchis,inchi_to_buy
MCULE-5816683920,https://mcule.com/MCULE-5816683920/,,S(=O)(=O)(C1C=CC(=CC=1)CC)NC1C=CC(=CC=1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1ccc(N=c2[nH]c(N3CCOCCC3)cc(C)n2)cc1NS(=O)(=O)c1ccccc1,0.7066290550070522,0.88396764,0.85878396,0.8399507,1.0,1.0,0.83,0.14,453.568,1,"InChI=1S/C22H25N5O3S/c1-17-15-21(27-11-6-13-30-14-12-27)25-22(23-17)24-18-7-5-8-19(16-18)26-31(28,29)20-9-3-2-4-10-20/h2-5,7-10,15-16,26H,6,11-14H2,1H3,(H,23,24,25)","InChI=1S/C23H27N5O3S/c1-3-18-4-10-21(11-5-18)32(29,30)27-20-8-6-19(7-9-20)25-23-24-17(2)16-22(26-23)28-12-14-31-15-13-28/h4-11,16,27H,3,12-15H2,1-2H3,(H,24,25,26)"
MCULE-6767457754,https://mcule.com/MCULE-6767457754/,,N1=C(C=C(N=C1NC1C=CC(=CC=1)NC(C1CCCC1)=O)C)N1CCOCC1,N(c1ccc(NC(CC2CCCC2)=O)cc1)=c1[nH]c(N2CCOCC2)cc(C)n1,0.7098360655737705,0.92455214,0.9052126,0.9011868,1.0,1.0,0.9,0.12,381.48,1,"InChI=1S/C22H29N5O2/c1-16-14-20(27-10-12-29-13-11-27)26-22(23-16)25-19-8-6-18(7-9-19)24-21(28)15-17-4-2-3-5-17/h6-9,14,17H,2-5,10-13,15H2,1H3,(H,24,28)(H,23,25,26)","InChI=1S/C21H27N5O2/c1-15-14-19(26-10-12-28-13-11-26)25-21(22-15)24-18-8-6-17(7-9-18)23-20(27)16-4-2-3-5-16/h6-9,14,16H,2-5,10-13H2,1H3,(H,23,27)(H,22,24,25)"
ZINC000023993912,ZINC000023993912,3.0,Cc1cc(N2CCOCC2)nc(Nc3ccc(NC(=O)C4CCCC4)cc3)n1,N(c1ccc(NC(CC2CCCC2)=O)cc1)=c3[nH]c(N4CCOCC4)cc(C)n3,0.116504854368932,0.92455214,0.9052126,0.9011868,1.0,1.0,0.9,0.12,381.48,1,"InChI=1S/C22H29N5O2/c1-16-14-20(27-10-12-29-13-11-27)26-22(23-16)25-19-8-6-18(7-9-19)24-21(28)15-17-4-2-3-5-17/h6-9,14,17H,2-5,10-13,15H2,1H3,(H,24,28)(H,23,25,26)","InChI=1S/C21H27N5O2/c1-15-14-19(26-10-12-28-13-11-26)25-21(22-15)24-18-8-6-17(7-9-18)23-20(27)16-4-2-3-5-16/h6-9,14,16H,2-5,10-13H2,1H3,(H,23,27)(H,22,24,25)"
ZINC000017013035,ZINC000017013035,3.0,Cc1cc(N2CCCC2)nc(Nc3ccc(NC(=O)CC4CCCC4)cc3)n1,N(c1ccc(NC(CC2CCCC2)=O)cc1)=c3[nH]c(N4CCOCC4)cc(C)n3,0.1067961165048543,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,379.508,1,"InChI=1S/C22H29N5O2/c1-16-14-20(27-10-12-29-13-11-27)26-22(23-16)25-19-8-6-18(7-9-19)24-21(28)15-17-4-2-3-5-17/h6-9,14,17H,2-5,10-13,15H2,1H3,(H,24,28)(H,23,25,26)","InChI=1S/C22H29N5O/c1-16-14-20(27-12-4-5-13-27)26-22(23-16)25-19-10-8-18(9-11-19)24-21(28)15-17-6-2-3-7-17/h8-11,14,17H,2-7,12-13,15H2,1H3,(H,24,28)(H,23,25,26)"
MCULE-1493650762,https://mcule.com/MCULE-1493650762/,,N1=C(C=C(N=C1NC1=CC=C(C=C1)NC(CC1CCCC1)=O)C)N1CCOCC1,N(c1ccc(NC(CC2CCCC2)=O)cc1)=c1[nH]c(N2CCOCC2)cc(C)n1,0.7576271186440678,0.9109629,0.8664234,0.94064903,1.0,1.0,0.84,0.1,395.507,1,"InChI=1S/C22H29N5O2/c1-16-14-20(27-10-12-29-13-11-27)26-22(23-16)25-19-8-6-18(7-9-19)24-21(28)15-17-4-2-3-5-17/h6-9,14,17H,2-5,10-13,15H2,1H3,(H,24,28)(H,23,25,26)","InChI=1S/C22H29N5O2/c1-16-14-20(27-10-12-29-13-11-27)26-22(23-16)25-19-8-6-18(7-9-19)24-21(28)15-17-4-2-3-5-17/h6-9,14,17H,2-5,10-13,15H2,1H3,(H,24,28)(H,23,25,26)"
ZINC000033078158,ZINC000033078158,2.0,Cc1cc(N2CCOCC2)nc(Nc3ccc(NC(=O)CC4CCCC4)cc3)n1,N(c1ccc(NC(CC2CCCC2)=O)cc1)=c3[nH]c(N4CCOCC4)cc(C)n3,0.1142857142857142,0.9109629,0.8664234,0.94064903,1.0,1.0,0.84,0.1,395.507,1,"InChI=1S/C22H29N5O2/c1-16-14-20(27-10-12-29-13-11-27)26-22(23-16)25-19-8-6-18(7-9-19)24-21(28)15-17-4-2-3-5-17/h6-9,14,17H,2-5,10-13,15H2,1H3,(H,24,28)(H,23,25,26)","InChI=1S/C22H29N5O2/c1-16-14-20(27-10-12-29-13-11-27)26-22(23-16)25-19-8-6-18(7-9-19)24-21(28)15-17-4-2-3-5-17/h6-9,14,17H,2-5,10-13,15H2,1H3,(H,24,28)(H,23,25,26)"
MCULE-7419739310,https://mcule.com/MCULE-7419739310/,,N1=C(C=C(N=C1NC1C=CC(=CC=1)NC(C1CCCCC1)=O)C)N1CCOCC1,N(c1ccc(NC(CC2CCCC2)=O)cc1)=c1[nH]c(N2CCOCC2)cc(C)n1,0.7166123778501629,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,395.507,1,"InChI=1S/C22H29N5O2/c1-16-14-20(27-10-12-29-13-11-27)26-22(23-16)25-19-8-6-18(7-9-19)24-21(28)15-17-4-2-3-5-17/h6-9,14,17H,2-5,10-13,15H2,1H3,(H,24,28)(H,23,25,26)","InChI=1S/C22H29N5O2/c1-16-15-20(27-11-13-29-14-12-27)26-22(23-16)25-19-9-7-18(8-10-19)24-21(28)17-5-3-2-4-6-17/h7-10,15,17H,2-6,11-14H2,1H3,(H,24,28)(H,23,25,26)"
ZINC000017013037,ZINC000017013037,3.0,Cc1cc(N2CCCCC2)nc(Nc3ccc(NC(=O)CC4CCCC4)cc3)n1,N(c1ccc(NC(CC2CCCC2)=O)cc1)=c3[nH]c(N4CCOCC4)cc(C)n3,0.1057692307692307,0.86496264,0.8424116,0.79924,1.0,1.0,0.81,0.15,393.535,1,"InChI=1S/C22H29N5O2/c1-16-14-20(27-10-12-29-13-11-27)26-22(23-16)25-19-8-6-18(7-9-19)24-21(28)15-17-4-2-3-5-17/h6-9,14,17H,2-5,10-13,15H2,1H3,(H,24,28)(H,23,25,26)","InChI=1S/C23H31N5O/c1-17-15-21(28-13-5-2-6-14-28)27-23(24-17)26-20-11-9-19(10-12-20)25-22(29)16-18-7-3-4-8-18/h9-12,15,18H,2-8,13-14,16H2,1H3,(H,25,29)(H,24,26,27)"
MCULE-6767457754,https://mcule.com/MCULE-6767457754/,,N1=C(C=C(N=C1NC1C=CC(=CC=1)NC(C1CCCC1)=O)C)N1CCOCC1,N(c1ccc(NC(=O)C2CCCCC2)cc1)=c1[nH]c(N2CCOCC2)cc(C)n1,0.7364085667215815,0.92455214,0.9052126,0.9011868,1.0,1.0,0.9,0.12,381.48,1,"InChI=1S/C22H29N5O2/c1-16-15-20(27-11-13-29-14-12-27)26-22(23-16)25-19-9-7-18(8-10-19)24-21(28)17-5-3-2-4-6-17/h7-10,15,17H,2-6,11-14H2,1H3,(H,24,28)(H,23,25,26)","InChI=1S/C21H27N5O2/c1-15-14-19(26-10-12-28-13-11-26)25-21(22-15)24-18-8-6-17(7-9-18)23-20(27)16-4-2-3-5-16/h6-9,14,16H,2-5,10-13H2,1H3,(H,23,27)(H,22,24,25)"
MCULE-1493650762,https://mcule.com/MCULE-1493650762/,,N1=C(C=C(N=C1NC1=CC=C(C=C1)NC(CC1CCCC1)=O)C)N1CCOCC1,N(c1ccc(NC(=O)C2CCCCC2)cc1)=c1[nH]c(N2CCOCC2)cc(C)n1,0.7068403908794788,0.9109629,0.8664234,0.94064903,1.0,1.0,0.84,0.1,395.507,1,"InChI=1S/C22H29N5O2/c1-16-15-20(27-11-13-29-14-12-27)26-22(23-16)25-19-9-7-18(8-10-19)24-21(28)17-5-3-2-4-6-17/h7-10,15,17H,2-6,11-14H2,1H3,(H,24,28)(H,23,25,26)","InChI=1S/C22H29N5O2/c1-16-14-20(27-10-12-29-13-11-27)26-22(23-16)25-19-8-6-18(7-9-19)24-21(28)15-17-4-2-3-5-17/h6-9,14,17H,2-5,10-13,15H2,1H3,(H,24,28)(H,23,25,26)"
MCULE-7419739310,https://mcule.com/MCULE-7419739310/,,N1=C(C=C(N=C1NC1C=CC(=CC=1)NC(C1CCCCC1)=O)C)N1CCOCC1,N(c1ccc(NC(=O)C2CCCCC2)cc1)=c1[nH]c(N2CCOCC2)cc(C)n1,0.7632450331125827,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,395.507,1,"InChI=1S/C22H29N5O2/c1-16-15-20(27-11-13-29-14-12-27)26-22(23-16)25-19-9-7-18(8-10-19)24-21(28)17-5-3-2-4-6-17/h7-10,15,17H,2-6,11-14H2,1H3,(H,24,28)(H,23,25,26)","InChI=1S/C22H29N5O2/c1-16-15-20(27-11-13-29-14-12-27)26-22(23-16)25-19-9-7-18(8-10-19)24-21(28)17-5-3-2-4-6-17/h7-10,15,17H,2-6,11-14H2,1H3,(H,24,28)(H,23,25,26)"
ZINC000033078157,ZINC000033078157,2.0,Cc1cc(N2CCOCC2)nc(Nc3ccc(NC(=O)C4CCCCC4)cc3)n1,N(c1ccc(NC(=O)C2CCCCC2)cc1)=c3[nH]c(N4CCOCC4)cc(C)n3,0.4444444444444444,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,395.507,1,"InChI=1S/C22H29N5O2/c1-16-15-20(27-11-13-29-14-12-27)26-22(23-16)25-19-9-7-18(8-10-19)24-21(28)17-5-3-2-4-6-17/h7-10,15,17H,2-6,11-14H2,1H3,(H,24,28)(H,23,25,26)","InChI=1S/C22H29N5O2/c1-16-15-20(27-11-13-29-14-12-27)26-22(23-16)25-19-9-7-18(8-10-19)24-21(28)17-5-3-2-4-6-17/h7-10,15,17H,2-6,11-14H2,1H3,(H,24,28)(H,23,25,26)"
ZINC000243074941,ZINC000243074941,5.0,Cc1cc(N2CCCCCC2)nc(Nc3ccc(N4CCCCC4)cc3)n1,c1c(N=c2[nH]c(N3CCCCCC3)cc(C)n2)ccc(C(=O)N4CCOCC4)c1,0.1643835616438356,0.8753386,0.8424116,0.8432988,1.0,1.0,0.81,0.13909091,365.525,1,"InChI=1S/C22H29N5O2/c1-17-16-20(26-10-4-2-3-5-11-26)25-22(23-17)24-19-8-6-18(7-9-19)21(28)27-12-14-29-15-13-27/h6-9,16H,2-5,10-15H2,1H3,(H,23,24,25)","InChI=1S/C22H31N5/c1-18-17-21(27-15-5-2-3-6-16-27)25-22(23-18)24-19-9-11-20(12-10-19)26-13-7-4-8-14-26/h9-12,17H,2-8,13-16H2,1H3,(H,23,24,25)"
MCULE-7455265610,https://mcule.com/MCULE-7455265610/,,C1=C(C)N=C(NC2=CC=C(C=C2)N2CCCC2)N=C1N1CCCCCC1,c1cc(N=c2[nH]c(N3CCCCCC3)cc(C)n2)ccc1N1CCCCC1,0.7083333333333334,0.8753386,0.8424116,0.8432988,1.0,1.0,0.81,0.13909091,351.498,1,"InChI=1S/C22H31N5/c1-18-17-21(27-15-5-2-3-6-16-27)25-22(23-18)24-19-9-11-20(12-10-19)26-13-7-4-8-14-26/h9-12,17H,2-8,13-16H2,1H3,(H,23,24,25)","InChI=1S/C21H29N5/c1-17-16-20(26-14-4-2-3-5-15-26)24-21(22-17)23-18-8-10-19(11-9-18)25-12-6-7-13-25/h8-11,16H,2-7,12-15H2,1H3,(H,22,23,24)"
ZINC000243095537,ZINC000243095537,3.0,Cc1cc(N2CCCCCC2)nc(Nc3ccc(N4CCCC4)cc3)n1,c1cc(N=c2[nH]c(N3CCCCCC3)cc(C)n2)ccc1N4CCCCC4,0.3050847457627119,0.8753386,0.8424116,0.8432988,1.0,1.0,0.81,0.13909091,351.498,1,"InChI=1S/C22H31N5/c1-18-17-21(27-15-5-2-3-6-16-27)25-22(23-18)24-19-9-11-20(12-10-19)26-13-7-4-8-14-26/h9-12,17H,2-8,13-16H2,1H3,(H,23,24,25)","InChI=1S/C21H29N5/c1-17-16-20(26-14-4-2-3-5-15-26)24-21(22-17)23-18-8-10-19(11-9-18)25-12-6-7-13-25/h8-11,16H,2-7,12-15H2,1H3,(H,22,23,24)"
ZINC000243339030,ZINC000243339030,3.0,Cc1cc(N2CCCCC2)nc(Nc3ccc(N4CCCCC4)cc3)n1,c1cc(N=c2[nH]c(N3CCCCCC3)cc(C)n2)ccc1N4CCCCC4,0.3050847457627119,0.8753386,0.8424116,0.8432988,1.0,1.0,0.81,0.13909091,351.498,1,"InChI=1S/C22H31N5/c1-18-17-21(27-15-5-2-3-6-16-27)25-22(23-18)24-19-9-11-20(12-10-19)26-13-7-4-8-14-26/h9-12,17H,2-8,13-16H2,1H3,(H,23,24,25)","InChI=1S/C21H29N5/c1-17-16-20(26-14-6-3-7-15-26)24-21(22-17)23-18-8-10-19(11-9-18)25-12-4-2-5-13-25/h8-11,16H,2-7,12-15H2,1H3,(H,22,23,24)"
MCULE-8811163919,https://mcule.com/MCULE-8811163919/,,C1=C(C)N=C(NC2=CC=C(C=C2)N2CCCCC2)N=C1N1CCCCCC1,c1cc(N=c2[nH]c(N3CCCCCC3)cc(C)n2)ccc1N1CCCCC1,0.72,0.8753386,0.8424116,0.8432988,1.0,1.0,0.81,0.13909091,365.525,1,"InChI=1S/C22H31N5/c1-18-17-21(27-15-5-2-3-6-16-27)25-22(23-18)24-19-9-11-20(12-10-19)26-13-7-4-8-14-26/h9-12,17H,2-8,13-16H2,1H3,(H,23,24,25)","InChI=1S/C22H31N5/c1-18-17-21(27-15-5-2-3-6-16-27)25-22(23-18)24-19-9-11-20(12-10-19)26-13-7-4-8-14-26/h9-12,17H,2-8,13-16H2,1H3,(H,23,24,25)"
ZINC000243074941,ZINC000243074941,2.0,Cc1cc(N2CCCCCC2)nc(Nc3ccc(N4CCCCC4)cc3)n1,c1cc(N=c2[nH]c(N3CCCCCC3)cc(C)n2)ccc1N4CCCCC4,0.3050847457627119,0.8753386,0.8424116,0.8432988,1.0,1.0,0.81,0.13909091,365.525,1,"InChI=1S/C22H31N5/c1-18-17-21(27-15-5-2-3-6-16-27)25-22(23-18)24-19-9-11-20(12-10-19)26-13-7-4-8-14-26/h9-12,17H,2-8,13-16H2,1H3,(H,23,24,25)","InChI=1S/C22H31N5/c1-18-17-21(27-15-5-2-3-6-16-27)25-22(23-18)24-19-9-11-20(12-10-19)26-13-7-4-8-14-26/h9-12,17H,2-8,13-16H2,1H3,(H,23,24,25)"
MCULE-5564915893,https://mcule.com/MCULE-5564915893/,,C1=C(C)N=C(NC2=CC=C(C=C2)N2CCC(C)CC2)N=C1N1CCCCCC1,c1cc(N=c2[nH]c(N3CCCCCC3)cc(C)n2)ccc1N1CCCCC1,0.7130124777183601,0.86496264,0.8424116,0.79924,1.0,1.0,0.81,0.15,379.552,1,"InChI=1S/C22H31N5/c1-18-17-21(27-15-5-2-3-6-16-27)25-22(23-18)24-19-9-11-20(12-10-19)26-13-7-4-8-14-26/h9-12,17H,2-8,13-16H2,1H3,(H,23,24,25)","InChI=1S/C23H33N5/c1-18-11-15-27(16-12-18)21-9-7-20(8-10-21)25-23-24-19(2)17-22(26-23)28-13-5-3-4-6-14-28/h7-10,17-18H,3-6,11-16H2,1-2H3,(H,24,25,26)"
ZINC000243959150,ZINC000243959150,3.0,Cc1cc(N2CCCCCC2)nc(Nc3ccc(N4CCC(C)CC4)cc3)n1,c1cc(N=c2[nH]c(N3CCCCCC3)cc(C)n2)ccc1N4CCCCC4,0.2686567164179104,0.86496264,0.8424116,0.79924,1.0,1.0,0.81,0.15,379.552,1,"InChI=1S/C22H31N5/c1-18-17-21(27-15-5-2-3-6-16-27)25-22(23-18)24-19-9-11-20(12-10-19)26-13-7-4-8-14-26/h9-12,17H,2-8,13-16H2,1H3,(H,23,24,25)","InChI=1S/C23H33N5/c1-18-11-15-27(16-12-18)21-9-7-20(8-10-21)25-23-24-19(2)17-22(26-23)28-13-5-3-4-6-14-28/h7-10,17-18H,3-6,11-16H2,1-2H3,(H,24,25,26)"
MCULE-8278623228,https://mcule.com/MCULE-8278623228/,,N1=C(C=C(N=C1NC1=CC=C(C=C1)NC(C1=CC=CC=C1)=O)C)N1CCCCC1,c1cc(N=c2[nH]c(N3CCCCC3)cc(C)n2)ccc1NC(=O)c1ccccc1,0.7444253859348199,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,387.487,1,"InChI=1S/C23H25N5O/c1-17-16-21(28-14-6-3-7-15-28)27-23(24-17)26-20-12-10-19(11-13-20)25-22(29)18-8-4-2-5-9-18/h2,4-5,8-13,16H,3,6-7,14-15H2,1H3,(H,25,29)(H,24,26,27)","InChI=1S/C23H25N5O/c1-17-16-21(28-14-6-3-7-15-28)27-23(24-17)26-20-12-10-19(11-13-20)25-22(29)18-8-4-2-5-9-18/h2,4-5,8-13,16H,3,6-7,14-15H2,1H3,(H,25,29)(H,24,26,27)"
ZINC000017013516,ZINC000017013516,2.0,Cc1cc(N2CCCCC2)nc(Nc3ccc(NC(=O)c4ccccc4)cc3)n1,c1cc(N=c2[nH]c(N3CCCCC3)cc(C)n2)ccc1NC(=O)c4ccccc4,0.4264705882352941,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,387.487,1,"InChI=1S/C23H25N5O/c1-17-16-21(28-14-6-3-7-15-28)27-23(24-17)26-20-12-10-19(11-13-20)25-22(29)18-8-4-2-5-9-18/h2,4-5,8-13,16H,3,6-7,14-15H2,1H3,(H,25,29)(H,24,26,27)","InChI=1S/C23H25N5O/c1-17-16-21(28-14-6-3-7-15-28)27-23(24-17)26-20-12-10-19(11-13-20)25-22(29)18-8-4-2-5-9-18/h2,4-5,8-13,16H,3,6-7,14-15H2,1H3,(H,25,29)(H,24,26,27)"
MCULE-1329927232,https://mcule.com/MCULE-1329927232/,,N1=C(C=C(N=C1NC1C=CC(=CC=1)NC(=O)C1C=CC(=CC=1)C)C)N1CCCCC1,c1cc(N=c2[nH]c(N3CCCCC3)cc(C)n2)ccc1NC(=O)c1ccccc1,0.725,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,401.514,1,"InChI=1S/C23H25N5O/c1-17-16-21(28-14-6-3-7-15-28)27-23(24-17)26-20-12-10-19(11-13-20)25-22(29)18-8-4-2-5-9-18/h2,4-5,8-13,16H,3,6-7,14-15H2,1H3,(H,25,29)(H,24,26,27)","InChI=1S/C24H27N5O/c1-17-6-8-19(9-7-17)23(30)26-20-10-12-21(13-11-20)27-24-25-18(2)16-22(28-24)29-14-4-3-5-15-29/h6-13,16H,3-5,14-15H2,1-2H3,(H,26,30)(H,25,27,28)"
ZINC000009573351,ZINC000009573351,3.0,Cc1ccc(C(=O)Nc2ccc(Nc3nc(C)cc(N4CCCCC4)n3)cc2)cc1,c1cc(N=c2[nH]c(N3CCCCC3)cc(C)n2)ccc1NC(=O)c4ccccc4,0.3561643835616438,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,401.514,1,"InChI=1S/C23H25N5O/c1-17-16-21(28-14-6-3-7-15-28)27-23(24-17)26-20-12-10-19(11-13-20)25-22(29)18-8-4-2-5-9-18/h2,4-5,8-13,16H,3,6-7,14-15H2,1H3,(H,25,29)(H,24,26,27)","InChI=1S/C24H27N5O/c1-17-6-8-19(9-7-17)23(30)26-20-10-12-21(13-11-20)27-24-25-18(2)16-22(28-24)29-14-4-3-5-15-29/h6-13,16H,3-5,14-15H2,1-2H3,(H,26,30)(H,25,27,28)"
MCULE-8388595355,https://mcule.com/MCULE-8388595355/,,S(=O)(=O)(C1C=CC(=CC=1)F)NC1=CC=C(C=C1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1(N=c2[nH]c(N3CCOCCC3)cc(C)n2)cc(C)c(NS(=O)(c2ccc(F)cc2)=O)cc1,0.7090163934426229,0.8478343,0.85878396,0.6961288,1.0,1.0,0.83,0.17,443.504,1,"InChI=1S/C23H26FN5O3S/c1-16-14-19(6-9-21(16)28-33(30,31)20-7-4-18(24)5-8-20)26-23-25-17(2)15-22(27-23)29-10-3-12-32-13-11-29/h4-9,14-15,28H,3,10-13H2,1-2H3,(H,25,26,27)","InChI=1S/C21H22FN5O3S/c1-15-14-20(27-10-12-30-13-11-27)25-21(23-15)24-17-4-6-18(7-5-17)26-31(28,29)19-8-2-16(22)3-9-19/h2-9,14,26H,10-13H2,1H3,(H,23,24,25)"
MCULE-6897749138,https://mcule.com/MCULE-6897749138/,,S(C1C=CC=CC=1)(=O)(=O)NC1=CC=C(C=C1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc(C)c(NS(=O)(=O)c2ccc(C)cc2)cc1,0.7128712871287128,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,425.514,1,"InChI=1S/C23H27N5O3S/c1-16-4-7-20(8-5-16)32(29,30)27-21-9-6-19(14-17(21)2)25-23-24-18(3)15-22(26-23)28-10-12-31-13-11-28/h4-9,14-15,27H,10-13H2,1-3H3,(H,24,25,26)","InChI=1S/C21H23N5O3S/c1-16-15-20(26-11-13-29-14-12-26)24-21(22-16)23-17-7-9-18(10-8-17)25-30(27,28)19-5-3-2-4-6-19/h2-10,15,25H,11-14H2,1H3,(H,22,23,24)"
MCULE-6897749138,https://mcule.com/MCULE-6897749138/,,S(C1C=CC=CC=1)(=O)(=O)NC1=CC=C(C=C1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc(C)c(NS(=O)(c2ccc(C)cc2)=O)cc1,0.7128712871287128,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,425.514,1,"InChI=1S/C23H27N5O3S/c1-16-4-7-20(8-5-16)32(29,30)27-21-9-6-19(14-17(21)2)25-23-24-18(3)15-22(26-23)28-10-12-31-13-11-28/h4-9,14-15,27H,10-13H2,1-3H3,(H,24,25,26)","InChI=1S/C21H23N5O3S/c1-16-15-20(26-11-13-29-14-12-26)24-21(22-16)23-17-7-9-18(10-8-17)25-30(27,28)19-5-3-2-4-6-19/h2-10,15,25H,11-14H2,1H3,(H,22,23,24)"
MCULE-1508380250,https://mcule.com/MCULE-1508380250/,,S(=O)(=O)(C1C=CC(=CC=1)C)NC1C=CC(=CC=1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc(C)c(NS(=O)(=O)c2ccc(C)cc2)cc1,0.7425742574257426,0.833965,0.83366245,0.6961288,1.0,1.0,0.8,0.17,439.541,1,"InChI=1S/C23H27N5O3S/c1-16-4-7-20(8-5-16)32(29,30)27-21-9-6-19(14-17(21)2)25-23-24-18(3)15-22(26-23)28-10-12-31-13-11-28/h4-9,14-15,27H,10-13H2,1-3H3,(H,24,25,26)","InChI=1S/C22H25N5O3S/c1-16-3-9-20(10-4-16)31(28,29)26-19-7-5-18(6-8-19)24-22-23-17(2)15-21(25-22)27-11-13-30-14-12-27/h3-10,15,26H,11-14H2,1-2H3,(H,23,24,25)"
MCULE-1508380250,https://mcule.com/MCULE-1508380250/,,S(=O)(=O)(C1C=CC(=CC=1)C)NC1C=CC(=CC=1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc(C)c(NS(=O)(c2ccc(C)cc2)=O)cc1,0.7425742574257426,0.833965,0.83366245,0.6961288,1.0,1.0,0.8,0.17,439.541,1,"InChI=1S/C23H27N5O3S/c1-16-4-7-20(8-5-16)32(29,30)27-21-9-6-19(14-17(21)2)25-23-24-18(3)15-22(26-23)28-10-12-31-13-11-28/h4-9,14-15,27H,10-13H2,1-3H3,(H,24,25,26)","InChI=1S/C22H25N5O3S/c1-16-3-9-20(10-4-16)31(28,29)26-19-7-5-18(6-8-19)24-22-23-17(2)15-21(25-22)27-11-13-30-14-12-27/h3-10,15,26H,11-14H2,1-2H3,(H,23,24,25)"
MCULE-9239648684,https://mcule.com/MCULE-9239648684/,,S(=O)(=O)(C1=CC=CC(C)=C1)NC1=CC=C(C=C1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc(C)c(NS(=O)(=O)c2ccc(C)cc2)cc1,0.7262569832402235,0.8306188,0.85878396,0.63474333,1.0,1.0,0.83,0.18,439.541,1,"InChI=1S/C23H27N5O3S/c1-16-4-7-20(8-5-16)32(29,30)27-21-9-6-19(14-17(21)2)25-23-24-18(3)15-22(26-23)28-10-12-31-13-11-28/h4-9,14-15,27H,10-13H2,1-3H3,(H,24,25,26)","InChI=1S/C22H25N5O3S/c1-16-4-3-5-20(14-16)31(28,29)26-19-8-6-18(7-9-19)24-22-23-17(2)15-21(25-22)27-10-12-30-13-11-27/h3-9,14-15,26H,10-13H2,1-2H3,(H,23,24,25)"
MCULE-9239648684,https://mcule.com/MCULE-9239648684/,,S(=O)(=O)(C1=CC=CC(C)=C1)NC1=CC=C(C=C1)NC1=NC(C)=CC(N2CCOCC2)=N1,c1(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc(C)c(NS(=O)(c2ccc(C)cc2)=O)cc1,0.7262569832402235,0.8306188,0.85878396,0.63474333,1.0,1.0,0.83,0.18,439.541,1,"InChI=1S/C23H27N5O3S/c1-16-4-7-20(8-5-16)32(29,30)27-21-9-6-19(14-17(21)2)25-23-24-18(3)15-22(26-23)28-10-12-31-13-11-28/h4-9,14-15,27H,10-13H2,1-3H3,(H,24,25,26)","InChI=1S/C22H25N5O3S/c1-16-4-3-5-20(14-16)31(28,29)26-19-8-6-18(7-9-19)24-22-23-17(2)15-21(25-22)27-10-12-30-13-11-27/h3-9,14-15,26H,10-13H2,1-2H3,(H,23,24,25)"
MCULE-3972434836,https://mcule.com/MCULE-3972434836/,,S(=O)(=O)(NC1C=CC(=CC=1)NC1=NC(C)=CC(N2CCOCC2)=N1)C1=CC=C(C=C1C)C,c1(N=c2[nH]c(N3CCOCC3)cc(C)n2)cc(C)c(NS(=O)(=O)c2ccc(C)cc2)cc1,0.7297297297297297,0.96986,0.9479086,0.99603474,1.0,1.0,1.0,0.0,453.568,1,"InChI=1S/C23H27N5O3S/c1-16-4-7-20(8-5-16)32(29,30)27-21-9-6-19(14-17(21)2)25-23-24-18(3)15-22(26-23)28-10-12-31-13-11-28/h4-9,14-15,27H,10-13H2,1-3H3,(H,24,25,26)","InChI=1S/C23H27N5O3S/c1-16-4-9-21(17(2)14-16)32(29,30)27-20-7-5-19(6-8-20)25-23-24-18(3)15-22(26-23)28-10-12-31-13-11-28/h4-9,14-15,27H,10-13H2,1-3H3,(H,24,25,26)"
