id,url,GED,hitSmiles,qrySmiles,tanimoto_gen_vs_to_buy,total_score,BXPC3_classifier,CAPAN_classifier,Custom_alerts,MW,raw_BXPC3_classifier,raw_CAPAN_classifier,raw_MW,valid,qryInchis,inchi_to_buy
MCULE-6814427357,https://mcule.com/MCULE-6814427357/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1C)C(NCCOC)=O,CC1=Nc2cc(C(=O)NCCF)ccc2Sc2c1cccc2,0.928709055876686,0.943409,0.9170328,0.9554058,1.0,1.0,0.75,0.089090906,340.448,1,"InChI=1S/C17H15FN2OS/c1-11-13-4-2-3-5-15(13)22-16-7-6-12(10-14(16)20-11)17(21)19-9-8-18/h2-7,10H,8-9H2,1H3,(H,19,21)","InChI=1S/C19H20N2O2S/c1-12-4-6-17-15(10-12)13(2)21-16-11-14(5-7-18(16)24-17)19(22)20-8-9-23-3/h4-7,10-11H,8-9H2,1-3H3,(H,20,22)"
MCULE-6017073447,https://mcule.com/MCULE-6017073447/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1C)C(=O)NCC(OC)OC,CC1=Nc2cc(C(=O)NCCF)ccc2Sc2c1cccc2,0.9077212806026366,0.0,0.7826946,0.98003215,0.0,1.0,0.61,0.05909091,356.447,1,"InChI=1S/C17H15FN2OS/c1-11-13-4-2-3-5-15(13)22-16-7-6-12(10-14(16)20-11)17(21)19-9-8-18/h2-7,10H,8-9H2,1H3,(H,19,21)","InChI=1S/C19H20N2O3S/c1-12-14-6-4-5-7-16(14)25-17-9-8-13(10-15(17)21-12)19(22)20-11-18(23-2)24-3/h4-10,18H,11H2,1-3H3,(H,20,22)"
MCULE-9681315168,https://mcule.com/MCULE-9681315168/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CC)C(NCCCC)=O,CC1=Nc2cc(C(=O)NCCF)ccc2Sc2c1cccc2,0.9144486692015208,0.99240017,0.98793066,0.99603474,1.0,1.0,1.0,0.0,338.476,1,"InChI=1S/C17H15FN2OS/c1-11-13-4-2-3-5-15(13)22-16-7-6-12(10-14(16)20-11)17(21)19-9-8-18/h2-7,10H,8-9H2,1H3,(H,19,21)","InChI=1S/C20H22N2OS/c1-3-5-12-21-20(23)14-10-11-19-17(13-14)22-16(4-2)15-8-6-7-9-18(15)24-19/h6-11,13H,3-5,12H2,1-2H3,(H,21,23)"
MCULE-3588716120,https://mcule.com/MCULE-3588716120/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CCC)C(NCCC)=O,CC1=Nc2cc(C(=O)NCCF)ccc2Sc2c1cccc2,0.8957169459962756,0.9685936,0.95449746,0.97319597,1.0,1.0,0.83,0.07,338.476,1,"InChI=1S/C17H15FN2OS/c1-11-13-4-2-3-5-15(13)22-16-7-6-12(10-14(16)20-11)17(21)19-9-8-18/h2-7,10H,8-9H2,1H3,(H,19,21)","InChI=1S/C20H22N2OS/c1-3-7-16-15-8-5-6-9-18(15)24-19-11-10-14(13-17(19)22-16)20(23)21-12-4-2/h5-6,8-11,13H,3-4,7,12H2,1-2H3,(H,21,23)"
MCULE-6742382703,https://mcule.com/MCULE-6742382703/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CC)C(=O)NC(C)CC,CC1=Nc2cc(C(=O)NCCF)ccc2Sc2c1cccc2,0.8990654205607477,0.87565285,0.796008,0.97319597,1.0,1.0,0.62,0.07,338.476,1,"InChI=1S/C17H15FN2OS/c1-11-13-4-2-3-5-15(13)22-16-7-6-12(10-14(16)20-11)17(21)19-9-8-18/h2-7,10H,8-9H2,1H3,(H,19,21)","InChI=1S/C20H22N2OS/c1-4-13(3)21-20(23)14-10-11-19-17(12-14)22-16(5-2)15-8-6-7-9-18(15)24-19/h6-13H,4-5H2,1-3H3,(H,21,23)"
MCULE-5830374764,https://mcule.com/MCULE-5830374764/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1C)C(NCCC1C=CC=CC=1)=O,CC1=Nc2cc(C(=O)NCCF)ccc2Sc2c1cccc2,0.9412915851272016,0.885635,0.80870515,0.98439837,1.0,1.0,0.63,0.05,372.493,1,"InChI=1S/C17H15FN2OS/c1-11-13-4-2-3-5-15(13)22-16-7-6-12(10-14(16)20-11)17(21)19-9-8-18/h2-7,10H,8-9H2,1H3,(H,19,21)","InChI=1S/C23H20N2OS/c1-16-19-9-5-6-10-21(19)27-22-12-11-18(15-20(22)25-16)23(26)24-14-13-17-7-3-2-4-8-17/h2-12,15H,13-14H2,1H3,(H,24,26)"
MCULE-2970648486,https://mcule.com/MCULE-2970648486/,,C1(C(=O)NC2C=CC=CC=2)=C(N)C2=C(N=C3C(CCCC3)=C2)S1,N(c1ccccc1)C(c1sc2c(cc3c(n2)CCCC3)c1N)=O,1.0,0.9748658,0.957852,0.99312925,1.0,1.0,0.84,0.02,323.421,1,"InChI=1S/C18H17N3OS/c19-15-13-10-11-6-4-5-9-14(11)21-18(13)23-16(15)17(22)20-12-7-2-1-3-8-12/h1-3,7-8,10H,4-6,9,19H2,(H,20,22)","InChI=1S/C18H17N3OS/c19-15-13-10-11-6-4-5-9-14(11)21-18(13)23-16(15)17(22)20-12-7-2-1-3-8-12/h1-3,7-8,10H,4-6,9,19H2,(H,20,22)"
ZINC000002388563,ZINC000002388563,0.0,Nc1c(C(=O)Nc2ccccc2)sc3nc4c(cc13)CCCC4,N(c1ccccc1)C(c1sc2c(cc3c(n2)CCCC3)c1N)=O,1.0,0.9748658,0.957852,0.99312925,1.0,1.0,0.84,0.02,323.421,1,"InChI=1S/C18H17N3OS/c19-15-13-10-11-6-4-5-9-14(11)21-18(13)23-16(15)17(22)20-12-7-2-1-3-8-12/h1-3,7-8,10H,4-6,9,19H2,(H,20,22)","InChI=1S/C18H17N3OS/c19-15-13-10-11-6-4-5-9-14(11)21-18(13)23-16(15)17(22)20-12-7-2-1-3-8-12/h1-3,7-8,10H,4-6,9,19H2,(H,20,22)"
MCULE-1719165469,https://mcule.com/MCULE-1719165469/,,C1(C(=O)NC2C=CC=CC=2)=C(N)C2=C(N=C3C(CCCCC3)=C2)S1,N(c1ccccc1)C(c1sc2c(cc3c(n2)CCCC3)c1N)=O,0.9789303079416533,0.99240017,0.98793066,0.99603474,1.0,1.0,1.0,0.0,337.448,1,"InChI=1S/C18H17N3OS/c19-15-13-10-11-6-4-5-9-14(11)21-18(13)23-16(15)17(22)20-12-7-2-1-3-8-12/h1-3,7-8,10H,4-6,9,19H2,(H,20,22)","InChI=1S/C19H19N3OS/c20-16-14-11-12-7-3-1-6-10-15(12)22-19(14)24-17(16)18(23)21-13-8-4-2-5-9-13/h2,4-5,8-9,11H,1,3,6-7,10,20H2,(H,21,23)"
MCULE-4697363780,https://mcule.com/MCULE-4697363780/,,C1(C(=O)NC2C=CC=CC=2)=C(N)C2=C(N=C3C(CCCCCC3)=C2)S1,N(c1ccccc1)C(c1sc2c(cc3c(n2)CCCC3)c1N)=O,0.98371335504886,0.0,0.98793066,0.99603474,0.0,1.0,1.0,0.0,351.475,1,"InChI=1S/C18H17N3OS/c19-15-13-10-11-6-4-5-9-14(11)21-18(13)23-16(15)17(22)20-12-7-2-1-3-8-12/h1-3,7-8,10H,4-6,9,19H2,(H,20,22)","InChI=1S/C20H21N3OS/c21-17-15-12-13-8-4-1-2-7-11-16(13)23-20(15)25-18(17)19(24)22-14-9-5-3-6-10-14/h3,5-6,9-10,12H,1-2,4,7-8,11,21H2,(H,22,24)"
MCULE-8749518880,https://mcule.com/MCULE-8749518880/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1CC)C(NC)=O,c1(C(=O)NCC)cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2,0.9276190476190476,0.99240017,0.98793066,0.99603474,1.0,1.0,1.0,0.0,310.422,1,"InChI=1S/C18H18N2OS/c1-4-19-18(21)13-6-8-17-15(10-13)20-12(3)14-9-11(2)5-7-16(14)22-17/h5-10H,4H2,1-3H3,(H,19,21)","InChI=1S/C18H18N2OS/c1-4-14-13-9-11(2)5-7-16(13)22-17-8-6-12(18(21)19-3)10-15(17)20-14/h5-10H,4H2,1-3H3,(H,19,21)"
MCULE-8749518880,https://mcule.com/MCULE-8749518880/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1CC)C(NC)=O,c1(C(NCC)=O)cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2,0.9276190476190476,0.99240017,0.98793066,0.99603474,1.0,1.0,1.0,0.0,310.422,1,"InChI=1S/C18H18N2OS/c1-4-19-18(21)13-6-8-17-15(10-13)20-12(3)14-9-11(2)5-7-16(14)22-17/h5-10H,4H2,1-3H3,(H,19,21)","InChI=1S/C18H18N2OS/c1-4-14-13-9-11(2)5-7-16(13)22-17-8-6-12(18(21)19-3)10-15(17)20-14/h5-10H,4H2,1-3H3,(H,19,21)"
MCULE-6814427357,https://mcule.com/MCULE-6814427357/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1C)C(NCCOC)=O,c1(C(=O)NCC)cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2,0.9688109161793372,0.943409,0.9170328,0.9554058,1.0,1.0,0.75,0.089090906,340.448,1,"InChI=1S/C18H18N2OS/c1-4-19-18(21)13-6-8-17-15(10-13)20-12(3)14-9-11(2)5-7-16(14)22-17/h5-10H,4H2,1-3H3,(H,19,21)","InChI=1S/C19H20N2O2S/c1-12-4-6-17-15(10-12)13(2)21-16-11-14(5-7-18(16)24-17)19(22)20-8-9-23-3/h4-7,10-11H,8-9H2,1-3H3,(H,20,22)"
MCULE-6814427357,https://mcule.com/MCULE-6814427357/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1C)C(NCCOC)=O,c1(C(NCC)=O)cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2,0.9688109161793372,0.943409,0.9170328,0.9554058,1.0,1.0,0.75,0.089090906,340.448,1,"InChI=1S/C18H18N2OS/c1-4-19-18(21)13-6-8-17-15(10-13)20-12(3)14-9-11(2)5-7-16(14)22-17/h5-10H,4H2,1-3H3,(H,19,21)","InChI=1S/C19H20N2O2S/c1-12-4-6-17-15(10-12)13(2)21-16-11-14(5-7-18(16)24-17)19(22)20-8-9-23-3/h4-7,10-11H,8-9H2,1-3H3,(H,20,22)"
MCULE-6254148835,https://mcule.com/MCULE-6254148835/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1CC)C(=O)NC(C)CC,c1(C(=O)NCC)cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2,0.9152854511970534,0.9520109,0.9284339,0.9649643,1.0,1.0,0.77,0.08,352.503,1,"InChI=1S/C18H18N2OS/c1-4-19-18(21)13-6-8-17-15(10-13)20-12(3)14-9-11(2)5-7-16(14)22-17/h5-10H,4H2,1-3H3,(H,19,21)","InChI=1S/C21H24N2OS/c1-5-14(4)22-21(24)15-8-10-20-18(12-15)23-17(6-2)16-11-13(3)7-9-19(16)25-20/h7-12,14H,5-6H2,1-4H3,(H,22,24)"
MCULE-6254148835,https://mcule.com/MCULE-6254148835/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1CC)C(=O)NC(C)CC,c1(C(NCC)=O)cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2,0.9152854511970534,0.9520109,0.9284339,0.9649643,1.0,1.0,0.77,0.08,352.503,1,"InChI=1S/C18H18N2OS/c1-4-19-18(21)13-6-8-17-15(10-13)20-12(3)14-9-11(2)5-7-16(14)22-17/h5-10H,4H2,1-3H3,(H,19,21)","InChI=1S/C21H24N2OS/c1-5-14(4)22-21(24)15-8-10-20-18(12-15)23-17(6-2)16-11-13(3)7-9-19(16)25-20/h7-12,14H,5-6H2,1-4H3,(H,22,24)"
MCULE-8571732010,https://mcule.com/MCULE-8571732010/,,N1C2C=C(C=CC=2SC2=CC=C(C)C=C2C=1CCC)C(NCCCC)=O,c1(C(=O)NCC)cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2,0.9085923217550276,0.8709424,0.97733986,0.56864136,1.0,1.0,0.92,0.19,366.53,1,"InChI=1S/C18H18N2OS/c1-4-19-18(21)13-6-8-17-15(10-13)20-12(3)14-9-11(2)5-7-16(14)22-17/h5-10H,4H2,1-3H3,(H,19,21)","InChI=1S/C22H26N2OS/c1-4-6-12-23-22(25)16-9-11-21-19(14-16)24-18(7-5-2)17-13-15(3)8-10-20(17)26-21/h8-11,13-14H,4-7,12H2,1-3H3,(H,23,25)"
MCULE-8571732010,https://mcule.com/MCULE-8571732010/,,N1C2C=C(C=CC=2SC2=CC=C(C)C=C2C=1CCC)C(NCCCC)=O,c1(C(NCC)=O)cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2,0.9085923217550276,0.8709424,0.97733986,0.56864136,1.0,1.0,0.92,0.19,366.53,1,"InChI=1S/C18H18N2OS/c1-4-19-18(21)13-6-8-17-15(10-13)20-12(3)14-9-11(2)5-7-16(14)22-17/h5-10H,4H2,1-3H3,(H,19,21)","InChI=1S/C22H26N2OS/c1-4-6-12-23-22(25)16-9-11-21-19(14-16)24-18(7-5-2)17-13-15(3)8-10-20(17)26-21/h8-11,13-14H,4-7,12H2,1-3H3,(H,23,25)"
MCULE-5830374764,https://mcule.com/MCULE-5830374764/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1C)C(NCCC1C=CC=CC=1)=O,c1(C(=O)NCC)cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2,0.928709055876686,0.885635,0.80870515,0.98439837,1.0,1.0,0.63,0.05,372.493,1,"InChI=1S/C18H18N2OS/c1-4-19-18(21)13-6-8-17-15(10-13)20-12(3)14-9-11(2)5-7-16(14)22-17/h5-10H,4H2,1-3H3,(H,19,21)","InChI=1S/C23H20N2OS/c1-16-19-9-5-6-10-21(19)27-22-12-11-18(15-20(22)25-16)23(26)24-14-13-17-7-3-2-4-8-17/h2-12,15H,13-14H2,1H3,(H,24,26)"
MCULE-5830374764,https://mcule.com/MCULE-5830374764/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1C)C(NCCC1C=CC=CC=1)=O,c1(C(NCC)=O)cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2,0.928709055876686,0.885635,0.80870515,0.98439837,1.0,1.0,0.63,0.05,372.493,1,"InChI=1S/C18H18N2OS/c1-4-19-18(21)13-6-8-17-15(10-13)20-12(3)14-9-11(2)5-7-16(14)22-17/h5-10H,4H2,1-3H3,(H,19,21)","InChI=1S/C23H20N2OS/c1-16-19-9-5-6-10-21(19)27-22-12-11-18(15-20(22)25-16)23(26)24-14-13-17-7-3-2-4-8-17/h2-12,15H,13-14H2,1H3,(H,24,26)"
MCULE-2040607482,https://mcule.com/MCULE-2040607482/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1C)C(=O)NCC1=CC=C(C=C1)C,c1(C(=O)NCC)cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2,0.9289719626168224,0.94321793,0.93837357,0.9011868,1.0,1.0,0.79,0.12,386.52,1,"InChI=1S/C18H18N2OS/c1-4-19-18(21)13-6-8-17-15(10-13)20-12(3)14-9-11(2)5-7-16(14)22-17/h5-10H,4H2,1-3H3,(H,19,21)","InChI=1S/C24H22N2OS/c1-15-4-7-18(8-5-15)14-25-24(27)19-9-11-23-21(13-19)26-17(3)20-12-16(2)6-10-22(20)28-23/h4-13H,14H2,1-3H3,(H,25,27)"
MCULE-2040607482,https://mcule.com/MCULE-2040607482/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1C)C(=O)NCC1=CC=C(C=C1)C,c1(C(NCC)=O)cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2,0.9289719626168224,0.94321793,0.93837357,0.9011868,1.0,1.0,0.79,0.12,386.52,1,"InChI=1S/C18H18N2OS/c1-4-19-18(21)13-6-8-17-15(10-13)20-12(3)14-9-11(2)5-7-16(14)22-17/h5-10H,4H2,1-3H3,(H,19,21)","InChI=1S/C24H22N2OS/c1-15-4-7-18(8-5-15)14-25-24(27)19-9-11-23-21(13-19)26-17(3)20-12-16(2)6-10-22(20)28-23/h4-13H,14H2,1-3H3,(H,25,27)"
MCULE-9909027316,https://mcule.com/MCULE-9909027316/,,C1(C(=O)NC2=CC=CC(OC)=C2)=C(N)C2=C(N=C3C(CCCC3)=C2)S1,N(c1cccc(OC)c1)C(c1c(N)c2c(nc3c(c2)CCCC3)s1)=O,1.0,0.8714034,0.7826946,0.99312925,1.0,1.0,0.61,0.02,353.447,1,"InChI=1S/C19H19N3O2S/c1-24-13-7-4-6-12(10-13)21-18(23)17-16(20)14-9-11-5-2-3-8-15(11)22-19(14)25-17/h4,6-7,9-10H,2-3,5,8,20H2,1H3,(H,21,23)","InChI=1S/C19H19N3O2S/c1-24-13-7-4-6-12(10-13)21-18(23)17-16(20)14-9-11-5-2-3-8-15(11)22-19(14)25-17/h4,6-7,9-10H,2-3,5,8,20H2,1H3,(H,21,23)"
ZINC000001439599,ZINC000001439599,0.0,COc1cccc(NC(=O)c2sc3nc4c(cc3c2N)CCCC4)c1,N(c1cccc(OC)c1)C(c1c(N)c2c(nc3c(c2)CCCC3)s1)=O,1.0,0.8714034,0.7826946,0.99312925,1.0,1.0,0.61,0.02,353.447,1,"InChI=1S/C19H19N3O2S/c1-24-13-7-4-6-12(10-13)21-18(23)17-16(20)14-9-11-5-2-3-8-15(11)22-19(14)25-17/h4,6-7,9-10H,2-3,5,8,20H2,1H3,(H,21,23)","InChI=1S/C19H19N3O2S/c1-24-13-7-4-6-12(10-13)21-18(23)17-16(20)14-9-11-5-2-3-8-15(11)22-19(14)25-17/h4,6-7,9-10H,2-3,5,8,20H2,1H3,(H,21,23)"
ZINC000004712625,ZINC000004712625,1.0,COCCNC(=O)c1ccc2c(c1)N=C(C)c3cc(Cl)ccc3S2,N(C(c1cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2)=O)CCOC,0.2142857142857142,0.91442144,0.8631931,0.9658036,1.0,1.0,0.68,0.07909091,360.866,1,"InChI=1S/C19H20N2O2S/c1-12-4-6-17-15(10-12)13(2)21-16-11-14(5-7-18(16)24-17)19(22)20-8-9-23-3/h4-7,10-11H,8-9H2,1-3H3,(H,20,22)","InChI=1S/C18H17ClN2O2S/c1-11-14-10-13(19)4-6-16(14)24-17-5-3-12(9-15(17)21-11)18(22)20-7-8-23-2/h3-6,9-10H,7-8H2,1-2H3,(H,20,22)"
MCULE-8749518880,https://mcule.com/MCULE-8749518880/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1CC)C(NC)=O,N(C(c1cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2)=O)CCOC,0.9037037037037036,0.99240017,0.98793066,0.99603474,1.0,1.0,1.0,0.0,310.422,1,"InChI=1S/C19H20N2O2S/c1-12-4-6-17-15(10-12)13(2)21-16-11-14(5-7-18(16)24-17)19(22)20-8-9-23-3/h4-7,10-11H,8-9H2,1-3H3,(H,20,22)","InChI=1S/C18H18N2OS/c1-4-14-13-9-11(2)5-7-16(13)22-17-8-6-12(18(21)19-3)10-15(17)20-14/h5-10H,4H2,1-3H3,(H,19,21)"
ZINC000004929768,ZINC000004929768,2.0,COCCCNC(=O)c1ccc2c(c1)N=C(C)c3cc(Cl)ccc3S2,N(C(c1cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2)=O)CCOC,0.6984126984126984,0.84853715,0.88917464,0.6405471,1.0,1.0,0.71,0.1790909,374.893,1,"InChI=1S/C19H20N2O2S/c1-12-4-6-17-15(10-12)13(2)21-16-11-14(5-7-18(16)24-17)19(22)20-8-9-23-3/h4-7,10-11H,8-9H2,1-3H3,(H,20,22)","InChI=1S/C19H19ClN2O2S/c1-12-15-11-14(20)5-7-17(15)25-18-6-4-13(10-16(18)22-12)19(23)21-8-3-9-24-2/h4-7,10-11H,3,8-9H2,1-2H3,(H,21,23)"
ZINC000004929890,ZINC000004929890,2.0,CCC1=Nc2cc(C(=O)NCCOC)ccc2Sc3ccc(Cl)cc31,N(C(c1cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2)=O)CCOC,0.5970149253731343,0.88677365,0.8810329,0.79924,1.0,1.0,0.7,0.15,374.893,1,"InChI=1S/C19H20N2O2S/c1-12-4-6-17-15(10-12)13(2)21-16-11-14(5-7-18(16)24-17)19(22)20-8-9-23-3/h4-7,10-11H,8-9H2,1-3H3,(H,20,22)","InChI=1S/C19H19ClN2O2S/c1-3-15-14-11-13(20)5-7-17(14)25-18-6-4-12(10-16(18)22-15)19(23)21-8-9-24-2/h4-7,10-11H,3,8-9H2,1-2H3,(H,21,23)"
ZINC000006728357,ZINC000006728357,0.0,COCCNC(=O)c1ccc2c(c1)N=C(C)c3cc(C)ccc3S2,N(C(c1cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2)=O)CCOC,1.0,0.943409,0.9170328,0.9554058,1.0,1.0,0.75,0.089090906,340.448,1,"InChI=1S/C19H20N2O2S/c1-12-4-6-17-15(10-12)13(2)21-16-11-14(5-7-18(16)24-17)19(22)20-8-9-23-3/h4-7,10-11H,8-9H2,1-3H3,(H,20,22)","InChI=1S/C19H20N2O2S/c1-12-4-6-17-15(10-12)13(2)21-16-11-14(5-7-18(16)24-17)19(22)20-8-9-23-3/h4-7,10-11H,8-9H2,1-3H3,(H,20,22)"
MCULE-6814427357,https://mcule.com/MCULE-6814427357/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1C)C(NCCOC)=O,N(C(c1cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2)=O)CCOC,1.0,0.943409,0.9170328,0.9554058,1.0,1.0,0.75,0.089090906,340.448,1,"InChI=1S/C19H20N2O2S/c1-12-4-6-17-15(10-12)13(2)21-16-11-14(5-7-18(16)24-17)19(22)20-8-9-23-3/h4-7,10-11H,8-9H2,1-3H3,(H,20,22)","InChI=1S/C19H20N2O2S/c1-12-4-6-17-15(10-12)13(2)21-16-11-14(5-7-18(16)24-17)19(22)20-8-9-23-3/h4-7,10-11H,8-9H2,1-3H3,(H,20,22)"
MCULE-6017073447,https://mcule.com/MCULE-6017073447/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1C)C(=O)NCC(OC)OC,N(C(c1cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2)=O)CCOC,0.9222222222222224,0.0,0.7826946,0.98003215,0.0,1.0,0.61,0.05909091,356.447,1,"InChI=1S/C19H20N2O2S/c1-12-4-6-17-15(10-12)13(2)21-16-11-14(5-7-18(16)24-17)19(22)20-8-9-23-3/h4-7,10-11H,8-9H2,1-3H3,(H,20,22)","InChI=1S/C19H20N2O3S/c1-12-14-6-4-5-7-16(14)25-17-9-8-13(10-15(17)21-12)19(22)20-11-18(23-2)24-3/h4-10,18H,11H2,1-3H3,(H,20,22)"
ZINC000004930040,ZINC000004930040,1.0,CCCCNC(=O)c1ccc2c(c1)N=C(C)c3cc(C)ccc3S2,N(C(c1cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2)=O)CCOC,0.7457627118644068,0.9219612,0.91073215,0.87645614,1.0,1.0,0.74,0.1290909,338.476,1,"InChI=1S/C19H20N2O2S/c1-12-4-6-17-15(10-12)13(2)21-16-11-14(5-7-18(16)24-17)19(22)20-8-9-23-3/h4-7,10-11H,8-9H2,1-3H3,(H,20,22)","InChI=1S/C20H22N2OS/c1-4-5-10-21-20(23)15-7-9-19-17(12-15)22-14(3)16-11-13(2)6-8-18(16)24-19/h6-9,11-12H,4-5,10H2,1-3H3,(H,21,23)"
MCULE-5830374764,https://mcule.com/MCULE-5830374764/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1C)C(NCCC1C=CC=CC=1)=O,N(C(c1cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2)=O)CCOC,0.9009345794392524,0.885635,0.80870515,0.98439837,1.0,1.0,0.63,0.05,372.493,1,"InChI=1S/C19H20N2O2S/c1-12-4-6-17-15(10-12)13(2)21-16-11-14(5-7-18(16)24-17)19(22)20-8-9-23-3/h4-7,10-11H,8-9H2,1-3H3,(H,20,22)","InChI=1S/C23H20N2OS/c1-16-19-9-5-6-10-21(19)27-22-12-11-18(15-20(22)25-16)23(26)24-14-13-17-7-3-2-4-8-17/h2-12,15H,13-14H2,1H3,(H,24,26)"
MCULE-2040607482,https://mcule.com/MCULE-2040607482/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1C)C(=O)NCC1=CC=C(C=C1)C,N(C(c1cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2)=O)CCOC,0.9019963702359348,0.94321793,0.93837357,0.9011868,1.0,1.0,0.79,0.12,386.52,1,"InChI=1S/C19H20N2O2S/c1-12-4-6-17-15(10-12)13(2)21-16-11-14(5-7-18(16)24-17)19(22)20-8-9-23-3/h4-7,10-11H,8-9H2,1-3H3,(H,20,22)","InChI=1S/C24H22N2OS/c1-15-4-7-18(8-5-15)14-25-24(27)19-9-11-23-21(13-19)26-17(3)20-12-16(2)6-10-22(20)28-23/h4-13H,14H2,1-3H3,(H,25,27)"
ZINC000004712625,ZINC000004712625,2.0,COCCNC(=O)c1ccc2c(c1)N=C(C)c3cc(Cl)ccc3S2,c1(C(=O)NCCC)cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2,0.59375,0.91442144,0.8631931,0.9658036,1.0,1.0,0.68,0.07909091,360.866,1,"InChI=1S/C19H20N2OS/c1-4-9-20-19(22)14-6-8-18-16(11-14)21-13(3)15-10-12(2)5-7-17(15)23-18/h5-8,10-11H,4,9H2,1-3H3,(H,20,22)","InChI=1S/C18H17ClN2O2S/c1-11-14-10-13(19)4-6-16(14)24-17-5-3-12(9-15(17)21-11)18(22)20-7-8-23-2/h3-6,9-10H,7-8H2,1-2H3,(H,20,22)"
MCULE-8749518880,https://mcule.com/MCULE-8749518880/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1CC)C(NC)=O,c1(C(=O)NCCC)cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2,0.920754716981132,0.99240017,0.98793066,0.99603474,1.0,1.0,1.0,0.0,310.422,1,"InChI=1S/C19H20N2OS/c1-4-9-20-19(22)14-6-8-18-16(11-14)21-13(3)15-10-12(2)5-7-17(15)23-18/h5-8,10-11H,4,9H2,1-3H3,(H,20,22)","InChI=1S/C18H18N2OS/c1-4-14-13-9-11(2)5-7-16(13)22-17-8-6-12(18(21)19-3)10-15(17)20-14/h5-10H,4H2,1-3H3,(H,19,21)"
ZINC000006728357,ZINC000006728357,1.0,COCCNC(=O)c1ccc2c(c1)N=C(C)c3cc(C)ccc3S2,c1(C(=O)NCCC)cc2c(cc1)Sc1c(cc(C)cc1)C(C)=N2,0.7719298245614035,0.943409,0.9170328,0.9554058,1.0,1.0,0.75,0.089090906,340.448,1,"InChI=1S/C19H20N2OS/c1-4-9-20-19(22)14-6-8-18-16(11-14)21-13(3)15-10-12(2)5-7-17(15)23-18/h5-8,10-11H,4,9H2,1-3H3,(H,20,22)","InChI=1S/C19H20N2O2S/c1-12-4-6-17-15(10-12)13(2)21-16-11-14(5-7-18(16)24-17)19(22)20-8-9-23-3/h4-7,10-11H,8-9H2,1-3H3,(H,20,22)"
