id,url,GED,hitSmiles,qrySmiles,tanimoto_gen_vs_to_buy,total_score,BXPC3_classifier,CAPAN_classifier,Custom_alerts,MW,raw_BXPC3_classifier,raw_CAPAN_classifier,raw_MW,valid,qryInchis,inchi_to_buy
MCULE-8318145015,https://mcule.com/MCULE-8318145015/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1CC)C(=O)NCC1=CC=C(C=C1)F,CCC1=Nc2cc(C(=O)NCc3ccc4ccoc4c3)ccc2Sc2c1cccc2,0.8124054462934948,0.9340865,0.9335762,0.8737104,1.0,1.0,0.78,0.13,404.51,1,"InChI=1S/C25H20N2O2S/c1-2-20-19-5-3-4-6-23(19)30-24-10-9-18(14-21(24)27-20)25(28)26-15-16-7-8-17-11-12-29-22(17)13-16/h3-14H,2,15H2,1H3,(H,26,28)","InChI=1S/C24H21FN2OS/c1-3-20-19-12-15(2)4-10-22(19)29-23-11-7-17(13-21(23)27-20)24(28)26-14-16-5-8-18(25)9-6-16/h4-13H,3,14H2,1-2H3,(H,26,28)"
MCULE-4087326320,https://mcule.com/MCULE-4087326320/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CCC)C(=O)NCC1C=CC=CC=1,CCC1=Nc2cc(C(=O)NCc3ccc4ccoc4c3)ccc2Sc2c1cccc2,0.8351648351648352,0.97716236,0.9638649,0.9881202,1.0,1.0,0.86,0.04,386.52,1,"InChI=1S/C25H20N2O2S/c1-2-20-19-5-3-4-6-23(19)30-24-10-9-18(14-21(24)27-20)25(28)26-15-16-7-8-17-11-12-29-22(17)13-16/h3-14H,2,15H2,1H3,(H,26,28)","InChI=1S/C24H22N2OS/c1-2-8-20-19-11-6-7-12-22(19)28-23-14-13-18(15-21(23)26-20)24(27)25-16-17-9-4-3-5-10-17/h3-7,9-15H,2,8,16H2,1H3,(H,25,27)"
ZINC000013365766,ZINC000013365766,3.0,CCCC1=Nc2cc(C(=O)NCc3ccc4c(c3)OCO4)ccc2Sc5ccccc51,CCC1=Nc2cc(C(=O)NCc3ccc4ccoc4c3)ccc2Sc2c1cccc2,0.6164383561643836,0.0,0.7826946,0.98439837,0.0,1.0,0.61,0.05,430.529,1,"InChI=1S/C25H20N2O2S/c1-2-20-19-5-3-4-6-23(19)30-24-10-9-18(14-21(24)27-20)25(28)26-15-16-7-8-17-11-12-29-22(17)13-16/h3-14H,2,15H2,1H3,(H,26,28)","InChI=1S/C25H22N2O3S/c1-2-5-19-18-6-3-4-7-23(18)31-24-11-9-17(13-20(24)27-19)25(28)26-14-16-8-10-21-22(12-16)30-15-29-21/h3-4,6-13H,2,5,14-15H2,1H3,(H,26,28)"
ZINC000013365772,ZINC000013365772,3.0,CCC1=Nc2cc(C(=O)NCc3ccc4c(c3)OCO4)ccc2Sc5ccc(C)cc51,CCC1=Nc2cc(C(=O)NCc3ccc4ccoc4c3)ccc2Sc2c1cccc2,0.6216216216216216,0.0,0.98793066,0.99603474,0.0,1.0,1.0,0.0,430.529,1,"InChI=1S/C25H20N2O2S/c1-2-20-19-5-3-4-6-23(19)30-24-10-9-18(14-21(24)27-20)25(28)26-15-16-7-8-17-11-12-29-22(17)13-16/h3-14H,2,15H2,1H3,(H,26,28)","InChI=1S/C25H22N2O3S/c1-3-19-18-10-15(2)4-8-23(18)31-24-9-6-17(12-20(24)27-19)25(28)26-13-16-5-7-21-22(11-16)30-14-29-21/h4-12H,3,13-14H2,1-2H3,(H,26,28)"
MCULE-5769957136,https://mcule.com/MCULE-5769957136/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CCC)C(=O)NC(C)C1=CC=CC=C1,CCC1=Nc2cc(C(=O)NCc3ccc4ccoc4c3)ccc2Sc2c1cccc2,0.8112633181126332,0.9369809,0.8968244,0.9795346,1.0,1.0,0.72,0.06,400.547,1,"InChI=1S/C25H20N2O2S/c1-2-20-19-5-3-4-6-23(19)30-24-10-9-18(14-21(24)27-20)25(28)26-15-16-7-8-17-11-12-29-22(17)13-16/h3-14H,2,15H2,1H3,(H,26,28)","InChI=1S/C25H24N2OS/c1-3-9-21-20-12-7-8-13-23(20)29-24-15-14-19(16-22(24)27-21)25(28)26-17(2)18-10-5-4-6-11-18/h4-8,10-17H,3,9H2,1-2H3,(H,26,28)"
MCULE-6561969005,https://mcule.com/MCULE-6561969005/,,N1C2C=C(C=CC=2SC2=CC=C(C)C=C2C=1CC)C(=O)NCC1C=CC(=CC=1)C,CCC1=Nc2cc(C(=O)NCc3ccc4ccoc4c3)ccc2Sc2c1cccc2,0.823076923076923,0.9271211,0.95449746,0.79924,1.0,1.0,0.83,0.15,400.547,1,"InChI=1S/C25H20N2O2S/c1-2-20-19-5-3-4-6-23(19)30-24-10-9-18(14-21(24)27-20)25(28)26-15-16-7-8-17-11-12-29-22(17)13-16/h3-14H,2,15H2,1H3,(H,26,28)","InChI=1S/C25H24N2OS/c1-4-21-20-13-17(3)7-11-23(20)29-24-12-10-19(14-22(24)27-21)25(28)26-15-18-8-5-16(2)6-9-18/h5-14H,4,15H2,1-3H3,(H,26,28)"
MCULE-6622690555,https://mcule.com/MCULE-6622690555/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1CC)C(=O)NC(C)C1=CC=CC=C1,CCC1=Nc2cc(C(=O)NCc3ccc4ccoc4c3)ccc2Sc2c1cccc2,0.81089258698941,0.8919808,0.82078993,0.9795346,1.0,1.0,0.64,0.06,400.547,1,"InChI=1S/C25H20N2O2S/c1-2-20-19-5-3-4-6-23(19)30-24-10-9-18(14-21(24)27-20)25(28)26-15-16-7-8-17-11-12-29-22(17)13-16/h3-14H,2,15H2,1H3,(H,26,28)","InChI=1S/C25H24N2OS/c1-4-21-20-14-16(2)10-12-23(20)29-24-13-11-19(15-22(24)27-21)25(28)26-17(3)18-8-6-5-7-9-18/h5-15,17H,4H2,1-3H3,(H,26,28)"
ZINC000013365776,ZINC000013365776,4.0,CCCC1=Nc2cc(C(=O)NCc3ccc4c(c3)OCO4)ccc2Sc5ccc(C)cc51,CCC1=Nc2cc(C(=O)NCc3ccc4ccoc4c3)ccc2Sc2c1cccc2,0.525,0.0,0.82078993,0.9909623,0.0,1.0,0.64,0.03,444.556,1,"InChI=1S/C25H20N2O2S/c1-2-20-19-5-3-4-6-23(19)30-24-10-9-18(14-21(24)27-20)25(28)26-15-16-7-8-17-11-12-29-22(17)13-16/h3-14H,2,15H2,1H3,(H,26,28)","InChI=1S/C26H24N2O3S/c1-3-4-20-19-11-16(2)5-9-24(19)32-25-10-7-18(13-21(25)28-20)26(29)27-14-17-6-8-22-23(12-17)31-15-30-22/h5-13H,3-4,14-15H2,1-2H3,(H,27,29)"
MCULE-9681315168,https://mcule.com/MCULE-9681315168/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CC)C(NCCCC)=O,CCC1=Nc2cc(C(=O)NCc3ccc4ccsc4c3)ccc2Sc2c1cccc2,0.8136942675159236,0.99240017,0.98793066,0.99603474,1.0,1.0,1.0,0.0,338.476,1,"InChI=1S/C25H20N2OS2/c1-2-20-19-5-3-4-6-22(19)30-23-10-9-18(14-21(23)27-20)25(28)26-15-16-7-8-17-11-12-29-24(17)13-16/h3-14H,2,15H2,1H3,(H,26,28)","InChI=1S/C20H22N2OS/c1-3-5-12-21-20(23)14-10-11-19-17(13-14)22-16(4-2)15-8-6-7-9-18(15)24-19/h6-11,13H,3-5,12H2,1-2H3,(H,21,23)"
MCULE-1997084486,https://mcule.com/MCULE-1997084486/,,N1C2C=C(C=CC=2SC2C=CC(Cl)=CC=2C=1CC)C(=O)NCC1C=CC=CC=1,CCC1=Nc2cc(C(=O)NCc3ccc4ccsc4c3)ccc2Sc2c1cccc2,0.8192955589586524,0.84905577,0.9335762,0.56864136,1.0,1.0,0.78,0.19,406.938,1,"InChI=1S/C25H20N2OS2/c1-2-20-19-5-3-4-6-22(19)30-23-10-9-18(14-21(23)27-20)25(28)26-15-16-7-8-17-11-12-29-24(17)13-16/h3-14H,2,15H2,1H3,(H,26,28)","InChI=1S/C23H19ClN2OS/c1-2-19-18-13-17(24)9-11-21(18)28-22-10-8-16(12-20(22)26-19)23(27)25-14-15-6-4-3-5-7-15/h3-13H,2,14H2,1H3,(H,25,27)"
MCULE-8454725046,https://mcule.com/MCULE-8454725046/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CC)C(=O)NCC1=CC=C(C=C1)F,CCC1=Nc2cc(C(=O)NCc3ccc4ccsc4c3)ccc2Sc2c1cccc2,0.8414442700156985,0.9289299,0.957852,0.79924,1.0,1.0,0.84,0.15,390.483,1,"InChI=1S/C25H20N2OS2/c1-2-20-19-5-3-4-6-22(19)30-23-10-9-18(14-21(23)27-20)25(28)26-15-16-7-8-17-11-12-29-24(17)13-16/h3-14H,2,15H2,1H3,(H,26,28)","InChI=1S/C23H19FN2OS/c1-2-19-18-5-3-4-6-21(18)28-22-12-9-16(13-20(22)26-19)23(27)25-14-15-7-10-17(24)11-8-15/h3-13H,2,14H2,1H3,(H,25,27)"
ZINC000013365770,ZINC000013365770,4.0,CCC1=Nc2cc(C(=O)NCc3ccc4c(c3)OCO4)ccc2Sc5ccc(Cl)cc51,CCC1=Nc2cc(C(=O)NCc3ccc4ccsc4c3)ccc2Sc2c1cccc2,0.5657894736842105,0.0,0.83226955,0.98439837,0.0,1.0,0.65,0.05,450.947,1,"InChI=1S/C25H20N2OS2/c1-2-20-19-5-3-4-6-22(19)30-23-10-9-18(14-21(23)27-20)25(28)26-15-16-7-8-17-11-12-29-24(17)13-16/h3-14H,2,15H2,1H3,(H,26,28)","InChI=1S/C24H19ClN2O3S/c1-2-18-17-11-16(25)5-8-22(17)31-23-7-4-15(10-19(23)27-18)24(28)26-12-14-3-6-20-21(9-14)30-13-29-20/h3-11H,2,12-13H2,1H3,(H,26,28)"
MCULE-9257155722,https://mcule.com/MCULE-9257155722/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CCC)C(=O)NCC1=CC=C(C=C1)F,CCC1=Nc2cc(C(=O)NCc3ccc4ccsc4c3)ccc2Sc2c1cccc2,0.827426810477658,0.9306083,0.9609694,0.79924,1.0,1.0,0.85,0.15,404.51,1,"InChI=1S/C25H20N2OS2/c1-2-20-19-5-3-4-6-22(19)30-23-10-9-18(14-21(23)27-20)25(28)26-15-16-7-8-17-11-12-29-24(17)13-16/h3-14H,2,15H2,1H3,(H,26,28)","InChI=1S/C24H21FN2OS/c1-2-5-20-19-6-3-4-7-22(19)29-23-13-10-17(14-21(23)27-20)24(28)26-15-16-8-11-18(25)12-9-16/h3-4,6-14H,2,5,15H2,1H3,(H,26,28)"
MCULE-8318145015,https://mcule.com/MCULE-8318145015/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1CC)C(=O)NCC1=CC=C(C=C1)F,CCC1=Nc2cc(C(=O)NCc3ccc4ccsc4c3)ccc2Sc2c1cccc2,0.8216463414634146,0.9340865,0.9335762,0.8737104,1.0,1.0,0.78,0.13,404.51,1,"InChI=1S/C25H20N2OS2/c1-2-20-19-5-3-4-6-22(19)30-23-10-9-18(14-21(23)27-20)25(28)26-15-16-7-8-17-11-12-29-24(17)13-16/h3-14H,2,15H2,1H3,(H,26,28)","InChI=1S/C24H21FN2OS/c1-3-20-19-12-15(2)4-10-22(19)29-23-11-7-17(13-21(23)27-20)24(28)26-14-16-5-8-18(25)9-6-16/h4-13H,3,14H2,1-2H3,(H,26,28)"
MCULE-4087326320,https://mcule.com/MCULE-4087326320/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CCC)C(=O)NCC1C=CC=CC=1,CCC1=Nc2cc(C(=O)NCc3ccc4ccsc4c3)ccc2Sc2c1cccc2,0.8420221169036335,0.97716236,0.9638649,0.9881202,1.0,1.0,0.86,0.04,386.52,1,"InChI=1S/C25H20N2OS2/c1-2-20-19-5-3-4-6-22(19)30-23-10-9-18(14-21(23)27-20)25(28)26-15-16-7-8-17-11-12-29-24(17)13-16/h3-14H,2,15H2,1H3,(H,26,28)","InChI=1S/C24H22N2OS/c1-2-8-20-19-11-6-7-12-22(19)28-23-14-13-18(15-21(23)26-20)24(27)25-16-17-9-4-3-5-10-17/h3-7,9-15H,2,8,16H2,1H3,(H,25,27)"
ZINC000013365766,ZINC000013365766,4.0,CCCC1=Nc2cc(C(=O)NCc3ccc4c(c3)OCO4)ccc2Sc5ccccc51,CCC1=Nc2cc(C(=O)NCc3ccc4ccsc4c3)ccc2Sc2c1cccc2,0.5675675675675675,0.0,0.7826946,0.98439837,0.0,1.0,0.61,0.05,430.529,1,"InChI=1S/C25H20N2OS2/c1-2-20-19-5-3-4-6-22(19)30-23-10-9-18(14-21(23)27-20)25(28)26-15-16-7-8-17-11-12-29-24(17)13-16/h3-14H,2,15H2,1H3,(H,26,28)","InChI=1S/C25H22N2O3S/c1-2-5-19-18-6-3-4-7-23(18)31-24-11-9-17(13-20(24)27-19)25(28)26-14-16-8-10-21-22(12-16)30-15-29-21/h3-4,6-13H,2,5,14-15H2,1H3,(H,26,28)"
ZINC000013365772,ZINC000013365772,4.0,CCC1=Nc2cc(C(=O)NCc3ccc4c(c3)OCO4)ccc2Sc5ccc(C)cc51,CCC1=Nc2cc(C(=O)NCc3ccc4ccsc4c3)ccc2Sc2c1cccc2,0.5733333333333334,0.0,0.98793066,0.99603474,0.0,1.0,1.0,0.0,430.529,1,"InChI=1S/C25H20N2OS2/c1-2-20-19-5-3-4-6-22(19)30-23-10-9-18(14-21(23)27-20)25(28)26-15-16-7-8-17-11-12-29-24(17)13-16/h3-14H,2,15H2,1H3,(H,26,28)","InChI=1S/C25H22N2O3S/c1-3-19-18-10-15(2)4-8-23(18)31-24-9-6-17(12-20(24)27-19)25(28)26-13-16-5-7-21-22(11-16)30-14-29-21/h4-12H,3,13-14H2,1-2H3,(H,26,28)"
MCULE-5769957136,https://mcule.com/MCULE-5769957136/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CCC)C(=O)NC(C)C1=CC=CC=C1,CCC1=Nc2cc(C(=O)NCc3ccc4ccsc4c3)ccc2Sc2c1cccc2,0.8149847094801224,0.9369809,0.8968244,0.9795346,1.0,1.0,0.72,0.06,400.547,1,"InChI=1S/C25H20N2OS2/c1-2-20-19-5-3-4-6-22(19)30-23-10-9-18(14-21(23)27-20)25(28)26-15-16-7-8-17-11-12-29-24(17)13-16/h3-14H,2,15H2,1H3,(H,26,28)","InChI=1S/C25H24N2OS/c1-3-9-21-20-12-7-8-13-23(20)29-24-15-14-19(16-22(24)27-21)25(28)26-17(2)18-10-5-4-6-11-18/h4-8,10-17H,3,9H2,1-2H3,(H,26,28)"
MCULE-6561969005,https://mcule.com/MCULE-6561969005/,,N1C2C=C(C=CC=2SC2=CC=C(C)C=C2C=1CC)C(=O)NCC1C=CC(=CC=1)C,CCC1=Nc2cc(C(=O)NCc3ccc4ccsc4c3)ccc2Sc2c1cccc2,0.8297213622291022,0.9271211,0.95449746,0.79924,1.0,1.0,0.83,0.15,400.547,1,"InChI=1S/C25H20N2OS2/c1-2-20-19-5-3-4-6-22(19)30-23-10-9-18(14-21(23)27-20)25(28)26-15-16-7-8-17-11-12-29-24(17)13-16/h3-14H,2,15H2,1H3,(H,26,28)","InChI=1S/C25H24N2OS/c1-4-21-20-13-17(3)7-11-23(20)29-24-12-10-19(14-22(24)27-21)25(28)26-15-18-8-5-16(2)6-9-18/h5-14H,4,15H2,1-3H3,(H,26,28)"
MCULE-6622690555,https://mcule.com/MCULE-6622690555/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1CC)C(=O)NC(C)C1=CC=CC=C1,CCC1=Nc2cc(C(=O)NCc3ccc4ccsc4c3)ccc2Sc2c1cccc2,0.8118361153262519,0.8919808,0.82078993,0.9795346,1.0,1.0,0.64,0.06,400.547,1,"InChI=1S/C25H20N2OS2/c1-2-20-19-5-3-4-6-22(19)30-23-10-9-18(14-21(23)27-20)25(28)26-15-16-7-8-17-11-12-29-24(17)13-16/h3-14H,2,15H2,1H3,(H,26,28)","InChI=1S/C25H24N2OS/c1-4-21-20-14-16(2)10-12-23(20)29-24-13-11-19(15-22(24)27-21)25(28)26-17(3)18-8-6-5-7-9-18/h5-15,17H,4H2,1-3H3,(H,26,28)"
ZINC000013365776,ZINC000013365776,5.0,CCCC1=Nc2cc(C(=O)NCc3ccc4c(c3)OCO4)ccc2Sc5ccc(C)cc51,CCC1=Nc2cc(C(=O)NCc3ccc4ccsc4c3)ccc2Sc2c1cccc2,0.4814814814814814,0.0,0.82078993,0.9909623,0.0,1.0,0.64,0.03,444.556,1,"InChI=1S/C25H20N2OS2/c1-2-20-19-5-3-4-6-22(19)30-23-10-9-18(14-21(23)27-20)25(28)26-15-16-7-8-17-11-12-29-24(17)13-16/h3-14H,2,15H2,1H3,(H,26,28)","InChI=1S/C26H24N2O3S/c1-3-4-20-19-11-16(2)5-9-24(19)32-25-10-7-18(13-21(25)28-20)26(29)27-14-17-6-8-22-23(12-17)31-15-30-22/h5-13H,3-4,14-15H2,1-2H3,(H,27,29)"
MCULE-4171244775,https://mcule.com/MCULE-4171244775/,,N1C2C=C(C=CC=2SC2C=CC(Br)=CC=2C=1CC)C(NCCC(C)C)=O,c1cc(C(C)C)ccc1CNC(=O)c1cc2c(cc1)Sc1c(cc(Br)cc1)C(C)=N2,0.8613376835236541,0.8757673,0.84315443,0.8432988,1.0,1.0,0.66,0.13909091,431.399,1,"InChI=1S/C25H23BrN2OS/c1-15(2)18-6-4-17(5-7-18)14-27-25(29)19-8-10-24-22(12-19)28-16(3)21-13-20(26)9-11-23(21)30-24/h4-13,15H,14H2,1-3H3,(H,27,29)","InChI=1S/C21H23BrN2OS/c1-4-17-16-12-15(22)6-8-19(16)26-20-7-5-14(11-18(20)24-17)21(25)23-10-9-13(2)3/h5-8,11-13H,4,9-10H2,1-3H3,(H,23,25)"
ZINC000020178868,ZINC000020178868,4.0,CC1=Nc2cc(C(=O)NCc3ccc(Cl)cc3)ccc2Sc4ccc(Cl)cc41,c1cc(C(C)C)ccc1CNC(=O)c1cc2c(cc1)Sc1c(cc(Br)cc1)C(C)=N2,0.6461538461538462,0.9154157,0.88917464,0.9011868,1.0,1.0,0.71,0.12,427.356,1,"InChI=1S/C25H23BrN2OS/c1-15(2)18-6-4-17(5-7-18)14-27-25(29)19-8-10-24-22(12-19)28-16(3)21-13-20(26)9-11-23(21)30-24/h4-13,15H,14H2,1-3H3,(H,27,29)","InChI=1S/C22H16Cl2N2OS/c1-13-18-11-17(24)7-9-20(18)28-21-8-4-15(10-19(21)26-13)22(27)25-12-14-2-5-16(23)6-3-14/h2-11H,12H2,1H3,(H,25,27)"
ZINC000004712687,ZINC000004712687,3.0,CC1=Nc2cc(C(=O)NCc3ccc(C)cc3)ccc2Sc4ccc(Cl)cc41,c1cc(C(C)C)ccc1CNC(=O)c1cc2c(cc1)Sc1c(cc(Br)cc1)C(C)=N2,0.6086956521739131,0.94606656,0.91073215,0.98439837,1.0,1.0,0.74,0.05,406.938,1,"InChI=1S/C25H23BrN2OS/c1-15(2)18-6-4-17(5-7-18)14-27-25(29)19-8-10-24-22(12-19)28-16(3)21-13-20(26)9-11-23(21)30-24/h4-13,15H,14H2,1-3H3,(H,27,29)","InChI=1S/C23H19ClN2OS/c1-14-3-5-16(6-4-14)13-25-23(27)17-7-9-22-20(11-17)26-15(2)19-12-18(24)8-10-21(19)28-22/h3-12H,13H2,1-2H3,(H,25,27)"
MCULE-3162875168,https://mcule.com/MCULE-3162875168/,,N1C2C=C(C=CC=2SC2=CC=C(Cl)C=C2C=1C)C(=O)NCC1C=CC(=CC=1)C,c1cc(C(C)C)ccc1CNC(=O)c1cc2c(cc1)Sc1c(cc(Br)cc1)C(C)=N2,0.8569078947368421,0.94606656,0.91073215,0.98439837,1.0,1.0,0.74,0.05,406.938,1,"InChI=1S/C25H23BrN2OS/c1-15(2)18-6-4-17(5-7-18)14-27-25(29)19-8-10-24-22(12-19)28-16(3)21-13-20(26)9-11-23(21)30-24/h4-13,15H,14H2,1-3H3,(H,27,29)","InChI=1S/C23H19ClN2OS/c1-14-3-5-16(6-4-14)13-25-23(27)17-7-9-22-20(11-17)26-15(2)19-12-18(24)8-10-21(19)28-22/h3-12H,13H2,1-2H3,(H,25,27)"
ZINC000004929971,ZINC000004929971,4.0,CC1=Nc2cc(C(=O)NCc3ccc(Cl)cc3)ccc2Sc4ccc(C)cc41,c1cc(C(C)C)ccc1CNC(=O)c1cc2c(cc1)Sc1c(cc(Br)cc1)C(C)=N2,0.6086956521739131,0.90551126,0.8968244,0.8399507,1.0,1.0,0.72,0.14,406.938,1,"InChI=1S/C25H23BrN2OS/c1-15(2)18-6-4-17(5-7-18)14-27-25(29)19-8-10-24-22(12-19)28-16(3)21-13-20(26)9-11-23(21)30-24/h4-13,15H,14H2,1-3H3,(H,27,29)","InChI=1S/C23H19ClN2OS/c1-14-3-9-21-19(11-14)15(2)26-20-12-17(6-10-22(20)28-21)23(27)25-13-16-4-7-18(24)8-5-16/h3-12H,13H2,1-2H3,(H,25,27)"
MCULE-5074289166,https://mcule.com/MCULE-5074289166/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1C)C(=O)NCC1=CC=C(C=C1)Cl,c1cc(C(C)C)ccc1CNC(=O)c1cc2c(cc1)Sc1c(cc(Br)cc1)C(C)=N2,0.8456486042692939,0.90551126,0.8968244,0.8399507,1.0,1.0,0.72,0.14,406.938,1,"InChI=1S/C25H23BrN2OS/c1-15(2)18-6-4-17(5-7-18)14-27-25(29)19-8-10-24-22(12-19)28-16(3)21-13-20(26)9-11-23(21)30-24/h4-13,15H,14H2,1-3H3,(H,27,29)","InChI=1S/C23H19ClN2OS/c1-14-3-9-21-19(11-14)15(2)26-20-12-17(6-10-22(20)28-21)23(27)25-13-16-4-7-18(24)8-5-16/h3-12H,13H2,1-2H3,(H,25,27)"
ZINC000020178909,ZINC000020178909,4.0,CCC1=Nc2cc(C(=O)NCc3ccc(OC)cc3)ccc2Sc4ccc(Cl)cc41,c1cc(C(C)C)ccc1CNC(=O)c1cc2c(cc1)Sc1c(cc(Br)cc1)C(C)=N2,0.45,0.93741363,0.95449746,0.8399507,1.0,1.0,0.83,0.14,436.964,1,"InChI=1S/C25H23BrN2OS/c1-15(2)18-6-4-17(5-7-18)14-27-25(29)19-8-10-24-22(12-19)28-16(3)21-13-20(26)9-11-23(21)30-24/h4-13,15H,14H2,1-3H3,(H,27,29)","InChI=1S/C24H21ClN2O2S/c1-3-20-19-13-17(25)7-11-22(19)30-23-10-6-16(12-21(23)27-20)24(28)26-14-15-4-8-18(29-2)9-5-15/h4-13H,3,14H2,1-2H3,(H,26,28)"
ZINC000004929999,ZINC000004929999,3.0,CC1=Nc2cc(C(=O)NCc3ccc(C)cc3)ccc2Sc4ccc(C)cc41,c1cc(C(C)C)ccc1CNC(=O)c1cc2c(cc1)Sc1c(cc(Br)cc1)C(C)=N2,0.65625,0.94321793,0.93837357,0.9011868,1.0,1.0,0.79,0.12,386.52,1,"InChI=1S/C25H23BrN2OS/c1-15(2)18-6-4-17(5-7-18)14-27-25(29)19-8-10-24-22(12-19)28-16(3)21-13-20(26)9-11-23(21)30-24/h4-13,15H,14H2,1-3H3,(H,27,29)","InChI=1S/C24H22N2OS/c1-15-4-7-18(8-5-15)14-25-24(27)19-9-11-23-21(13-19)26-17(3)20-12-16(2)6-10-22(20)28-23/h4-13H,14H2,1-3H3,(H,25,27)"
MCULE-2040607482,https://mcule.com/MCULE-2040607482/,,N1C2C=C(C=CC=2SC2C=CC(C)=CC=2C=1C)C(=O)NCC1=CC=C(C=C1)C,c1cc(C(C)C)ccc1CNC(=O)c1cc2c(cc1)Sc1c(cc(Br)cc1)C(C)=N2,0.889267461669506,0.94321793,0.93837357,0.9011868,1.0,1.0,0.79,0.12,386.52,1,"InChI=1S/C25H23BrN2OS/c1-15(2)18-6-4-17(5-7-18)14-27-25(29)19-8-10-24-22(12-19)28-16(3)21-13-20(26)9-11-23(21)30-24/h4-13,15H,14H2,1-3H3,(H,27,29)","InChI=1S/C24H22N2OS/c1-15-4-7-18(8-5-15)14-25-24(27)19-9-11-23-21(13-19)26-17(3)20-12-16(2)6-10-22(20)28-23/h4-13H,14H2,1-3H3,(H,25,27)"
MCULE-8353454535,https://mcule.com/MCULE-8353454535/,,N1C2C=C(C=CC=2SC2C=CC(Br)=CC=2C=1CC)C(NCCCC1C=CC=CC=1)=O,c1cc(C(C)C)ccc1CNC(=O)c1cc2c(cc1)Sc1c(cc(Br)cc1)C(C)=N2,0.8555194805194806,0.8791336,0.88917464,0.7512408,1.0,1.0,0.71,0.16,479.443,1,"InChI=1S/C25H23BrN2OS/c1-15(2)18-6-4-17(5-7-18)14-27-25(29)19-8-10-24-22(12-19)28-16(3)21-13-20(26)9-11-23(21)30-24/h4-13,15H,14H2,1-3H3,(H,27,29)","InChI=1S/C25H23BrN2OS/c1-2-21-20-16-19(26)11-13-23(20)30-24-12-10-18(15-22(24)28-21)25(29)27-14-6-9-17-7-4-3-5-8-17/h3-5,7-8,10-13,15-16H,2,6,9,14H2,1H3,(H,27,29)"
ZINC000004930088,ZINC000004930088,4.0,CCC1=Nc2cc(C(=O)NCc3ccc(OC)cc3)ccc2Sc4ccc(C)cc41,c1cc(C(C)C)ccc1CNC(=O)c1cc2c(cc1)Sc1c(cc(Br)cc1)C(C)=N2,0.4556962025316455,0.945596,0.9335762,0.9232107,1.0,1.0,0.78,0.11,416.546,1,"InChI=1S/C25H23BrN2OS/c1-15(2)18-6-4-17(5-7-18)14-27-25(29)19-8-10-24-22(12-19)28-16(3)21-13-20(26)9-11-23(21)30-24/h4-13,15H,14H2,1-3H3,(H,27,29)","InChI=1S/C25H24N2O2S/c1-4-21-20-13-16(2)5-11-23(20)30-24-12-8-18(14-22(24)27-21)25(28)26-15-17-6-9-19(29-3)10-7-17/h5-14H,4,15H2,1-3H3,(H,26,28)"
MCULE-6561969005,https://mcule.com/MCULE-6561969005/,,N1C2C=C(C=CC=2SC2=CC=C(C)C=C2C=1CC)C(=O)NCC1C=CC(=CC=1)C,c1cc(C(C)C)ccc1CNC(=O)c1cc2c(cc1)Sc1c(cc(Br)cc1)C(C)=N2,0.8562091503267973,0.9271211,0.95449746,0.79924,1.0,1.0,0.83,0.15,400.547,1,"InChI=1S/C25H23BrN2OS/c1-15(2)18-6-4-17(5-7-18)14-27-25(29)19-8-10-24-22(12-19)28-16(3)21-13-20(26)9-11-23(21)30-24/h4-13,15H,14H2,1-3H3,(H,27,29)","InChI=1S/C25H24N2OS/c1-4-21-20-13-17(3)7-11-23(20)29-24-12-10-19(14-22(24)27-21)25(28)26-15-18-8-5-16(2)6-9-18/h5-14H,4,15H2,1-3H3,(H,26,28)"
MCULE-9872399404,https://mcule.com/MCULE-9872399404/,,N1C2C=C(C=CC=2SC2C=CC=CC=2C=1CC)C(=O)NCC(OC)OC,CCC1=Nc2cc(C(=O)NCCOc3c(C)cccc3)ccc2Sc2c1cccc2,0.8795986622073578,0.0,0.93837357,0.97319597,0.0,1.0,0.79,0.07,370.474,1,"InChI=1S/C25H24N2O2S/c1-3-20-19-9-5-7-11-23(19)30-24-13-12-18(16-21(24)27-20)25(28)26-14-15-29-22-10-6-4-8-17(22)2/h4-13,16H,3,14-15H2,1-2H3,(H,26,28)","InChI=1S/C20H22N2O3S/c1-4-15-14-7-5-6-8-17(14)26-18-10-9-13(11-16(18)22-15)20(23)21-12-19(24-2)25-3/h5-11,19H,4,12H2,1-3H3,(H,21,23)"
