ID,Drug Name,Targets,Z score,Count,Cell line name,SMILES,cell ID,CPD
1239,YK-4-279,RNA helicase A,0.861761257977948,179,KP2,COC1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3NC2=O)Cl)Cl)O,CVCL_3004,COc1ccc(C(=O)CC2(O)C(=O)Nc3c(Cl)ccc(Cl)c32)cc1
1560,Alpelisib,PI3Kalpha,0.8745153003840856,179,KP2,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,CVCL_3004,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1
1909,Venetoclax,BCL2,0.8789443566608948,179,KP2,CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C,CVCL_3004,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
1621,PCI-34051,"HDAC8, HDAC6, HDAC1",0.8941379082890375,179,KP2,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO,CVCL_3004,COc1ccc(Cn2ccc3ccc(C(=O)NO)cc32)cc1
1631,PRT062607,SYK,0.9101336323881292,179,KP2,C1CC[C@H]([C@H](C1)N)NC2=NC=C(C(=N2)NC3=CC(=CC=C3)N4N=CC=N4)C(=O)N,CVCL_3004,NC(=O)c1cnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cccc(-n2nccn2)c1
1054,Palbociclib,"CDK4, CDK6",0.9241039461560028,179,KP2,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,CVCL_3004,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O
1006,Cytarabine,Antimetabolite,0.938978866681948,179,KP2,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,CVCL_3004,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
1620,PFI3,"Polybromo 1, SMARCA4, SMARCA2",0.9521303808882096,179,KP2,C1[C@@H]2CN([C@H]1CN2C3=CC=CC=N3)/C=C/C(=O)C4=CC=CC=C4O,CVCL_3004,O=C(/C=C/N1C[C@H]2C[C@@H]1CN2c1ccccn1)c1ccccc1O
1004,Vinblastine,Microtubule destabiliser,0.9539238847060992,179,KP2,CC[C@@]1(CC2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,CVCL_3004,CC[C@]1(O)CC2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
1922,Cediranib,"VEGFR, FLT1, FLT2, FLT3, FLT4, KIT, PDGFRB",0.9628649566004116,179,KP2,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,CVCL_3004,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1
1010,Gefitinib,EGFR,0.9667956978538988,179,KP2,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,CVCL_3004,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
1013,Nilotinib,ABL,1.0088558269739991,179,KP2,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,CVCL_3004,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
1057,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",1.017117200089579,179,KP2,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,CVCL_3004,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
1058,Pictilisib,PI3K (class 1),1.0301440711855645,179,KP2,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,CVCL_3004,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1
1084,Rapamycin,MTORC1,1.040291824064297,179,KP2,CC1=NC(=C(N1)[N+](=O)[O-])N(CCN2CCOCC2)CC3=CC=CC=C3F,CVCL_3004,Cc1nc(N(CCN2CCOCC2)Cc2ccccc2F)c([N+](=O)[O-])[nH]1
1927,GSK2578215A,LRRK2,1.0606631338683623,179,KP2,C1=CC=C(C=C1)COC2=C(C=C(C=C2)C3=CC(=NC=C3)F)C(=O)NC4=CN=CC=C4,CVCL_3004,O=C(Nc1cccnc1)c1cc(-c2ccnc(F)c2)ccc1OCc1ccccc1
1088,Irinotecan,TOP1,1.0611518483176223,179,KP2,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,CVCL_3004,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
1618,GSK2606414,PERK,1.0707476582484785,179,KP2,CN1C=C(C2=C(N=CN=C21)N)C3=CC4=C(C=C3)N(CC4)C(=O)CC5=CC(=CC=C5)C(F)(F)F,CVCL_3004,Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(C(F)(F)F)c2)c2c(N)ncnc21
1068,Obatoclax Mesylate,"BCL2, BCL-XL, BCL-W, MCL1",1.071838945215058,179,KP2,CC1=CC(=C(N1)/C=C\2/C(=C/C(=C/3\C=C4C=CC=CC4=N3)/N2)OC)C,CVCL_3004,COc1c/c(=C2\C=c3ccccc3=N2)[nH]/c1=C\c1[nH]c(C)cc1C
1131,PRIMA-1MET,TP53 activation,1.10570978366295,179,KP2,COCC1(C(=O)C2CCN1CC2)CO,CVCL_3004,COCC1(CO)C(=O)C2CCN1CC2
2110,GSK591,PMRT5,1.119266979297895,179,KP2,C1CC(C1)NC2=NC=CC(=C2)C(=O)NC[C@@H](CN3CCC4=CC=CC=C4C3)O,CVCL_3004,O=C(NC[C@H](O)CN1CCc2ccccc2C1)c1ccnc(NC2CCC2)c1
1613,VE-822,ATR,1.1240512728234635,179,KP2,CC(C)S(=O)(=O)C1=CC=C(C=C1)C2=CN=C(C(=N2)C3=CC(=NO3)C4=CC=C(C=C4)CNC)N,CVCL_3004,CNCc1ccc(-c2cc(-c3nc(-c4ccc(S(=O)(=O)C(C)C)cc4)cnc3N)on2)cc1
1073,5-Fluorouracil,Antimetabolite (DNA & RNA),1.1303602502809922,179,KP2,C1=C(C(=O)NC(=O)N1)F,CVCL_3004,O=c1[nH]cc(F)c(=O)[nH]1
1053,MK-2206,"AKT1, AKT2",1.1315624079017952,179,KP2,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N.Cl.Cl,CVCL_3004,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
1806,Oxaliplatin,DNA alkylating agent,1.1564093821105608,179,KP2,C1CC[C@H]([C@@H](C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],CVCL_3004,N[C@@H]1CCCC[C@H]1N
1819,Docetaxel,Microtubule stabiliser,1.1655579840595238,179,KP2,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,CVCL_3004,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C
1913,AGI-5198,IDH1 (R132H),1.1657892733636372,179,KP2,CC1=CC=CC=C1C(C(=O)NC2CCCCC2)N(C3=CC(=CC=C3)F)C(=O)CN4C=CN=C4C,CVCL_3004,Cc1ccccc1C(C(=O)NC1CCCCC1)N(C(=O)Cn1ccnc1C)c1cccc(F)c1
1915,AZD3759,EGFR,1.1694463542224267,179,KP2,C[C@@H]1CN(CCN1C(=O)OC2=C(C=C3C(=C2)C(=NC=N3)NC4=C(C(=CC=C4)Cl)F)OC)C,CVCL_3004,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C
1511,Epirubicin,Anthracycline,1.1746486277875208,179,KP2,C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,CVCL_3004,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1
1855,KRAS (G12C) Inhibitor-12,KRAS (G12C),1.2044871414151497,179,KP2,C=CC(=O)N1CCN(CC1)C(=O)CNC2=CC(=C(C=C2O)Cl)I,CVCL_3004,C=CC(=O)N1CCN(C(=O)CNc2cc(I)c(Cl)cc2O)CC1
2046,MK-8776,"CHEK1, CHEK2, CDK2",1.2400017909180667,179,KP2,CN1C=C(C=N1)C2=C3N=C(C(=C(N3N=C2)N)Br)C4CCCNC4,CVCL_3004,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
1912,Afuresertib,"AKT1, AKT2, AKT3",1.2577138214051913,179,KP2,CN1C(=C(C=N1)Cl)C2=C(SC(=C2)C(=O)N[C@@H](CC3=CC(=CC=C3)F)CN)Cl,CVCL_3004,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl
1928,I-BRD9,BRD9,1.2883000731150536,179,KP2,CCN1C=C(C2=C(C1=O)C=C(S2)C(=NC3CCS(=O)(=O)CC3)N)C4=CC(=CC=C4)C(F)(F)F,CVCL_3004,CCn1cc(-c2cccc(C(F)(F)F)c2)c2sc(C(N)=NC3CCS(=O)(=O)CC3)cc2c1=O
1177,Niraparib,"PARP1, PARP2",1.2968117478062493,179,KP2,C1C[C@H](CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N,CVCL_3004,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12
1919,Osimertinib,EGFR,1.329152648330595,179,KP2,CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC,CVCL_3004,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
1003,Camptothecin,TOP1,1.3404100711558553,179,KP2,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O,CVCL_3004,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1
1996,MIM1,MCL1,1.3633151802489878,179,KP2,CC(C)[C@H]1CSC(=N1)N2[C@H](CSC2=S)C(C)C,CVCL_3004,CC(C)[C@H]1CSC(N2C(=S)SC[C@@H]2C(C)C)=N1
1089,Oxaliplatin,DNA alkylating agent,1.4082640225708607,179,KP2,C1CC[C@H]([C@@H](C1)N)N.C(=O)(C(=O)O)O.[Pt],CVCL_3004,N[C@@H]1CCCC[C@H]1N
1441,AZD2014,"mTORC1, mTORC2",1.424842680757911,179,KP2,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOC[C@@H]5C,CVCL_3004,CNC(=O)c1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)c1
1939,UMI-77,MCL1,1.4630808432048137,179,KP2,C1=CC=C2C(=C1)C(=CC(=C2O)SCC(=O)O)NS(=O)(=O)C3=CC=C(C=C3)Br,CVCL_3004,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc2c1O
1553,Uprosertib,"AKT1, AKT2, AKT3",1.473761745526293,179,KP2,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)N[C@@H](CC3=CC(=C(C=C3)F)F)CN)Cl,CVCL_3004,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2ccc(F)c(F)c2)oc1Cl
1190,Gemcitabine,Pyrimidine antimetabolite,1.4855486870267307,179,KP2,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,CVCL_3004,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
1593,Entinostat,"HDAC1, HDAC3",1.5679204921738328,179,KP2,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,CVCL_3004,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1
1249,BMS-345541,"IKK-1, IKK-2",1.5983299867593534,179,KP2,CC1=CC2=C(C=C1)N=C(C3=NC=C(N23)C)NCCN.Cl,CVCL_3004,Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1
1924,Ipatasertib,"AKT1, AKT, AKT3",1.6577500205583593,179,KP2,C[C@@H]1C[C@H](C2=C1C(=NC=N2)N3CCN(CC3)C(=O)[C@H](CNC(C)C)C4=CC=C(C=C4)Cl)O,CVCL_3004,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1
1614,WZ4003,"NUAK1, NUAK2",1.7558922829634962,179,KP2,CCC(=O)NC1=CC(=CC=C1)OC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCN(CC4)C)OC,CVCL_3004,CCC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1
1706,AZD5153,BRD4,1.7875174752823186,179,KP2,C[C@@H]1C(=O)N(CCN1CCOC2=CC=C(C=C2)C3CCN(CC3)C4=NN5C(=NN=C5OC)C=C4)C,CVCL_3004,COc1nnc2ccc(N3CCC(c4ccc(OCCN5CCN(C)C(=O)[C@H]5C)cc4)CC3)nn12
1849,Sabutoclax,"BCL2,  BCL-XL,  BFL1, MCL1",1.7992928965369523,179,KP2,CC1=CC2=C(C(=C(C=C2C(=C1C3=C(C4=CC(=C(C(=C4C=C3C)C(=O)NC[C@H](C)C5=CC=CC=C5)O)O)O)O)O)O)C(=O)NC[C@H](C)C6=CC=CC=C6,CVCL_3004,Cc1cc2c(C(=O)NC[C@H](C)c3ccccc3)c(O)c(O)cc2c(O)c1-c1c(C)cc2c(C(=O)NC[C@H](C)c3ccccc3)c(O)c(O)cc2c1O
1093,GSK1904529A,"IGF1R, IR",1.8209859813111888,179,KP2,CCC1=CC(=C(C=C1N2CCC(CC2)N3CCN(CC3)S(=O)(=O)C)OC)NC4=NC=CC(=N4)C5=C(N=C6N5C=CC=C6)C7=CC(=C(C=C7)OC)C(=O)NC8=C(C=CC=C8F)F,CVCL_3004,CCc1cc(Nc2nccc(-c3c(-c4ccc(OC)c(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCC(N2CCN(S(C)(=O)=O)CC2)CC1
1199,Tamoxifen,ESR1,1.8309622146008289,179,KP2,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,CVCL_3004,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
1930,Telomerase Inhibitor IX,Telomerase,1.8347431838230035,179,KP2,C1=CC(=CC(=C1)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)C3=C(C(=CC=C3)O)O,CVCL_3004,O=C(Nc1cccc(NC(=O)c2cccc(O)c2O)c1)c1cccc(O)c1O
1630,Entospletinib,SYK,1.856328178183604,179,KP2,C1COCCN1C2=CC=C(C=C2)NC3=NC(=CN4C3=NC=C4)C5=CC6=C(C=C5)C=NN6,CVCL_3004,c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1
1626,OTX015,"BRD2, BRD3, BRD4",1.9722885595425248,179,KP2,CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)NC4=CC=C(C=C4)O)C5=CC=C(C=C5)Cl)C,CVCL_3004,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)Nc1ccc(O)cc1)c1nnc(C)n1-2
1624,I-BET-762,"BRD2, BRD3, BRD4",1.972545726959728,179,KP2,CCNC(=O)C[C@H]1C2=NN=C(N2C3=C(C=C(C=C3)OC)C(=N1)C4=CC=C(C=C4)Cl)C,CVCL_3004,CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc21
1558,Lapatinib,"EGFR, ERBB2",2.010696123807852,179,KP2,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,CVCL_3004,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
1250,AZ960,"JAK2, JAK3",2.181550120965324,179,KP2,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F,CVCL_3004,Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cc3)c(C#N)cc2F)n[nH]1
1916,AZD5363,"AKT1, AKT2, AKT3, ROCK2",2.2382793178933027,179,KP2,C1CN(CCC1(C(=O)N[C@@H](CCO)C2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4,CVCL_3004,NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1
1559,Luminespib,HSP90,2.278432420168877,179,KP2,CN1C2=CC=CC=C2C(C1=O)(CC(=O)C3=CC=C(C=C3)Cl)O,CVCL_3004,CN1C(=O)C(O)(CC(=O)c2ccc(Cl)cc2)c2ccccc21
1917,AZD6738,ATR,2.346684187788991,179,KP2,C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4,CVCL_3004,C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2ccnc3[nH]ccc23)n1
1375,Temozolomide,DNA alkylating agent,-0.2275676981864516,180,KP3,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,CVCL_3005,Cn1nnc2c(C(N)=O)ncn2c1=O
1248,Daporinad,NAMPT,-0.0304500184632454,180,KP3,C1CN(CCC1CCCCNC(=O)/C=C/C2=CN=CC=C2)C(=O)C3=CC=CC=C3,CVCL_3005,O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1
2043,BIBR-1532,TERT,0.0168490456604262,180,KP3,C/C(=C\C(=O)NC1=CC=CC=C1C(=O)O)/C2=CC3=CC=CC=C3C=C2,CVCL_3005,C/C(=C\C(=O)Nc1ccccc1C(=O)O)c1ccc2ccccc2c1
1996,MIM1,MCL1,0.0781991941898258,180,KP3,CC(C)[C@H]1CSC(=N1)N2[C@H](CSC2=S)C(C)C,CVCL_3005,CC(C)[C@H]1CSC(N2C(=S)SC[C@@H]2C(C)C)=N1
1073,5-Fluorouracil,Antimetabolite (DNA & RNA),0.1198930568338052,180,KP3,C1=C(C(=O)NC(=O)N1)F,CVCL_3005,O=c1[nH]cc(F)c(=O)[nH]1
1909,Venetoclax,BCL2,0.2114332348847681,180,KP3,CC1(CCC(=C(C1)C2=CC=C(C=C2)Cl)CN3CCN(CC3)C4=CC(=C(C=C4)C(=O)NS(=O)(=O)C5=CC(=C(C=C5)NCC6CCOCC6)[N+](=O)[O-])OC7=CN=C8C(=C7)C=CN8)C,CVCL_3005,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
1916,AZD5363,"AKT1, AKT2, AKT3, ROCK2",0.2223016018998617,180,KP3,C1CN(CCC1(C(=O)N[C@@H](CCO)C2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4,CVCL_3005,NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1
1510,Linsitinib,IGF1R,0.2441588667604657,180,KP3,CC1(CC(C1)C2=NC(=C3N2C=CN=C3N)C4=CC5=C(C=C4)C=CC(=N5)C6=CC=CC=C6)O,CVCL_3005,CC1(O)CC(c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn23)C1
1852,LY2109761,TGFB1,0.2968730789526626,180,KP3,C1CC2=C(C(=NN2C1)C3=CC=CC=N3)C4=C5C=CC(=CC5=NC=C4)OCCN6CCOCC6,CVCL_3005,c1ccc(-c2nn3c(c2-c2ccnc4cc(OCCN5CCOCC5)ccc24)CCC3)nc1
1922,Cediranib,"VEGFR, FLT1, FLT2, FLT3, FLT4, KIT, PDGFRB",0.3336941183150876,180,KP3,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,CVCL_3005,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1
1091,BMS-536924,"IGF1R, IR",0.3561255347820165,180,KP3,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NC[C@H](C4=CC(=CC=C4)Cl)O)N5CCOCC5,CVCL_3005,Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12
1036,PLX-4720,BRAF,0.3592021654368901,180,KP3,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)Cl)F,CVCL_3005,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F
2107,LJI308,"RSK2, RSK1, RSK3",0.4093282474793818,180,KP3,C1COCCN1C2=CC=C(C=C2)C3=C(C=NC=C3)C4=CC(=C(C(=C4)F)O)F,CVCL_3005,Oc1c(F)cc(-c2cnccc2-c2ccc(N3CCOCC3)cc2)cc1F
1931,MIRA-1,TP53,0.4826132382866792,180,KP3,CCC(=O)OCN1C(=O)C=CC1=O,CVCL_3005,CCC(=O)OCN1C(=O)C=CC1=O
2045,AMG-319,PI3K (beta sparing),0.5846596944552337,180,KP3,C[C@@H](C1=C(N=C2C=C(C=CC2=C1)F)C3=CC=CC=N3)NC4=NC=NC5=C4NC=N5,CVCL_3005,C[C@H](Nc1ncnc2nc[nH]c12)c1cc2ccc(F)cc2nc1-c1ccccn1
1915,AZD3759,EGFR,0.5993271149606185,180,KP3,C[C@@H]1CN(CCN1C(=O)OC2=C(C=C3C(=C2)C(=NC=N3)NC4=C(C(=CC=C4)Cl)F)OC)C,CVCL_3005,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C
1925,GDC0810,"ESR1, ESR2",0.6106812983722056,180,KP3,CC/C(=C(/C1=CC=C(C=C1)/C=C/C(=O)O)\C2=CC3=C(C=C2)NN=C3)/C4=C(C=C(C=C4)F)Cl,CVCL_3005,CC/C(=C(/c1ccc(/C=C/C(=O)O)cc1)c1ccc2[nH]ncc2c1)c1ccc(F)cc1Cl
1618,GSK2606414,PERK,0.6163544726703923,180,KP3,CN1C=C(C2=C(N=CN=C21)N)C3=CC4=C(C=C3)N(CC4)C(=O)CC5=CC(=CC=C5)C(F)(F)F,CVCL_3005,Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(C(F)(F)F)c2)c2c(N)ncnc21
1997,WEHI-539,BCL-XL,0.6310250177853147,180,KP3,C1CC2=C(C=C(C=C2)C3=NC(=C(S3)CCCOC4=CC=C(C=C4)CN)C(=O)O)/C(=N/NC5=NC6=CC=CC=C6S5)/C1,CVCL_3005,NCc1ccc(OCCCc2sc(-c3ccc4c(c3)/C(=N/Nc3nc5ccccc5s3)CCC4)nc2C(=O)O)cc1
1054,Palbociclib,"CDK4, CDK6",0.6432641344386251,180,KP3,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,CVCL_3005,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O
1630,Entospletinib,SYK,0.650586382136381,180,KP3,C1COCCN1C2=CC=C(C=C2)NC3=NC(=CN4C3=NC=C4)C5=CC6=C(C=C5)C=NN6,CVCL_3005,c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1
1926,GNE-317,PI3Kalpha,0.6669226185867833,180,KP3,CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)C5(COC5)OC,CVCL_3005,COC1(c2sc3c(N4CCOCC4)nc(-c4cnc(N)nc4)nc3c2C)COC1
1079,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT",0.6861683695677039,180,KP3,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,CVCL_3005,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
1928,I-BRD9,BRD9,0.6885597052809955,180,KP3,CCN1C=C(C2=C(C1=O)C=C(S2)C(=NC3CCS(=O)(=O)CC3)N)C4=CC(=CC=C4)C(F)(F)F,CVCL_3005,CCn1cc(-c2cccc(C(F)(F)F)c2)c2sc(C(N)=NC3CCS(=O)(=O)CC3)cc2c1=O
1854,MN-64,"TNKS1, TNKS2",0.71031201818074,180,KP3,CC(C)C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,CVCL_3005,CC(C)c1ccc(-c2cc(=O)c3ccccc3o2)cc1
