ID,Drug Name,Targets,Z score,Count,Cell line name,SMILES,cell ID,CPD
1372,Trametinib,"MEK1, MEK2",-0.4093668055335128,180,AsPC1,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,CVCL_0152,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1
1060,PD0325901,"MEK1, MEK2",-0.3671142414092246,180,AsPC1,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOC[C@@H](CO)O,CVCL_0152,O=C(NOC[C@H](O)CO)c1ccc(F)c(F)c1Nc1ccc(I)cc1F
1736,Selumetinib,"MEK1, MEK2",-0.121601714695367,180,AsPC1,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,CVCL_0152,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21
2046,MK-8776,"CHEK1, CHEK2, CDK2",0.0812648215592731,180,AsPC1,CN1C=C(C=N1)C2=C3N=C(C(=C(N3N=C2)N)Br)C4CCCNC4,CVCL_0152,Cn1cc(-c2cnn3c(N)c(Br)c(C4CCCNC4)nc23)cn1
1053,MK-2206,"AKT1, AKT2",0.2145989547896186,180,AsPC1,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N.Cl.Cl,CVCL_0152,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
1510,Linsitinib,IGF1R,0.2689402149728116,180,AsPC1,CC1(CC(C1)C2=NC(=C3N2C=CN=C3N)C4=CC5=C(C=C4)C=CC(=N5)C6=CC=CC=C6)O,CVCL_0152,CC1(O)CC(c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn23)C1
1010,Gefitinib,EGFR,0.2972336513253921,180,AsPC1,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,CVCL_0152,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
1564,SCH772984,"ERK1, ERK2",0.3459680185242124,180,AsPC1,C1CN(C[C@@H]1C(=O)NC2=CC3=C(C=C2)NN=C3C4=CC=NC=C4)CC(=O)N5CCN(CC5)C6=CC=C(C=C6)C7=NC=CC=N7,CVCL_0152,O=C(Nc1ccc2[nH]nc(-c3ccncc3)c2c1)[C@@H]1CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1
1549,Sapitinib,"EGFR, ERBB2, ERBB3",0.3480008241306824,180,AsPC1,CNC(=O)CN1CCC(CC1)OC2=C(C=C3C(=C2)C(=NC=N3)NC4=C(C(=CC=C4)Cl)F)OC,CVCL_0152,CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1
2096,VX-11e,ERK2,0.4173561451247732,180,AsPC1,CC1=CN=C(N=C1C2=CNC(=C2)C(=O)N[C@H](CO)C3=CC(=CC=C3)Cl)NC4=C(C=C(C=C4)F)Cl,CVCL_0152,Cc1cnc(Nc2ccc(F)cc2Cl)nc1-c1c[nH]c(C(=O)N[C@H](CO)c2cccc(Cl)c2)c1
1013,Nilotinib,ABL,0.4573520676430254,180,AsPC1,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,CVCL_0152,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
1057,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",0.5382256659384318,180,AsPC1,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5,CVCL_0152,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
2106,Uprosertib,"AKT1, AKT2, AKT3",0.5511752390551288,180,AsPC1,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)N[C@@H](CC3=CC(=C(C=C3)F)F)CN)Cl,CVCL_0152,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2ccc(F)c(F)c2)oc1Cl
1054,Palbociclib,"CDK4, CDK6",0.6631759705670234,180,AsPC1,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,CVCL_0152,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O
1373,Dabrafenib,BRAF,0.7283833307483187,180,AsPC1,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,CVCL_0152,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1
1011,Navitoclax,"BCL2, BCL-XL, BCL-W",0.7606696629612446,180,AsPC1,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,CVCL_0152,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1
1058,Pictilisib,PI3K (class 1),0.7876363540819293,180,AsPC1,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,CVCL_0152,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1
1941,Sepantronium bromide,BIRC5,0.838602799184694,180,AsPC1,CC1=[N+](C2=C(N1CCOC)C(=O)C3=CC=CC=C3C2=O)CC4=NC=CN=C4.[Br-],CVCL_0152,COCCn1c2c([n+](Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O
1853,OF-1,"BRPF1B, BRPF2",0.8593969091893326,180,AsPC1,CC1=C(C=CC(=C1)Br)S(=O)(=O)NC2=CC3=C(C=C2OC)N(C(=O)N3C)C,CVCL_0152,COc1cc2c(cc1NS(=O)(=O)c1ccc(Br)cc1C)n(C)c(=O)n2C
1190,Gemcitabine,Pyrimidine antimetabolite,0.9467977810490364,180,AsPC1,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,CVCL_0152,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
1908,Ulixertinib,"ERK1, ERK2",0.9631085151037916,180,AsPC1,CC(C)NC1=NC=C(C(=C1)C2=CNC(=C2)C(=O)N[C@H](CO)C3=CC(=CC=C3)Cl)Cl,CVCL_0152,CC(C)Nc1cc(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(Cl)c3)c2)c(Cl)cn1
1576,IWP-2,PORCN,0.9702256402811344,180,AsPC1,CC1=CC2=C(C=C1)N=C(S2)NC(=O)CSC3=NC4=C(C(=O)N3C5=CC=CC=C5)SCC4,CVCL_0152,Cc1ccc2nc(NC(=O)CSc3nc4c(c(=O)n3-c3ccccc3)SCC4)sc2c1
1006,Cytarabine,Antimetabolite,0.976105825180738,180,AsPC1,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,CVCL_0152,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
1926,GNE-317,PI3Kalpha,1.0991539551267062,180,AsPC1,CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)C5(COC5)OC,CVCL_0152,COC1(c2sc3c(N4CCOCC4)nc(-c4cnc(N)nc4)nc3c2C)COC1
2111,VE821,ATR,1.1180481304301335,180,AsPC1,CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(C(=N2)C(=O)NC3=CC=CC=C3)N,CVCL_0152,CS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1
1635,Picolinici-acid,Inflammatory related,1.1582795644898167,180,AsPC1,C1=CC=NC(=C1)C(=O)O,CVCL_0152,O=C(O)c1ccccn1
2043,BIBR-1532,TERT,1.1599415743992243,180,AsPC1,C/C(=C\C(=O)NC1=CC=CC=C1C(=O)O)/C2=CC3=CC=CC=C3C=C2,CVCL_0152,C/C(=C\C(=O)Nc1ccccc1C(=O)O)c1ccc2ccccc2c1
2047,Ulixertinib,"ERK1, ERK2",1.1655761497407942,180,AsPC1,CC(C)NC1=NC=C(C(=C1)C2=CNC(=C2)C(=O)N[C@H](CO)C3=CC(=CC=C3)Cl)Cl,CVCL_0152,CC(C)Nc1cc(-c2c[nH]c(C(=O)N[C@H](CO)c3cccc(Cl)c3)c2)c(Cl)cn1
1598,LGK974,PORCN,1.192615419223954,180,AsPC1,CC1=CC(=CN=C1C2=CC(=NC=C2)C)CC(=O)NC3=NC=C(C=C3)C4=NC=CN=C4,CVCL_0152,Cc1cc(-c2ncc(CC(=O)Nc3ccc(-c4cnccn4)cn3)cc2C)ccn1
1593,Entinostat,"HDAC1, HDAC3",1.1960603104153145,180,AsPC1,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,CVCL_0152,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1
1073,5-Fluorouracil,Antimetabolite (DNA & RNA),1.2145932328027065,180,AsPC1,C1=C(C(=O)NC(=O)N1)F,CVCL_0152,O=c1[nH]cc(F)c(=O)[nH]1
1512,Cyclophosphamide,Alkylating agent,1.2282874466389289,180,AsPC1,C1CNP(=O)(OC1)N(CCCl)CCCl,CVCL_0152,O=P1(N(CCCl)CCCl)NCCCO1
1924,Ipatasertib,"AKT1, AKT, AKT3",1.2511228654328517,180,AsPC1,C[C@@H]1C[C@H](C2=C1C(=NC=N2)N3CCN(CC3)C(=O)[C@H](CNC(C)C)C4=CC=C(C=C4)Cl)O,CVCL_0152,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1
1085,Sorafenib,"PDGFR, KIT, VEGFR, RAF",1.2567758768155584,180,AsPC1,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,CVCL_0152,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
1049,PD173074,"FGFR1, FGFR2, FGFR3",1.2778892589585795,180,AsPC1,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C,CVCL_0152,CCN(CC)CCCCNc1ncc2cc(-c3cc(OC)cc(OC)c3)c(NC(=O)NC(C)(C)C)nc2n1
1561,Taselisib,PI3K (beta sparing),1.2942891725981491,180,AsPC1,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)N)C(C)C,CVCL_0152,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1
1558,Lapatinib,"EGFR, ERBB2",1.3051425332560391,180,AsPC1,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,CVCL_0152,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
1915,AZD3759,EGFR,1.3354438604205396,180,AsPC1,C[C@@H]1CN(CCN1C(=O)OC2=C(C=C3C(=C2)C(=NC=N3)NC4=C(C(=CC=C4)Cl)F)OC)C,CVCL_0152,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C
1091,BMS-536924,"IGF1R, IR",1.3711923977761646,180,AsPC1,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NC[C@H](C4=CC(=CC=C4)Cl)O)N5CCOCC5,CVCL_0152,Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12
1032,Afatinib,"ERBB2, EGFR",1.3716857537211655,180,AsPC1,CN(C)C/C=C/C(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)O[C@H]4CCOC4,CVCL_0152,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
1553,Uprosertib,"AKT1, AKT2, AKT3",1.3775326206894507,180,AsPC1,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)N[C@@H](CC3=CC(=C(C=C3)F)F)CN)Cl,CVCL_0152,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2ccc(F)c(F)c2)oc1Cl
1631,PRT062607,SYK,1.3789831475554588,180,AsPC1,C1CC[C@H]([C@H](C1)N)NC2=NC=C(C(=N2)NC3=CC(=CC=C3)N4N=CC=N4)C(=O)N,CVCL_0152,NC(=O)c1cnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cccc(-n2nccn2)c1
1613,VE-822,ATR,1.380671768793981,180,AsPC1,CC(C)S(=O)(=O)C1=CC=C(C=C1)C2=CN=C(C(=N2)C3=CC(=NO3)C4=CC=C(C=C4)CNC)N,CVCL_0152,CNCc1ccc(-c2cc(-c3nc(-c4ccc(S(=O)(=O)C(C)C)cc4)cnc3N)on2)cc1
1259,Talazoparib,"PARP1, PARP2",1.3913648448530336,180,AsPC1,CC(C)/C=N/NC(=O)C1=CC=C(C=C1)NC(=O)C,CVCL_0152,CC(=O)Nc1ccc(C(=O)N/N=C/C(C)C)cc1
1629,ML323,"USP1, UAF1",1.391741105610084,180,AsPC1,CC1=CN=C(N=C1NCC2=CC=C(C=C2)N3C=CN=N3)C4=CC=CC=C4C(C)C,CVCL_0152,Cc1cnc(-c2ccccc2C(C)C)nc1NCc1ccc(-n2ccnn2)cc1
2110,GSK591,PMRT5,1.3930097140476227,180,AsPC1,C1CC(C1)NC2=NC=CC(=C2)C(=O)NC[C@@H](CN3CCC4=CC=CC=C4C3)O,CVCL_0152,O=C(NC[C@H](O)CN1CCc2ccccc2C1)c1ccnc(NC2CCC2)c1
1852,LY2109761,TGFB1,1.3941380627843607,180,AsPC1,C1CC2=C(C(=NN2C1)C3=CC=CC=N3)C4=C5C=CC(=CC5=NC=C4)OCCN6CCOCC6,CVCL_0152,c1ccc(-c2nn3c(c2-c2ccnc4cc(OCCN5CCOCC5)ccc24)CCC3)nc1
1560,Alpelisib,PI3Kalpha,1.4039492789447332,180,AsPC1,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,CVCL_0152,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1
2044,Pyridostatin,G-quadruplex stabiliser,1.4074206729342311,180,AsPC1,C1=CC=C2C(=C1)C(=CC(=N2)NC(=O)C3=CC(=CC(=N3)C(=O)NC4=NC5=CC=CC=C5C(=C4)OCCN)OCCN)OCCN,CVCL_0152,NCCOc1cc(C(=O)Nc2cc(OCCN)c3ccccc3n2)nc(C(=O)Nc2cc(OCCN)c3ccccc3n2)c1
1034,Staurosporine,Broad spectrum kinase inhibitor,1.4688744067455497,180,AsPC1,C[C@@]12[C@@H]([C@@H](C[C@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,CVCL_0152,CN[C@@H]1C[C@@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
1928,I-BRD9,BRD9,1.496204938746014,180,AsPC1,CCN1C=C(C2=C(C1=O)C=C(S2)C(=NC3CCS(=O)(=O)CC3)N)C4=CC(=CC=C4)C(F)(F)F,CVCL_0152,CCn1cc(-c2cccc(C(F)(F)F)c2)c2sc(C(N)=NC3CCS(=O)(=O)CC3)cc2c1=O
1622,Wnt-C59,PORCN,1.5021390204402454,180,AsPC1,CC1=NC=CC(=C1)C2=CC=C(C=C2)CC(=O)NC3=CC=C(C=C3)C4=CN=CC=C4,CVCL_0152,Cc1cc(-c2ccc(CC(=O)Nc3ccc(-c4cccnc4)cc3)cc2)ccn1
1441,AZD2014,"mTORC1, mTORC2",1.5264275920162411,180,AsPC1,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOC[C@@H]5C,CVCL_0152,CNC(=O)c1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)c1
1047,Nutlin-3a (-),MDM2,1.527682658832046,180,AsPC1,CC(C)OC1=C(C=CC(=C1)OC)C2=N[C@H]([C@H](N2C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,CVCL_0152,COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1
1799,Ibrutinib,BTK,1.548069291670238,180,AsPC1,C=CC(=O)N1CCC[C@H](C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,CVCL_0152,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
1910,ABT737,"BCL2, BCL-XL,  BCL-W, BCL-B, BFL1",1.556511627884194,180,AsPC1,CN(C)CC[C@H](CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=CC=CC=C5C6=CC=C(C=C6)Cl)[N+](=O)[O-],CVCL_0152,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-]
2040,Foretinib,"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR",1.5574962390836773,180,AsPC1,COC1=CC2=C(C=CN=C2C=C1OCCCN3CCOCC3)OC4=C(C=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F,CVCL_0152,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1
2045,AMG-319,PI3K (beta sparing),1.595547835447582,180,AsPC1,C[C@@H](C1=C(N=C2C=C(C=CC2=C1)F)C3=CC=CC=N3)NC4=NC=NC5=C4NC=N5,CVCL_0152,C[C@H](Nc1ncnc2nc[nH]c12)c1cc2ccc(F)cc2nc1-c1ccccn1
1927,GSK2578215A,LRRK2,1.6017617062373342,180,AsPC1,C1=CC=C(C=C1)COC2=C(C=C(C=C2)C3=CC(=NC=C3)F)C(=O)NC4=CN=CC=C4,CVCL_0152,O=C(Nc1cccnc1)c1cc(-c2ccnc(F)c2)ccc1OCc1ccccc1
1630,Entospletinib,SYK,1.6027411179387008,180,AsPC1,C1COCCN1C2=CC=C(C=C2)NC3=NC(=CN4C3=NC=C4)C5=CC6=C(C=C5)C=NN6,CVCL_0152,c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1
1168,Erlotinib,EGFR,1.6046286646186962,180,AsPC1,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,CVCL_0152,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
1507,Ruxolitinib,"JAK1, JAK2",1.6602506868368323,180,AsPC1,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,CVCL_0152,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1
1022,AZD7762,"CHEK1, CHEK2",1.6658654226647018,180,AsPC1,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N,CVCL_0152,NC(=O)Nc1cc(-c2cccc(F)c2)sc1C(=O)N[C@H]1CCCNC1
1720,AZD5991,MCL1,1.670636563055403,180,AsPC1,CC1=C2C(=NN1C)CSCC3=NN(C(=C3)CSC4=CC5=CC=CC=C5C(=C4)OCCCC6=C(N(C7=C6C=CC(=C27)Cl)C)C(=O)O)C,CVCL_0152,Cc1c2c(nn1C)CSCc1cc(n(C)n1)CSc1cc(c3ccccc3c1)OCCCc1c(C(=O)O)n(C)c3c-2c(Cl)ccc13
1594,OSI-027,"MTORC1, MTORC2",1.678044348245272,180,AsPC1,C[C@@]1\2CC[C@H](C1(C)C)C/C2=N\NC(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCCCCC4,CVCL_0152,CC1(C)[C@H]2CC[C@@]1(C)/C(=N/NC(=O)c1ccc(S(=O)(=O)N3CCCCCC3)cc1)C2
1919,Osimertinib,EGFR,1.7176918277869109,180,AsPC1,CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC,CVCL_0152,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
1931,MIRA-1,TP53,1.738702788453493,180,AsPC1,CCC(=O)OCN1C(=O)C=CC1=O,CVCL_0152,CCC(=O)OCN1C(=O)C=CC1=O
1084,Rapamycin,MTORC1,1.761279076444906,180,AsPC1,CC1=NC(=C(N1)[N+](=O)[O-])N(CCN2CCOCC2)CC3=CC=CC=C3F,CVCL_0152,Cc1nc(N(CCN2CCOCC2)Cc2ccccc2F)c([N+](=O)[O-])[nH]1
1375,Temozolomide,DNA alkylating agent,1.7656492851058845,180,AsPC1,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,CVCL_0152,Cn1nnc2c(C(N)=O)ncn2c1=O
2170,AT13148,AKT1,1.7691426779437576,180,AsPC1,C1=CC(=CC=C1C2=CNN=C2)[C@@](CN)(C3=CC=C(C=C3)Cl)O,CVCL_0152,NC[C@@](O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1
1916,AZD5363,"AKT1, AKT2, AKT3, ROCK2",1.813274981307366,180,AsPC1,C1CN(CCC1(C(=O)N[C@@H](CCO)C2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4,CVCL_0152,NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1
1849,Sabutoclax,"BCL2,  BCL-XL,  BFL1, MCL1",1.820371773616838,180,AsPC1,CC1=CC2=C(C(=C(C=C2C(=C1C3=C(C4=CC(=C(C(=C4C=C3C)C(=O)NC[C@H](C)C5=CC=CC=C5)O)O)O)O)O)O)C(=O)NC[C@H](C)C6=CC=CC=C6,CVCL_0152,Cc1cc2c(C(=O)NC[C@H](C)c3ccccc3)c(O)c(O)cc2c(O)c1-c1c(C)cc2c(C(=O)NC[C@H](C)c3ccccc3)c(O)c(O)cc2c1O
1079,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT",1.8254314999099064,180,AsPC1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,CVCL_0152,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
2109,AZ6102,"TNKS1, TNKS2",1.8512614183683127,180,AsPC1,CCC1=CC2=C(C=C1OC(=O)C(C)(C)C)OC(=C(C2=O)OC3=CC=C(C=C3)I)C(F)(F)F,CVCL_0152,CCc1cc2c(=O)c(Oc3ccc(I)cc3)c(C(F)(F)F)oc2cc1OC(=O)C(C)(C)C
1625,RVX-208,BRD4,1.871318424724712,180,AsPC1,C1=CC(=C(C=C1N=C=O)F)F,CVCL_0152,O=C=Nc1ccc(F)c(F)c1
1997,WEHI-539,BCL-XL,1.8809756797625627,180,AsPC1,C1CC2=C(C=C(C=C2)C3=NC(=C(S3)CCCOC4=CC=C(C=C4)CN)C(=O)O)/C(=N/NC5=NC6=CC=CC=C6S5)/C1,CVCL_0152,NCc1ccc(OCCCc2sc(-c3ccc4c(c3)/C(=N/Nc3nc5ccccc5s3)CCC4)nc2C(=O)O)cc1
1912,Afuresertib,"AKT1, AKT2, AKT3",1.8833824683639484,180,AsPC1,CN1C(=C(C=N1)Cl)C2=C(SC(=C2)C(=O)N[C@@H](CC3=CC(=CC=C3)F)CN)Cl,CVCL_0152,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl
1854,MN-64,"TNKS1, TNKS2",1.9083008351958168,180,AsPC1,CC(C)C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,CVCL_0152,CC(C)c1ccc(-c2cc(=O)c3ccccc3o2)cc1
1089,Oxaliplatin,DNA alkylating agent,1.92740471262436,180,AsPC1,C1CC[C@H]([C@@H](C1)N)N.C(=O)(C(=O)O)O.[Pt],CVCL_0152,N[C@@H]1CCCC[C@H]1N
1511,Epirubicin,Anthracycline,1.970561886443039,180,AsPC1,C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,CVCL_0152,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1
1917,AZD6738,ATR,1.972042162085781,180,AsPC1,C[C@@H]1COCCN1C2=NC(=NC(=C2)C3(CC3)[S@](=N)(=O)C)C4=C5C=CNC5=NC=C4,CVCL_0152,C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2ccnc3[nH]ccc23)n1
1237,EPZ004777,DOT1L,1.987413228961536,180,AsPC1,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)C[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC4=C(N=CN=C43)N)O)O,CVCL_0152,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@H](O)[C@@H]1O
1179,MK-1775,"WEE1, PLK1",2.000993256183679,180,AsPC1,CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,CVCL_0152,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1
