ID,Supplier,Supplier Ref,SMILES,CLNUMBER
IRB-0000001,ChemDiv,3909-8560,CCN(CC)C(=O)CN1C=Nc2sc(c(c2C1=O)C)C(=O)NCCCOC,CL1572
IRB-0000002,ChemDiv,6557-0199,Cc1nnc(c2c(n(c(c12)C)-c1nc(c(s1)C)-c1cccs1)C)C,CL2941
IRB-0000003,ChemDiv,3909-9330,CC1CCCCN1C(=O)CN1C=Nc2sc(c(c2C1=O)C)C(=O)O,CL0774
IRB-0000004,ChemDiv,6557-0202,COc1ccc(cc1)-c1nc(sc1C)-n1c(c2c(nnc(c2c1C)C)C)C,CL2941
IRB-0000005,ChemDiv,3910-0329,Cc1cc2ncn(c2cc1C)CC(O)COc1ccc(cc1)Cl,CL2894
IRB-0000006,ChemDiv,6560-0355,OCCCc1nc2ccccc2n1CCCOc1ccc(cc1)Cl,CL5561B
IRB-0000007,ChemDiv,3931-1998,Cc1ccc2nc3c(c(c2c1)Nc1ccccc1)CCC3,CL3010
IRB-0000008,ChemDiv,6577-0575,CC1=CC(=O)NC(=N1)SCC(=O)O,CL0015
IRB-0000009,ChemDiv,3948-0172,Cc1ccc(c(c1)OCCSc1nc2ccccc2[nH]1)C,CL1122
IRB-0000010,ChemDiv,6603-0052,CC(C)c1ccc(cc1OCCN1C(=O)C(=O)c2cc(ccc21)C)C,CL1270
IRB-0000011,ChemDiv,3952-0948,CC(=O)Oc1ccc(cc1)C1=Nc2ccc(cc2C(=O)O1)Cl,CL1080
IRB-0000012,ChemDiv,6603-0060,CC(C)c1ccc(cc1OCCCN1C(=O)C(=O)c2cc(ccc21)C)C,CL1270
IRB-0000013,ChemDiv,3966-1193,CCOC(=O)CSc1nc(c2c(c1C#N)CCCC2)N1CCOCC1,CL1966
IRB-0000014,ChemDiv,6612-0273,OC1CCN(CC1)c1cccc2c1C(=O)c1ccccc1C2=O,CL0699
IRB-0000015,ChemDiv,3970-0723,COC(=O)c1cccc(c1)N1C(=O)C2C3C=CC(C2C1=O)C3=C(c1ccccc1)c1ccccc1,CL2709
IRB-0000016,ChemDiv,6649-0762,Oc1ccc2c(c1)OC(=C(Oc1ccccc1Cl)C2=O)C(F)(F)F,CL0438
IRB-0000017,ChemDiv,5921-0104,CCCCCNc1nc(c2c(c1C#N)CC(C)(C)OC2)CCCC,CL1957
IRB-0000018,ChemDiv,6187-0592,CCOC(=O)C1=C(C)N=C2SC(CC)C(=O)N2C1c1ccc(cc1)SC,CL1457
IRB-0000019,ChemDiv,5930-0601,CC(C)CN1C(=O)c2ccc(cc2C1=O)C1=Nc2ccc(cc2C(=O)O1)OC(=O)C,CL1080
IRB-0000020,ChemDiv,6187-0600,CCC1SC2=NC(=C(C(N2C1=O)c1ccc(cc1)C(C)(C)C)C(=O)OC(C)C)C,CL1457
IRB-0000021,ChemDiv,5941-3330,CC(C)Cn1c(nnc1-c1ccncc1)SCc1ccc(cc1)C,CL1381
IRB-0000022,ChemDiv,6187-0672,CCC1SC2=NC(=C(C(N2C1=O)c1ccc(cc1)SC)C(=O)OCC(C)C)C,CL1457
IRB-0000023,ChemDiv,5948-0541,COC(=O)C1=C(N)OC2=C(C1c1ccc(cc1)Cl)C(=O)CC(C)(C)C2,CL2204
IRB-0000024,ChemDiv,6187-0678,CCC1SC2=NC(=C(C(N2C1=O)c1ccc(cc1)C(C)C)C(=O)OCCOC)C,CL1457
IRB-0000025,ChemDiv,5948-0628,COC(=O)C1=C(N)OC2=C(C1c1ccc(cc1)OC)C(=O)CC(C)(C)C2,CL2204
IRB-0000026,ChemDiv,6187-0688,CCC1SC2=NC(=C(C(N2C1=O)c1ccc(cc1)Br)C(=O)OCCOC)C,CL1457
IRB-0000027,ChemDiv,5948-0646,COC(=O)C1=C(N)OC2=C(C1c1cc(ccc1OC)Br)C(=O)CC(C)(C)C2,CL2204
IRB-0000028,ChemDiv,6187-1103,CCOc1ccc(cc1)-c1cc(c(c(n1)SCC)C#N)C(F)(F)F,CL1967
IRB-0000029,ChemDiv,5948-0654,COC(=O)C1=C(N)OC2=C(C1c1ccc(cc1)C)C(=O)CC(C)(C)C2,CL2204
IRB-0000030,ChemDiv,6187-1265,CCSc1nc(cc(c1C#N)C(F)(F)F)-c1ccc(cc1)F,CL1967
IRB-0000031,ChemDiv,5948-0705,CCc1ccc(cc1)C1C(=C(N)OC2=C1C(=O)CC(C)(C)C2)C(=O)OC,CL2204
IRB-0000032,ChemDiv,6187-2665,CCCCCOc1ccc(cc1)C1N2C(=O)C(C)SC2=NC(=C1C(=O)OCC)C,CL1457
IRB-0000033,ChemDiv,3970-0878,Cc1ccc(c(c1)C)N1C(=O)C2C3CC(C=C3)C2C1=O,CL2489
IRB-0000034,ChemDiv,6655-0406,COc1ccccc1OCCn1cc(c2ccccc12)C(=O)C1CC1,CL4748
IRB-0000035,ChemDiv,3976-0221,Cc1ccc(cc1)N1COc2ccc3cc(ccc3c2C1)Br,CL2850
IRB-0000036,ChemDiv,6655-0409,COc1ccc(cc1)OCCn1cc(c2ccccc12)C(=O)C1CC1,CL4748
IRB-0000037,ChemDiv,3977-1358,O=C1N(C(=O)c2cccc3cccc1c23)c1ccc2c3c(cccc13)CC2,CL0395
IRB-0000038,ChemDiv,6658-0003,Cc1ccc2n(c3c(c2c1)CCCC3)CC(O)CNCc1ccccc1,CL1206
IRB-0000039,ChemDiv,3993-1822,O=C(CSc1nnc2sc3ccccc3n12)c1ccc2ccccc2c1,CL2824
IRB-0000040,ChemDiv,6658-0028,Cc1ccc(cc1)NCC(O)Cn1c2c(c3cc(ccc13)C)CCCC2,CL1206
IRB-0000041,ChemDiv,3993-2044,Cc1ccc(cc1)CSc1ncnc2sc3c(c12)CCC3,CL1993
IRB-0000042,ChemDiv,6658-0048,CC1CCCCN1CC(O)Cn1c2c(c3cc(ccc13)C)CCCC2,CL1206
IRB-0000043,ChemDiv,3993-2906,O=C(CSc1ncnc2sc3c(c12)CCC3)Nc1sc2c(c1C#N)CCC2,CL1993
IRB-0000044,ChemDiv,6665-1181,OCCCc1nc2ccccc2n1CCCCOc1ccc(cc1)Cl,CL5561C
IRB-0000045,ChemDiv,3998-0003,CCOC1=CC(=CC(=O)c2c(oc(c21)C)C)c1ccc(cc1)OCC,CL1095
IRB-0000046,ChemDiv,6665-1195,OC(CC(=O)O)c1nc2ccccc2[nH]1,CL7367
IRB-0000047,ChemDiv,3998-0004,CCCOc1ccc(cc1)C1=CC(=O)c2c(oc(c2C(=C1)OCC)C)C,CL1095
IRB-0000048,ChemDiv,6691-0354,Cc1cc(n2c(nnc2n1)SC1CCCCC1NS(=O)(=O)c1ccccc1)C,CL2925
IRB-0000049,ChemDiv,5948-0706,COC(=O)C1=C(N)OC2=C(C1c1ccc(cc1)SC)C(=O)CC(C)(C)C2,CL2204
IRB-0000050,ChemDiv,6187-2678,CCOc1ccc(cc1)C1N2C(=O)C(C)SC2=NC(=C1C(=O)OCCOC)C,CL1457
IRB-0000051,ChemDiv,5959-0266,CCOC(=O)C1C(CC(=CC1=O)c1cccs1)c1ccco1,CL2865
IRB-0000052,ChemDiv,6187-2720,CCOc1ccc(cc1)C1N2C(=O)C(C)SC2=NC(=C1C(=O)OCC(C)C)C,CL1457
IRB-0000053,ChemDiv,5976-2368,COC(=O)COc1ccc2c(c1)OC=C(Oc1cc(cc(c1C)C)C)C2=O,CL0438
IRB-0000054,ChemDiv,6187-2741,CCOc1ccc(cc1)C1N2C(=O)C(CC)SC2=NC(=C1C(=O)OC(C)C)C,CL1457
IRB-0000055,ChemDiv,5983-0895,COC(=O)C1=C(N)OC2=C(C1c1ccc(cc1)C)C(=O)CCC2,CL0716
IRB-0000056,ChemDiv,6188-0224,COC(=O)CSc1nnc(c(n1)O)C,CL5280
IRB-0000057,ChemDiv,5983-0947,COC(=O)C1=C(N)OC2=C(C1c1ccc(cc1)SC)C(=O)CCC2,CL0716
IRB-0000058,ChemDiv,6233-0418,Cc1ccc(o1)-c1c2c(nc(c1C#N)N)CCCC2,CL1954
IRB-0000059,ChemDiv,5988-0030,CCOc1ccc2sc(nc2c1)NC(=O)NCCN1C(=O)C2C3CC(C=C3)C2C1=O,CL2215
IRB-0000060,ChemDiv,6233-1094,CC1CCc2nc(c(c(c2C1)-c1ccc(o1)C)C#N)N,CL1954
IRB-0000061,ChemDiv,5989-0636,Oc1ccc2n3c4c(c2c1)CCCC4NCC3,CL1498
IRB-0000062,ChemDiv,6247-0067,COCCN1C(C(=C(O)C1=O)C(=O)c1cc2ccccc2o1)c1cccc(c1)OC,CL1575
IRB-0000063,ChemDiv,5991-0034,COC(=O)C1=C(C)NC2=C(C1c1ccc(cc1)OC)C(=O)CC(C2)c1ccc(cc1)OC,CL1588
IRB-0000064,ChemDiv,6279-6042,CCSC1=NC2=C(C(C3=C(CCCC3=O)N2)c2ccc(cc2)Br)C(=O)N1,CL1109
IRB-0000065,ChemDiv,3998-0011,CCOC1=CC(=CC(=O)c2c(oc(c21)C)C)c1cc(c(c(c1)OC)OC)OC,CL1095
IRB-0000066,ChemDiv,6699-0002,Clc1ccc(cc1)C1N(C(=O)C2=C1C(=O)c1ccccc1O2)c1ccccn1,CL7562
IRB-0000067,ChemDiv,3998-0018,COC1=CC(=CC(=O)c2c(oc(c21)C)C)c1ccc(c(c1)OC)OC,CL1095
IRB-0000068,ChemDiv,6699-0003,Cc1ccc(cc1)C1N(C(=O)C2=C1C(=O)c1ccccc1O2)c1ccccn1,CL7562
IRB-0000069,ChemDiv,3998-0023,CCOc1cc(ccc1O)C1=CC(=O)c2c(oc(c2C(=C1)OC)C)C,CL1095
IRB-0000070,ChemDiv,6699-0043,CCOc1ccc(cc1OCC)C1N(C(=O)C2=C1C(=O)c1ccccc1O2)c1ccccn1,CL7562
IRB-0000071,ChemDiv,3999-6336,CC(C)OCCOC(=O)C1=C(C)NC(=O)NC1c1ccc2c(c1)OCO2,CL1819
IRB-0000072,ChemDiv,6699-0054,Cc1ccc(nc1)N1C(C2=C(Oc3ccccc3C2=O)C1=O)c1cccc(c1)Br,CL7562
IRB-0000073,ChemDiv,3999-6348,CCOc1cc(ccc1O)C1NC(=O)NC(=C1C(=O)OCCOC(C)C)C,CL1819
IRB-0000074,ChemDiv,6699-0056,Cc1ccc(nc1)N1C(C2=C(Oc3ccccc3C2=O)C1=O)c1ccc(cc1)F,CL7562
IRB-0000075,ChemDiv,4013-0013,OC(COc1ccc2c(c1)C(=O)c1ccccc1C2=O)CN1CCOCC1,CL0699
IRB-0000076,ChemDiv,6703-1526,CCOC(=O)c1nnn(c1CN1CCCC(C)C1)-c1nonc1N,CL1239
IRB-0000077,ChemDiv,4019-0004,Oc1ccccc1C1=Nc2ccccc2N=C(C1)c1ccc(cc1)Cl,CL1432
IRB-0000078,ChemDiv,6703-1562,CC(C)OC(=O)c1nnn(c1CN1CCOCC1)-c1nonc1N,CL1239
IRB-0000079,ChemDiv,4019-0007,Oc1ccccc1C1=Nc2ccccc2N=C(C1)c1ccc(cc1)Br,CL1432
IRB-0000080,ChemDiv,6706-0167,Brc1ccc2n(c3nc4ccccc4nc3c2c1)CCCN1C(=O)c2ccccc2C1=O,CL1133C
IRB-0000081,ChemDiv,5991-0113,COc1cc(ccc1OC(=O)C)C1Nc2cc(c(cc2NC2=C1C(=O)CC(C)(C)C2)C)C,CL2389
IRB-0000082,ChemDiv,6280-0730,CSc1nc2sc3c(c2c2nnc(n12)SC(C)C(=O)N1CCOCC1)CC(OC3)C(C)C,CL1987
IRB-0000083,ChemDiv,5991-0149,O=C1CC(CC2=C1C(Nc1ccccc1N2)c1ccc2ccccc2c1)c1ccccc1,CL2390
IRB-0000084,ChemDiv,6280-1202,CCCCCOC(=O)CSc1nc(c2c3c(sc2n1)COC(C)(C)C3)N,CL2296
IRB-0000085,ChemDiv,5991-0231,COc1cc(cc(c1OC)OC)C1C(=C(C)NC2=C1C(=O)CC(C)(C)C2)C(=O)OC1CCCCCC1,CL1832
IRB-0000086,ChemDiv,6290-0154,Cc1cc(nc(n1)SCC(=O)OCC(=O)N1c2ccccc2Sc2ccccc21)C,CL2436
IRB-0000087,ChemDiv,5991-0380,COc1ccccc1C1CC(=O)C2=C(C1)NC(=C(C2C1=COc2ccccc2C1=O)C(=O)OC(C)C)C,CL1588
IRB-0000088,ChemDiv,6295-0015,CN(CC(O)Cn1c2ccccc2c2ccccc12)S(=O)(=O)c1ccc(cc1)Br,CL1206
IRB-0000089,ChemDiv,5991-0626,CSc1ccc(cc1)C1Nc2ccccc2NC2=C1C(=O)CC(C2)c1ccc(cc1)C,CL2390
IRB-0000090,ChemDiv,6321-0036,CCc1ccc(cc1)[C@@H]1C[C@H](c2cccc(c2)Cl)n2ncnc2N1,CL0949
IRB-0000091,ChemDiv,5991-0747,Cc1ccc(cc1)C1CC(=O)C2=C(C1)Nc1ccccc1NC2c1ccc(cc1)Br,CL2390
IRB-0000092,ChemDiv,6321-0180,CCc1ccc(cc1)[C@@H]1C[C@H](c2ccc(cc2)CC)n2ncnc2N1,CL0949
IRB-0000093,ChemDiv,5991-0767,CCc1ccc(cc1)C1Nc2ccccc2NC2=C1C(=O)CC(C2)c1ccc(cc1)C,CL2390
IRB-0000094,ChemDiv,6321-0193,CCOc1ccc(cc1)[C@@H]1C[C@H](c2ccc(cc2)OCC)n2ncnc2N1,CL0949
IRB-0000095,ChemDiv,6000-0064,COC(=O)C1=C(C)N=C2SCCC(=O)N2C1c1ccc(c(c1)Cl)Cl,CL1522
IRB-0000096,ChemDiv,6321-0259,CCc1ccc(cc1)[C@@H]1C[C@H](c2ccc(cc2)C(C)C)n2ncnc2N1,CL0949
IRB-0000097,ChemDiv,4019-0056,COc1ccc(c(c1)C1=Nc2ccccc2N=C(C1)c1cccc(c1)Br)O,CL1432
IRB-0000098,ChemDiv,6718-0068,CC(C)(C)c1ccc2c(c1)CN(CO2)c1ccc(cc1)Cl,CL2850
IRB-0000099,ChemDiv,4033-0019,COc1ccc(cc1)C1Oc2ccccc2C2=C1C(c1ccccc1)n1ncnc1N2,CL2655
IRB-0000100,ChemDiv,6718-0069,CC(C)(C)c1ccc2c(c1)CN(CO2)c1ccc(cc1)F,CL2850
IRB-0000101,ChemDiv,4065-0089,COc1cc(cc(c1OC)OC)C1C2=C(CC(C)(C)CC2=O)NC2=C1C(=O)NC(=O)N2,CL1313
IRB-0000102,ChemDiv,6718-0093,CCOc1ccc2c(c1)CN(CO2)c1ccc(c(c1)Cl)C,CL2850
IRB-0000103,ChemDiv,4065-0152,C(Sc1nnc2sc3ccccc3n12)c1ccccc1,CL2824
IRB-0000104,ChemDiv,6725-3843,Cc1ccccc1-c1nnc2c3ccccc3c(nn12)-c1ccccc1,CL2896
IRB-0000105,ChemDiv,4065-0394,Cc1cc(n2c(nnc2n1)SCCc1ccccc1)C,CL2925
IRB-0000106,ChemDiv,6732-0158,CCCCNS(=O)(=O)c1ccc(cc1)S(=O)(=O)N1CCN(CCC#N)CC1,CL1185
IRB-0000107,ChemDiv,4065-0411,CCCCSc1nnc2sc3ccccc3n12,CL2824
IRB-0000108,ChemDiv,6732-0162,CN(C1CCCCC1)S(=O)(=O)c1ccc(cc1)S(=O)(=O)N1CCN(CCC#N)CC1,CL1185
IRB-0000109,ChemDiv,4065-0446,CC(C)CSc1nnc2sc3ccccc3n12,CL2824
IRB-0000110,ChemDiv,6732-0169,CC(C)CNS(=O)(=O)c1ccc(cc1)S(=O)(=O)N1CCN(CCC#N)CC1,CL1185
IRB-0000111,ChemDiv,4072-2778,C1CCc2sc3ncn4nc(nc4c3c2CC1)-c1ccccc1,CL1989
IRB-0000112,ChemDiv,6738-0005,CCN1C(=N)N(CC(O)COc2ccccc2OC)c2ccccc21,CL1276
IRB-0000113,ChemDiv,6000-0067,COc1ccc(cc1OC)C1N2C(=O)CCSC2=NC(=C1C(=O)OC(C)C)C,CL1522
IRB-0000114,ChemDiv,6321-0470,CCc1ccc(cc1)[C@@H]1C[C@H](c2ccc(cc2)CC)n2nc(nc2N1)N,CL0949
IRB-0000115,ChemDiv,6000-0074,COC(=O)C1=C(C)N=C2SCCC(=O)N2C1c1cccc(c1)Oc1ccccc1,CL1522
IRB-0000116,ChemDiv,6321-0483,CCOc1ccc(cc1)[C@@H]1C[C@H](c2ccc(cc2)OCC)n2nc(nc2N1)N,CL0949
IRB-0000117,ChemDiv,6000-0303,CCc1ccc(cc1)C1N2C(=O)CCSC2=NC(=C1C(=O)OCC(C)C)C,CL1522
IRB-0000118,ChemDiv,6321-0542,CC(C)c1ccc(cc1)[C@H]1C[C@H](Nc2nc(nn21)N)c1ccccc1Cl,CL0949
IRB-0000119,ChemDiv,6000-0350,CCCOc1ccc(cc1OCC)C1N2C(=O)CCSC2=NC(=C1C(=O)OC)C,CL1522
IRB-0000120,ChemDiv,6325-0262,C(c1ccccc1)n1c2ccccc2n2nc(nc12)-c1ccco1,CL1211
IRB-0000121,ChemDiv,6000-1466,CCC1SC2=NC(=C(C(N2C1=O)c1ccc(c(c1)OC)OC(=O)C)C(=O)OC)C,CL1457
IRB-0000122,ChemDiv,6325-0273,O=C(Cn1c2ccccc2n2nc(nc12)-c1ccccc1)c1ccccc1,CL1211
IRB-0000123,ChemDiv,6000-1919,OC(=O)CSc1nc(cc(c1C#N)C(F)(F)F)-c1ccc(cc1)F,CL1967
IRB-0000124,ChemDiv,6359-0280,CC(C)c1ccc(cc1)C1C2=C(CC(C)(C)CC2=O)Nc2nn(c(c21)O)-c1ccccc1,CL4744
IRB-0000125,ChemDiv,6000-2556,CCC1SC2=NC(=C(C(N2C1=O)c1ccc(cc1)SC)C(=O)OC)C,CL1457
IRB-0000126,ChemDiv,6364-0052,COc1cccc(c1O)C1Nc2cc(c(cc2NC2=C1C(=O)CC(C)(C)C2)C)C,CL2389
IRB-0000127,ChemDiv,6040-1912,CCC(CC)C(=O)Nc1nnc(s1)COC,CL2212
IRB-0000128,ChemDiv,6364-0065,COc1cc(cc(c1O)OC)C1Nc2cc(c(cc2NC2=C1C(=O)CC(C)(C)C2)C)C,CL2389
IRB-0000129,ChemDiv,4075-3632,CCNc1nc(nc(n1)Oc1ccc(nn1)O)NCC,CL2117
IRB-0000130,ChemDiv,6738-0014,CCCCCN1C(=N)N(CC(O)COc2ccccc2OC)c2ccccc21,CL1276
IRB-0000131,ChemDiv,4078-0290,COc1ccc(cc1)C1C=C(Nc2ncnn21)c1ccccc1,CL0760
IRB-0000132,ChemDiv,6738-0016,CCCCCN1C(=N)N(CC(O)COc2ccccc2)c2ccccc21,CL1276
IRB-0000133,ChemDiv,4099-6493,CC(C)OCCOC(=O)C1=C(C)NC(=O)NC1c1cccc(c1)O,CL1819
IRB-0000134,ChemDiv,6738-0019,CCCCCN1C(=N)N(CC(O)COc2ccc(cc2)OC)c2ccccc21,CL1276
IRB-0000135,ChemDiv,4099-6640,CCc1ccc(cc1)C1NC(=O)NC(=C1C(=O)OCCOC(C)C)C,CL1819
IRB-0000136,ChemDiv,6738-0044,COc1ccccc1OCC(O)CN1C(=N)N(Cc2ccccc2)c2ccccc21,CL1276
IRB-0000137,ChemDiv,4112-3115,Cc1ccc(c(c1)C)-n1c(c(c2nc3ccccc3nc12)C#N)N,CL3068
IRB-0000138,ChemDiv,6738-0053,COc1ccccc1OCC(O)CN1C(=N)N(CCN2CCOCC2)c2ccccc21,CL1276
IRB-0000139,ChemDiv,4112-3128,Cc1ccc(cc1C)-n1c(c(c2nc3ccccc3nc12)C#N)N,CL3068
IRB-0000140,ChemDiv,6738-0063,Cn1c(nc2ccccc12)NCc1cccc(c1)Br,CL3075
IRB-0000141,ChemDiv,4112-3793,Cc1nc(c2c3c(sc2n1)CCCC3)SCC(=O)OC(C)(C)C,CL1993
IRB-0000142,ChemDiv,6738-0074,CCc1ccc(cc1)CNc1nc2ccccc2n1CC,CL3075
IRB-0000143,ChemDiv,4120-0294,CSCCC(NC(=O)c1cncc(c1)O)C(=O)O,CL9555
IRB-0000144,ChemDiv,6738-0091,CCCn1c(nc2ccccc12)NCc1ccc(cc1)CC,CL3075
IRB-0000145,ChemDiv,6048-0222,NC(=O)c1c(sc2c1CCCC2)NC(=O)C1c2ccccc2Oc2ccccc21,CL1403
IRB-0000146,ChemDiv,6364-0071,COc1ccc(c(c1)C1Nc2cc(c(cc2NC2=C1C(=O)CC(C)(C)C2)C)C)OC,CL2389
IRB-0000147,ChemDiv,6049-1329,Cc1n[nH]c(c1N1C(=O)c2cccc3c(ccc(c23)C1=O)Br)C,CL0395
IRB-0000148,ChemDiv,6364-0078,Cc1cc2c(cc1C)NC1=C(C(N2)c2ccccc2O)C(=O)CC(C)(C)C1,CL2389
IRB-0000149,ChemDiv,6049-1452,CC1CCc2c(sc(c2C#N)NC(=O)C2=Cc3ccccc3C(=O)O2)C1,CL3032
IRB-0000150,ChemDiv,6364-0083,Cc1cc2c(cc1C)NC1=C(C(N2)c2ccc(cc2)O)C(=O)CC(C)(C)C1,CL2389
IRB-0000151,ChemDiv,6049-1711,COc1cc(cc2c1OCO2)CN1CCN(CC1)Cc1cccc(c1)Cl,CL1194
IRB-0000152,ChemDiv,6364-0084,CCCOc1ccc(cc1)C1Nc2cc(c(cc2NC2=C1C(=O)CC(C)(C)C2)C)C,CL2389
IRB-0000153,ChemDiv,6061-0021,CCc1ccc(cc1)N1Cc2ccccc2C1,CL3090
IRB-0000154,ChemDiv,6364-0090,CCN(CC)c1ccc(cc1)C1Nc2cc(c(cc2NC2=C1C(=O)CC(C)(C)C2)C)C,CL2389
IRB-0000155,ChemDiv,6061-0041,Cc1ccc(cc1Cl)N1Cc2ccccc2C1,CL3090
IRB-0000156,ChemDiv,6383-0904,CC(C)n1c(nc2ccccc12)NCc1ccc(cc1)Br,CL3075
IRB-0000157,ChemDiv,6085-0120,CCSc1nc(c2c(c1C#N)CC(C)(C)OC2)N1CCCC1,CL1966
IRB-0000158,ChemDiv,6391-0433,CCc1ccc(cc1)C1N(C(=O)C2=C1C(=O)c1ccccc1O2)c1nnc(s1)C(C)C,CL3430
IRB-0000159,ChemDiv,6085-0123,CCCCCSc1nc(c2c(c1C#N)CC(C)(C)OC2)N1CCCC1,CL1966
IRB-0000160,ChemDiv,6404-0069,Cc1cc(n2c(nnc2n1)SCCN1C(=O)c2ccccc2C1=O)C,CL2925
IRB-0000161,ChemDiv,4121-0056,COC(=O)CSC1=NC2=C(C(=O)N1)C(C)(Cc1ccccc12)C1CCCCC1,CL0017
IRB-0000162,ChemDiv,6738-0092,CCCn1c(nc2ccccc12)NCc1ccc(cc1)C(C)C,CL3075
IRB-0000163,ChemDiv,4127-0037,CCSC1=Nc2sc-3c(c2C(=O)N1CC)CCc1ccccc13,CL1614
IRB-0000164,ChemDiv,6738-0107,CCCCn1c(nc2ccccc12)NCc1ccc(cc1)CC,CL3075
IRB-0000165,ChemDiv,4130-5299,CCOC(=O)CNC(=O)Cn1cnc2c1C(=O)N(C)C(=O)N2C,CL0706
IRB-0000166,ChemDiv,6738-0140,CCN(CC)CCn1c(nc2ccccc12)NCc1cc(c(c(c1)OC)OC)OC,CL3084
IRB-0000167,ChemDiv,4130-5310,CCCN(CCC)C(=O)Cn1cnc2c1C(=O)N(C)C(=O)N2C,CL0706
IRB-0000168,ChemDiv,6738-0156,Brc1cccc(c1)CNc1nc2ccccc2n1CCN1CCCCC1,CL3084
IRB-0000169,ChemDiv,4130-5959,CC(C)CCNC(=O)Cn1cnc2c1C(=O)N(C)C(=O)N2C,CL0706
IRB-0000170,ChemDiv,6738-0165,Clc1ccc(cc1)CNc1nc2ccccc2n1CCN1CCOCC1,CL3084
IRB-0000171,ChemDiv,4149-0232,CSC1=Nc2sc3c(c2C(=O)N1c1ccccc1)CC(OC3)C(C)C,CL1615
IRB-0000172,ChemDiv,6738-0166,Brc1ccc(cc1)CNc1nc2ccccc2n1CCN1CCOCC1,CL3084
IRB-0000173,ChemDiv,4149-0233,CCSC1=Nc2sc3c(c2C(=O)N1c1ccccc1)CC(OC3)C(C)C,CL1615
IRB-0000174,ChemDiv,6738-0173,CC(C)c1ccc(cc1)CNc1nc2ccccc2n1CCN1CCOCC1,CL3084
IRB-0000175,ChemDiv,4149-0257,CC1(C)Cc2c(sc(c2C#N)NC(=O)c2ccc(cc2)N2C(=O)C3C4CC(C=C4)C3C2=O)CO1,CL2489
IRB-0000176,ChemDiv,6738-0181,COc1ccc(c(c1)CNc1nc2ccccc2n1CCN1CCOCC1)OC,CL3084
IRB-0000177,ChemDiv,6085-0126,CCCCSc1nc(c2c(c1C#N)CC(C)(C)OC2)N1CCCC1,CL1966
IRB-0000178,ChemDiv,6405-0016,CN1C(=C(OC(=O)c2ccccc2Br)c2ccccc2S1(=O)=O)C(=O)c1ccccc1,CL1461
IRB-0000179,ChemDiv,6085-0129,CC(C)COC(=O)CSc1nc(c2c(c1C#N)CC(C)(C)OC2)N1CCOCC1,CL1966
IRB-0000180,ChemDiv,6423-0640,CC(C)(C)SCCNC(=O)CN1C(=O)c2ccccc2S1(=O)=O,CL0370
IRB-0000181,ChemDiv,6131-0110,CC(CCc1ccccc1)Nc1nc(nc2c3cc4c(nc3sc12)CC(C)(C)OC4)C,CL1547
IRB-0000182,ChemDiv,6442-0085,CCNc1nc(nc(n1)N1CCOCC1)Oc1ccc(nn1)OCC(=O)OC,CL2117
IRB-0000183,ChemDiv,6134-4255,COc1cc(cc(c1OCC(=O)O)Br)C1C2=C(CCCC2=O)OC2=C1C(=O)CCC2,CL0715
IRB-0000184,ChemDiv,6445-0077,CCCn1c2ccc(cc2c2nc3ccccc3nc12)CC,CL0306
IRB-0000185,ChemDiv,6134-4264,COc1cc(cc(c1OCC(=O)O)Cl)C1C2=C(CCCC2=O)OC2=C1C(=O)CCC2,CL0715
IRB-0000186,ChemDiv,6445-0089,CC(C)n1c2ccc(cc2c2nc3ccccc3nc12)F,CL0306
IRB-0000187,ChemDiv,6134-4273,CCOc1cc(cc(c1OCC(=O)O)Br)C1C2=C(CCCC2=O)OC2=C1C(=O)CCC2,CL0715
IRB-0000188,ChemDiv,6455-0092,O=C(CCN1C(=O)C2C3CC(C=C3)C2C1=O)Nc1ccc2nccnc2c1,CL8247
IRB-0000189,ChemDiv,6141-0004,OC(=O)CCSc1nnc2sc3ccccc3n12,CL2824
IRB-0000190,ChemDiv,6456-0116,Cc1ccc(cc1)Nc1nc(nc(n1)CSc1nnc(s1)C)N,CL2120
IRB-0000191,ChemDiv,6143-0097,CC1(C)CC(=O)C2=C(C1)NC1=C(C2c2ccccc2)C(=O)NC(=O)N1Cc1ccccc1,CL1313
IRB-0000192,ChemDiv,6456-0557,Oc1c2c(nn1-c1ccccc1)NC1=C(C2c2ccc(cc2)F)C(=O)CCC1,CL4744
IRB-0000193,ChemDiv,4149-0341,CCCCN(CC)c1ncnc2c1sc1nc(c3c(c12)CC(C)(C)OC3)N1CCOCC1,CL1546
IRB-0000194,ChemDiv,6738-0184,COc1cc(cc(c1OC)OC)CNc1nc2ccccc2n1CCN1CCOCC1,CL3084
IRB-0000195,ChemDiv,4149-0348,CCCN(CCC)c1ncnc2c1sc1nc(c3c(c12)CC(C)(C)OC3)N1CCOCC1,CL1546
IRB-0000196,ChemDiv,6743-0005,O=S(=O)(CCSc1ccccn1)c1nc2ccccc2s1,CL2241
IRB-0000197,ChemDiv,4159-0111,CCCCN1C(=Nc2sc3c(c2C1=O)CCCC3)SCC,CL1617
IRB-0000198,ChemDiv,6770-0012,Cc1cc(n2c(nnc2n1)SCC(=O)O)C,CL2925
IRB-0000199,ChemDiv,4159-0157,CCCCN1C(=Nc2sc3c(c2C1=O)CCC3)SCCC,CL1618
