ID,Supplier,Supplier Ref,SMILES,CLNUMBER
IRB-0043661,ChemDiv,G243-0878,Cc1ccc(cc1)CNS(=O)(=O)c1c(n(c(c1C(=O)N1CCOCC1)C)C)C,CL6014
IRB-0043662,ChemDiv,G205-0955,CCOc1ccccc1CNC(=O)C1=CN=C2SC(=NN2C1=O)N1CCCC1,CL6481
IRB-0043663,ChemDiv,G243-0950,Cc1c(c(c(n1C)C)S(=O)(=O)NCc1ccc(cc1)F)C(=O)N1CCOCC1,CL6014
IRB-0043664,ChemDiv,G205-1092,Clc1ccc(cc1)CNC(=O)C1=CN=C2SC(=NN2C1=O)N1CCCCCC1,CL6481
IRB-0043665,ChemDiv,G243-0975,CCOc1ccccc1NS(=O)(=O)c1c(n(c(c1C(=O)N1CCOCC1)C)C)C,CL6014
IRB-0043666,ChemDiv,G071-0449,COc1ccccc1NC(=O)CSc1ncc2c(n1)-c1ccccc1N(C)S2(=O)=O,CL5414
IRB-0043667,ChemDiv,G298-0226,Fc1cccc(c1)N1C=Cn2c(nnc2C1=O)CCC(=O)NCc1ccc(cc1)Cl,CL5032
IRB-0043668,ChemDiv,G071-0522,CCN1c2ccccc2-c2nc(ncc2S1(=O)=O)SCC(=O)Nc1ccc(cc1)C,CL5414
IRB-0043669,ChemDiv,G298-0229,COc1ccc(cc1)CNC(=O)CCc1nnc2n1C=CN(C2=O)c1cccc(c1)F,CL5032
IRB-0043670,ChemDiv,G071-0544,CCN1c2ccccc2-c2nc(ncc2S1(=O)=O)SCC(=O)Nc1cc(ccc1C)C,CL5414
IRB-0043671,ChemDiv,G298-0245,Cc1ccc(cc1)CNC(=O)CCc1nnc2n1C=CN(C2=O)c1cccc(c1)F,CL5032
IRB-0043672,ChemDiv,G071-0579,CCN1c2ccccc2-c2nc(ncc2S1(=O)=O)SCC(=O)NCCc1ccccc1,CL5414
IRB-0043673,ChemDiv,G298-0282,Cc1ccc(cc1)NC(=O)CCc1nnc2n1C=CN(C2=O)c1ccc(c(c1)C)C,CL5032
IRB-0043674,ChemDiv,G071-0667,CN1c2ccc(cc2-c2nc(ncc2S1(=O)=O)SCC(=O)Nc1ccccc1)Cl,CL5414
IRB-0043675,ChemDiv,G071-0698,CCc1ccc(cc1)NC(=O)CSc1ncc2c(n1)-c1cc(ccc1N(C)S2(=O)=O)Cl,CL5414
IRB-0043676,ChemDiv,G298-0399,COc1ccc(cc1)N1C=Cn2c(nnc2C1=O)CCC(=O)NCc1ccco1,CL5032
IRB-0043677,ChemDiv,G071-0727,CN1c2ccc(cc2-c2nc(ncc2S1(=O)=O)SCC(=O)Nc1ccc(cc1)C(=O)C)Cl,CL5414
IRB-0043678,ChemDiv,G298-0412,COc1ccc(cc1)N1C=Cn2c(nnc2C1=O)CCC(=O)NCc1cccnc1,CL5032
IRB-0043679,ChemDiv,G071-0742,CN1c2cc(ccc2-c2nc(ncc2S1(=O)=O)SCC(=O)Nc1ccc(cc1)C)Cl,CL5414
IRB-0043680,ChemDiv,G298-0416,COc1ccc(cc1)N1C=Cn2c(nnc2C1=O)CCC(=O)NCCc1ccccc1,CL5032
IRB-0043681,ChemDiv,G205-1101,COc1ccc(cc1OC)CCNC(=O)C1=CN=C2SC(=NN2C1=O)N1CCCCCC1,CL6481
IRB-0043682,ChemDiv,G243-1003,Cc1ccc(cc1)NS(=O)(=O)c1c(n(c(c1C(=O)N1CCOCC1)C)C)C,CL6014
IRB-0043683,ChemDiv,G205-1114,Cc1ccc(cc1)CNC(=O)C1=CN=C2SC(=NN2C1=O)N1CCCCCC1,CL6481
IRB-0043684,ChemDiv,G243-1038,Cc1c(c(c(n1C)C)S(=O)(=O)Nc1ccccc1)C(=O)N1CCOCC1,CL6014
IRB-0043685,ChemDiv,G205-1148,COc1ccccc1CNC(=O)C1=CN=C2SC(=NN2C1=O)N1CCCCCC1,CL6481
IRB-0043686,ChemDiv,G243-1617,CC(=O)c1ccc(cc1)NS(=O)(=O)c1c(n(c(c1C(=O)N1CCCCCC1)C)C)C,CL6014
IRB-0043687,ChemDiv,G205-1151,Fc1ccc(cc1)CNC(=O)C1=CN=C2SC(=NN2C1=O)N1CCCCCC1,CL6481
IRB-0043688,ChemDiv,G243-1667,CCc1ccc(cc1)NS(=O)(=O)c1c(n(c(c1C(=O)N1CCCCCC1)C)C)C,CL6014
IRB-0043689,ChemDiv,G205-1212,CCN1CCN(CCNC(=O)C2=CN=C3SC(=NN3C2=O)N2CCCCCC2)CC1,CL6481
IRB-0043690,ChemDiv,G243-1673,Cc1c(c(c(n1C)C)S(=O)(=O)Nc1ccc(cc1)F)C(=O)N1CCCCCC1,CL6014
IRB-0043691,ChemDiv,G205-1214,CCOc1ccccc1CNC(=O)C1=CN=C2SC(=NN2C1=O)N1CCCCCC1,CL6481
IRB-0043692,ChemDiv,G243-1680,COc1ccc(cc1)CNS(=O)(=O)c1c(n(c(c1C(=O)N1CCCCCC1)C)C)C,CL6014
IRB-0043693,ChemDiv,G205-1256,CCc1ccc(cc1)CNC(=O)C1=CN=C2SC(=NN2C1=O)N1CCCCCC1,CL6481
IRB-0043694,ChemDiv,G243-1684,Cc1ccc(cc1)CNS(=O)(=O)c1c(n(c(c1C(=O)N1CCCCCC1)C)C)C,CL6014
IRB-0043695,ChemDiv,G205-2252,CC1CCCN(C1)C1=NN2C(=O)C(=CN=C2S1)C(=O)NCc1ccccc1,CL6481
IRB-0043696,ChemDiv,G243-1738,Cc1cc(cc(c1)NS(=O)(=O)c1c(n(c(c1C(=O)N1CCCCCC1)C)C)C)C,CL6014
IRB-0043697,ChemDiv,G071-0885,CN1c2ccc(cc2-c2nc(ncc2S1(=O)=O)SCC(=O)Nc1cccc(c1)C)C,CL5414
IRB-0043698,ChemDiv,G298-0423,COc1ccc(cc1)N1C=Cn2c(nnc2C1=O)CCC(=O)NCc1ccccc1OC,CL5032
IRB-0043699,ChemDiv,G071-0886,CN1c2ccc(cc2-c2nc(ncc2S1(=O)=O)SCC(=O)Nc1ccc(cc1)C)C,CL5414
IRB-0043700,ChemDiv,G298-0427,COc1ccc(cc1)CNC(=O)CCc1nnc2n1C=CN(C2=O)c1ccc(cc1)OC,CL5032
IRB-0043701,ChemDiv,G071-0889,COc1ccc(cc1)NC(=O)CSc1ncc2c(n1)-c1cc(ccc1N(C)S2(=O)=O)C,CL5414
IRB-0043702,ChemDiv,G298-0441,COc1ccc(cc1)N1C=Cn2c(nnc2C1=O)CCC(=O)NCc1cccs1,CL5032
IRB-0043703,ChemDiv,G071-0891,CN1c2ccc(cc2-c2nc(ncc2S1(=O)=O)SCC(=O)Nc1cccc(c1)Cl)C,CL5414
IRB-0043704,ChemDiv,G298-0443,COc1ccc(cc1)N1C=Cn2c(nnc2C1=O)CCC(=O)NCc1ccc(cc1)C,CL5032
IRB-0043705,ChemDiv,G071-0892,CN1c2ccc(cc2-c2nc(ncc2S1(=O)=O)SCC(=O)Nc1ccc(cc1)Cl)C,CL5414
IRB-0043706,ChemDiv,G298-0457,COc1ccc(cc1)N1C=Cn2c(nnc2C1=O)CCC(=O)NCc1cccc(c1)OC,CL5032
IRB-0043707,ChemDiv,G071-0893,CN1c2ccc(cc2-c2nc(ncc2S1(=O)=O)SCC(=O)Nc1ccccc1F)C,CL5414
IRB-0043708,ChemDiv,G305-0579,COc1ccc(cc1)N1CCN(CC1)C(=O)CN1C(=O)Oc2cc(ccc21)Cl,CL1061
IRB-0043709,ChemDiv,G071-0895,CN1c2ccc(cc2-c2nc(ncc2S1(=O)=O)SCC(=O)Nc1ccc(cc1)F)C,CL5414
IRB-0043710,ChemDiv,G305-1216,O=C1Nc2ccc(cc2O1)S(=O)(=O)N1CCCC(C1)C(=O)NCCC1=CCCCC1,CL3275B
IRB-0043711,ChemDiv,G071-0911,CN1c2ccc(cc2-c2nc(ncc2S1(=O)=O)SCC(=O)Nc1ccc(c(c1)Cl)C)C,CL5414
IRB-0043712,ChemDiv,G305-2154,CC(C)c1ccc(cc1)NC(=O)CCNS(=O)(=O)c1ccc2c(c1)OC(=O)N2,CL3288
IRB-0043713,ChemDiv,G205-2260,CC1CCCN(C1)C1=NN2C(=O)C(=CN=C2S1)C(=O)NCc1ccc(cc1)Cl,CL6481
IRB-0043714,ChemDiv,G243-1756,Cc1c(c(c(n1C)C)S(=O)(=O)NCc1ccc(cc1)F)C(=O)N1CCCCCC1,CL6014
IRB-0043715,ChemDiv,G205-2288,COc1ccc(cc1)CNC(=O)C1=CN=C2SC(=NN2C1=O)N1CCCC(C)C1,CL6481
IRB-0043716,ChemDiv,G243-1781,CCOc1ccccc1NS(=O)(=O)c1c(n(c(c1C(=O)N1CCCCCC1)C)C)C,CL6014
IRB-0043717,ChemDiv,G205-2291,CC1CCCN(C1)C1=NN2C(=O)C(=CN=C2S1)C(=O)NCc1ccc(cc1)C,CL6481
IRB-0043718,ChemDiv,G243-1809,Cc1ccc(cc1)NS(=O)(=O)c1c(n(c(c1C(=O)N1CCCCCC1)C)C)C,CL6014
IRB-0043719,ChemDiv,G205-2329,CC1CCCN(C1)C1=NN2C(=O)C(=CN=C2S1)C(=O)NCc1cccc(c1)C,CL6481
IRB-0043720,ChemDiv,G243-1844,Cc1c(c(c(n1C)C)S(=O)(=O)Nc1ccccc1)C(=O)N1CCCCCC1,CL6014
IRB-0043721,ChemDiv,G205-2333,CC1CCCN(C1)C1=NN2C(=O)C(=CN=C2S1)C(=O)NCCc1ccc(cc1)C,CL6481
IRB-0043722,ChemDiv,G243-1906,CN(C)c1ccc(cc1)CNS(=O)(=O)c1c(n(c(c1C(=O)N1CCCCCC1)C)C)C,CL6014
IRB-0043723,ChemDiv,G205-2351,COc1ccccc1CNC(=O)C1=CN=C2SC(=NN2C1=O)N1CCCC(C)C1,CL6481
IRB-0043724,ChemDiv,G261-0471,COc1ccc(cc1)CNS(=O)(=O)c1cc2[nH]c3c(c2cc1C)C(=O)CCC3,CL6006
IRB-0043725,ChemDiv,G205-2355,CC1CCCN(C1)C1=NN2C(=O)C(=CN=C2S1)C(=O)NCc1ccc(cc1)F,CL6481
IRB-0043726,ChemDiv,G261-0473,COc1cccc(c1)N1CCN(CC1)S(=O)(=O)c1cc2[nH]c3c(c2cc1C)C(=O)CCC3,CL6006
IRB-0043727,ChemDiv,G205-2470,CCOc1ccc(cc1)CNC(=O)C1=CN=C2SC(=NN2C1=O)N1CCCC(C)C1,CL6481
IRB-0043728,ChemDiv,G261-0479,Cc1cc2c3c([nH]c2cc1S(=O)(=O)N1CCN(CC1)c1ccccc1)CCCC3=O,CL6006
IRB-0043729,ChemDiv,G071-0916,CCOc1ccc(cc1)NC(=O)CSc1ncc2c(n1)-c1cc(ccc1N(C)S2(=O)=O)C,CL5414
IRB-0043730,ChemDiv,G307-0033,Clc1ccc(cc1)CNC(=O)Cn1cnc(c1)S(=O)(=O)N1CCCCC1,CL4503A
IRB-0043731,ChemDiv,G071-0925,CCc1ccc(cc1)NC(=O)CSc1ncc2c(n1)-c1cc(ccc1N(C)S2(=O)=O)C,CL5414
IRB-0043732,ChemDiv,G307-0035,Cc1cc(ccc1NC(=O)Cn1cnc(c1)S(=O)(=O)N1CCCCC1)Cl,CL4503A
IRB-0043733,ChemDiv,G071-0939,CN1c2ccc(cc2-c2nc(ncc2S1(=O)=O)SCC(=O)NCc1ccc(cc1)Cl)C,CL5414
IRB-0043734,ChemDiv,G307-0055,CCc1ccc(cc1)NC(=O)Cn1cnc(c1)S(=O)(=O)N1CCCCC1,CL4503A
IRB-0043735,ChemDiv,G071-0965,CN1c2ccc(cc2-c2nc(ncc2S1(=O)=O)SCC(=O)NCCc1ccc(cc1)Cl)C,CL5414
IRB-0043736,ChemDiv,G307-0061,Fc1ccc(cc1)NC(=O)Cn1cnc(c1)S(=O)(=O)N1CCCCC1,CL4503A
IRB-0043737,ChemDiv,G072-1041,CCCC(=O)Nc1ccccc1SCC1=CC(=O)N2N=C(C)SC2=N1,CL3447
IRB-0043738,ChemDiv,G307-0063,O=C(Cn1cnc(c1)S(=O)(=O)N1CCCCC1)N1CCCCCC1,CL4503A
IRB-0043739,ChemDiv,G072-1125,CCCC(=O)Nc1ccccc1SCC1=CC(=O)N2N=C(CC)SC2=N1,CL3447
IRB-0043740,ChemDiv,G307-0068,COc1ccc(cc1)CNC(=O)Cn1cnc(c1)S(=O)(=O)N1CCCCC1,CL4503A
IRB-0043741,ChemDiv,G072-1775,CCCC1=NN2C(=O)C=C(CSc3ccc(cc3)C)N=C2S1,CL3447
IRB-0043742,ChemDiv,G307-0095,Cc1ccc(c(c1)NC(=O)Cn1cnc(c1)S(=O)(=O)N1CCCCC1)C,CL4503A
IRB-0043743,ChemDiv,G307-0099,Cc1ccc(c(c1)C)NC(=O)Cn1cnc(c1)S(=O)(=O)N1CCCCC1,CL4503A
IRB-0043744,ChemDiv,G205-2491,CC(C)Oc1ccc(cc1)CNC(=O)C1=CN=C2SC(=NN2C1=O)N1CCCC(C)C1,CL6481
IRB-0043745,ChemDiv,G261-0485,Cc1cc2c3c([nH]c2cc1S(=O)(=O)N1CCN(CC1)c1cccc(c1)Cl)CCCC3=O,CL6006
IRB-0043746,ChemDiv,G205-2511,CCc1ccc(cc1)CNC(=O)C1=CN=C2SC(=NN2C1=O)N1CCCC(C)C1,CL6481
IRB-0043747,ChemDiv,G261-0494,Cc1ccccc1NS(=O)(=O)c1cc2[nH]c3c(c2cc1C)C(=O)CCC3,CL6006
IRB-0043748,ChemDiv,G206-0093,COc1cccc(c1)CNC(=O)CN1C(=O)C(=C(c2ccc(c(c2)C)C)S1(=O)=O)C,CL3784
IRB-0043749,ChemDiv,G261-0585,Cc1cc2c3c([nH]c2cc1S(=O)(=O)N1CCN(CC1)c1ccccc1F)CCCC3=O,CL6006
IRB-0043750,ChemDiv,G206-0280,COc1ccc(cc1)C1=C(C)C(=O)N(CC(=O)NCc2cccc(c2)Cl)S1(=O)=O,CL3784
IRB-0043751,ChemDiv,G261-0616,Cc1cc2c3c([nH]c2cc1S(=O)(=O)NCc1ccccc1)CCCC3=O,CL6006
IRB-0043752,ChemDiv,G206-0342,COc1ccc(cc1)C1=C(C)C(=O)N(CC(=O)Nc2ccc(c(c2)Cl)C)S1(=O)=O,CL3784
IRB-0043753,ChemDiv,G261-0626,COc1ccccc1NS(=O)(=O)c1cc2[nH]c3c(c2cc1C)C(=O)CCC3,CL6006
IRB-0043754,ChemDiv,G206-0357,COc1ccc(cc1)C1=C(C)C(=O)N(CC(=O)Nc2ccc(c(c2)C)C)S1(=O)=O,CL3784
IRB-0043755,ChemDiv,G261-1285,CCc1cc2c3c([nH]c2cc1S(=O)(=O)N1CCN(CC1)c1ccccc1)CCCC3=O,CL6006
IRB-0043756,ChemDiv,G261-1341,CCc1cc2c3c([nH]c2cc1S(=O)(=O)Nc1ccc(cc1)C#N)CCCC3=O,CL6006
IRB-0043757,ChemDiv,G206-2523,COc1ccc(cc1)C1=C(C)C(=O)N(Cc2ccc(cc2)C(=O)NC2CCCC2)S1(=O)=O,CL3784A
IRB-0043758,ChemDiv,G261-1350,CCc1cc2c3c([nH]c2cc1S(=O)(=O)Nc1ccc2c(c1)OCO2)CCCC3=O,CL6006
IRB-0043759,ChemDiv,G114-0047,COc1ccc(cc1OC)CCNC(=O)CCS(=O)(=O)c1cc2c3c(c1)CCC(=O)N3CC2,CL5805
IRB-0043760,ChemDiv,G307-0107,Cc1ccc(c(c1)Br)NC(=O)Cn1cnc(c1)S(=O)(=O)N1CCCCC1,CL4503A
IRB-0043761,ChemDiv,G114-0497,CCN(C(=O)CN1C(=O)CSc2ccc(cc21)S(=O)(=O)N(C)C)c1cccc(c1)C,CL1771
IRB-0043762,ChemDiv,G307-0186,Cc1cc(ccc1NC(=O)Cn1cnc(c1)S(=O)(=O)N1CCCCC1)F,CL4503A
IRB-0043763,ChemDiv,G119-0055,Cc1[nH]c2ccc(cc2c1C)C(=O)NCc1ccco1,CL3105
IRB-0043764,ChemDiv,G307-0474,CC1CCN(CC1)S(=O)(=O)c1cn(cn1)CC(=O)NCc1ccc(cc1)C,CL4503A
IRB-0043765,ChemDiv,G141-0238,COC(=O)C1=CN(CC(=O)Nc2ccc(cc2F)F)c2nc(ccc2C1=O)C,CL6342
IRB-0043766,ChemDiv,G307-0501,CC1CCN(CC1)S(=O)(=O)c1cn(cn1)CC(=O)Nc1ccc(cc1C)C,CL4503A
IRB-0043767,ChemDiv,G189-2021,CCOC(=O)c1cc(on1)-c1ccc(c(c1)S(=O)(=O)Nc1ccc(c(c1)OC)OC)OC,CL6496
IRB-0043768,ChemDiv,G307-0617,CC1CCN(CC1)S(=O)(=O)c1cn(cn1)CC(=O)N1CCCCC1,CL4503A
IRB-0043769,ChemDiv,G194-0334,COc1ccc(cc1)CNC1=NC=CN(C1=O)c1ccc(c(c1)OC)OC,CL4044
IRB-0043770,ChemDiv,G307-1633,COc1cccc(c1)NC(=O)Cn1cnc(c1)S(=O)(=O)N1CCOCC1,CL4503A
IRB-0043771,ChemDiv,G194-0539,CCOc1ccc(cc1OCC)CCNC1=NC=CN(C1=O)c1ccccc1OC,CL4044
IRB-0043772,ChemDiv,G307-1638,Clc1cccc(c1)NC(=O)Cn1cnc(c1)S(=O)(=O)N1CCOCC1,CL4503A
IRB-0043773,ChemDiv,G194-0552,CCOc1ccc(cc1)N1C=CN=C(NCc2ccc(cc2)OC)C1=O,CL4044
IRB-0043774,ChemDiv,G307-1668,Fc1cccc(c1)NC(=O)Cn1cnc(c1)S(=O)(=O)N1CCOCC1,CL4503A
IRB-0043775,ChemDiv,G206-3668,CC1=C(c2ccc(cc2)F)S(=O)(=O)N(Cc2ccc(cc2)C(=O)NC2CCCC2)C1=O,CL3784A
IRB-0043776,ChemDiv,G207-0089,CC1=C(c2ccc(c(c2)C)C)S(=O)(=O)N=C1N1CCC(CC1)C(=O)NCc1cccs1,CL4189B
IRB-0043777,ChemDiv,G262-0017,COc1ccc2nc(sc2c1)NC(=O)CC(C)n1cccn1,CL6273
IRB-0043778,ChemDiv,G207-0125,CC1=C(c2ccc(c(c2)C)C)S(=O)(=O)N=C1N1CCC(CC1)C(=O)NCCc1cccs1,CL4189B
IRB-0043779,ChemDiv,G265-0411,CC(C)(C)c1ccc(cc1)C(=O)OCC1=CC(=O)N2C=CSC2=N1,CL6660
IRB-0043780,ChemDiv,G207-1580,CCN(CC)CCCNC(=O)C1CCN(CC1)C1=NS(=O)(=O)C(=C1CC)c1ccc(cc1)C,CL4189B
IRB-0043781,ChemDiv,G265-1034,CCOCCC1=NN2C(=O)C=C(COC(=O)c3ccc(c(c3)OC)OC)N=C2S1,CL6659
IRB-0043782,ChemDiv,G211-0056,CCN(CC)CCCNC(=O)c1c2c(nc3ccccc13)C(=O)N(C2)C1CCCCC1,CL6036
IRB-0043783,ChemDiv,G266-0572,COc1cccc(c1)CNC(=O)Nc1cc2c(cc1N1CCOCC1)N(C)C(=O)N2C,CL5453A
IRB-0043784,ChemDiv,G211-0182,CCCCN(C)CCNC(=O)c1c2c(nc3ccccc13)C(=O)N(C2)C1CCCCC1,CL6036
IRB-0043785,ChemDiv,G266-0832,CCOC(=O)C1CCN(CC1)c1cc2c(cc1NC(=O)c1ccccc1)N(C)C(=O)C(=O)N2C,CL6459
IRB-0043786,ChemDiv,G211-0201,COc1ccc(cc1)NC(=O)c1c2c(nc3ccccc13)C(=O)N(C2)C1CCCCC1,CL6036
IRB-0043787,ChemDiv,G211-0297,Cc1ccc(cc1)NC(=O)c1c2c(nc3ccccc13)C(=O)N(C2)C1CCCCC1,CL6036
IRB-0043788,ChemDiv,G267-0716,Cc1nn(c(c1CCC(=O)Nc1cccc(c1)F)C)-c1ccc(nn1)N1CCCC1,CL5966
IRB-0043789,ChemDiv,G195-0025,Cc1ccc(cc1)NC(=O)CSC1=NC=CN(C1=O)c1ccccc1,CL6339
IRB-0043790,ChemDiv,G307-1734,Cc1cc(cc(c1)NC(=O)Cn1cnc(c1)S(=O)(=O)N1CCOCC1)C,CL4503A
IRB-0043791,ChemDiv,G195-0150,CCc1ccc(cc1)NC(=O)CSC1=NC=CN(C1=O)c1ccc(cc1)C,CL6339
IRB-0043792,ChemDiv,G307-1830,Cc1cccc(c1)NC(=O)Cn1cnc(c1)S(=O)(=O)N1CCOCC1,CL4503A
IRB-0043793,ChemDiv,G195-0163,CC(C)c1ccc(cc1)NC(=O)CSC1=NC=CN(C1=O)c1ccc(cc1)C,CL6339
IRB-0043794,ChemDiv,G307-2036,COc1ccc(cc1)NC(=O)Cn1cnc(c1)S(=O)(=O)N1CCCCCC1,CL4503A
IRB-0043795,ChemDiv,G195-0164,COc1ccc(cc1)NC(=O)CSC1=NC=CN(C1=O)c1ccc(cc1)C,CL6339
IRB-0043796,ChemDiv,G307-2082,Cc1ccc(cc1)CNC(=O)Cn1cnc(c1)S(=O)(=O)N1CCCCCC1,CL4503A
IRB-0043797,ChemDiv,G195-0174,Cc1ccc(cc1)N1C=CN=C(SCC(=O)Nc2ccc(cc2C)C)C1=O,CL6339
IRB-0043798,ChemDiv,G307-2819,CC(=O)c1ccc(cc1)NC(=O)Cn1cnc(c1)S(=O)(=O)N1CCc2ccccc21,CL4503A
IRB-0043799,ChemDiv,G195-0175,Cc1ccc(cc1)N1C=CN=C(SCC(=O)Nc2ccc(cc2F)F)C1=O,CL6339
IRB-0043800,ChemDiv,G307-2827,FC(F)(F)c1cccc(c1)NC(=O)Cn1cnc(c1)S(=O)(=O)N1CCc2ccccc21,CL4503A
IRB-0043801,ChemDiv,G195-0179,Cc1ccc(cc1)N1C=CN=C(SCC(=O)Nc2ccc(cc2)Br)C1=O,CL6339
IRB-0043802,ChemDiv,G307-2840,COc1ccc(cc1)NC(=O)Cn1cnc(c1)S(=O)(=O)N1CCc2ccccc21,CL4503A
IRB-0043803,ChemDiv,G195-0186,Cc1ccc(cc1)N1C=CN=C(SCC(=O)Nc2ccc(cc2)Cl)C1=O,CL6339
IRB-0043804,ChemDiv,G307-2845,Clc1ccc(cc1)NC(=O)Cn1cnc(c1)S(=O)(=O)N1CCc2ccccc21,CL4503A
IRB-0043805,ChemDiv,G213-0088,CC(C)c1ccc(cc1)NC(=O)c1noc-2c1CCc1sccc12,CL5846
IRB-0043806,ChemDiv,G267-0771,Cc1nn(c(c1CCC(=O)Nc1ccc(cc1)OC(F)(F)F)C)-c1ccc(nn1)N1CCCC1,CL5966
IRB-0043807,ChemDiv,G213-0184,CCc1ccc(cc1)CNC(=O)c1noc-2c1CCc1sccc12,CL5846
IRB-0043808,ChemDiv,G267-0779,Cc1cccc(c1)NC(=O)CCc1c(nn(c1C)-c1ccc(nn1)N1CCCC1)C,CL5966
IRB-0043809,ChemDiv,G213-0328,O=C(NCc1ccccc1)c1noc-2c1CCc1sccc12,CL5846
IRB-0043810,ChemDiv,G267-0792,Cc1nn(c(c1CCC(=O)Nc1cccc(c1)Br)C)-c1ccc(nn1)N1CCCC1,CL5966
IRB-0043811,ChemDiv,G213-0336,Cc1ccc(cc1)NC(=O)c1noc-2c1CCc1sccc12,CL5846
IRB-0043812,ChemDiv,G267-0840,COc1cccc(c1)NC(=O)CCc1c(nn(c1C)-c1ccc(nn1)N1CCCCC1)C,CL5966
IRB-0043813,ChemDiv,G213-0382,Cc1ccc(c(c1)CN1CCC(CC1)CNC(=O)c1noc-2c1CCc1sccc12)C,CL5846
IRB-0043814,ChemDiv,G267-0841,COc1ccc(cc1)NC(=O)CCc1c(nn(c1C)-c1ccc(nn1)N1CCCCC1)C,CL5966
IRB-0043815,ChemDiv,G219-0424,Cc1cc(nc2n(nc(c12)C)-c1cccc(c1C)Cl)OCC(=O)NC1CCCCC1,CL6687
IRB-0043816,ChemDiv,G221-0789,CN1C(=O)C(=O)N(C)c2cc(c(cc21)C)NS(=O)(=O)c1ccc(cc1)C1CCCCC1,CL6611
IRB-0043817,ChemDiv,G267-0843,Cc1nn(c(c1CCC(=O)NC1CCCC1)C)-c1ccc(nn1)N1CCCCC1,CL5966
IRB-0043818,ChemDiv,G225-0222,COC(=O)c1scc(c1S(=O)(=O)N1CCC(C)CC1)-c1ccccc1,CL5666
IRB-0043819,ChemDiv,G267-0847,COc1cc(cc(c1)OC)NC(=O)CCc1c(nn(c1C)-c1ccc(nn1)N1CCCCC1)C,CL5966
IRB-0043820,ChemDiv,G307-2860,COc1cc(cc(c1)OC)NC(=O)Cn1cnc(c1)S(=O)(=O)N1CCc2ccccc21,CL4503A
IRB-0043821,ChemDiv,G419-0151,CCOc1ccc(cc1)NC(=O)CN1C=Cn2nc(cc2C1=O)-c1ccc(cc1)C,CL6913
IRB-0043822,ChemDiv,G307-2889,CCOc1ccc(cc1)NC(=O)Cn1cnc(c1)S(=O)(=O)N1CCc2ccccc21,CL4503A
IRB-0043823,ChemDiv,G419-0169,CC(C)c1ccc(cc1)NC(=O)CN1C=Cn2nc(cc2C1=O)-c1ccc(cc1)C,CL6913
IRB-0043824,ChemDiv,G307-2946,O=C(Cn1cnc(c1)S(=O)(=O)N1CCc2ccccc21)Nc1ccc(cc1)C#N,CL4503A
IRB-0043825,ChemDiv,G419-0229,COc1ccc(cc1)-c1cc2n(n1)C=CN(CC(=O)Nc1ccccc1)C2=O,CL6913
IRB-0043826,ChemDiv,G307-2960,CC(C)c1ccc(cc1)NC(=O)Cn1cnc(c1)S(=O)(=O)N1CCc2ccccc21,CL4503A
IRB-0043827,ChemDiv,G419-0231,COc1ccc(cc1)-c1cc2n(n1)C=CN(CC(=O)Nc1cccc(c1)C)C2=O,CL6913
IRB-0043828,ChemDiv,G419-0232,COc1ccc(cc1)-c1cc2n(n1)C=CN(CC(=O)Nc1ccc(cc1)C)C2=O,CL6913
IRB-0043829,ChemDiv,G313-0179,Cc1ccc2c(n1)N(CC(=O)NC1CCCCC1)C=C(C2=O)S(=O)(=O)c1ccc(cc1)Cl,CL6702
IRB-0043830,ChemDiv,G419-0238,COc1ccc(cc1)-c1cc2n(n1)C=CN(CC(=O)Nc1ccc(cc1)F)C2=O,CL6913
IRB-0043831,ChemDiv,G313-0180,Cc1ccc2c(n1)N(CC(=O)NC1CCCC1)C=C(C2=O)S(=O)(=O)c1ccc(cc1)Cl,CL6702
IRB-0043832,ChemDiv,G419-0241,COc1ccc(cc1)NC(=O)CN1C=Cn2nc(cc2C1=O)-c1ccc(cc1)OC,CL6913
IRB-0043833,ChemDiv,G313-0523,CCc1ccc(cc1)S(=O)(=O)C1=CN(CC(=O)Nc2cccc(c2)C)c2nc(ccc2C1=O)C,CL6702
IRB-0043834,ChemDiv,G419-0250,COc1ccc(cc1)-c1cc2n(n1)C=CN(CC(=O)Nc1ccc(c(c1)C)C)C2=O,CL6913
IRB-0043835,ChemDiv,G354-0047,COc1ccc(cc1)CNC(=O)CC(c1cccs1)n1cccc1,CL3518
IRB-0043836,ChemDiv,G395-1423,CCC(C)NC(=O)CCc1nnc2ccc(nn12)NCc1ccc(cc1)Cl,CL3567
IRB-0043837,ChemDiv,G354-0100,O=C(CC(c1cccs1)n1cccc1)Nc1ccc2c(c1)OCCO2,CL3518
IRB-0043838,ChemDiv,G396-1354,COc1ccc(cc1OC)CCNCc1c(n(c(c1C(=O)O)C)Cc1ccccc1)C,CL3825
IRB-0043839,ChemDiv,G396-2228,Cc1ccc(cc1)-n1c(c(c(c1C)C(=O)O)CNCc1ccccc1)C,CL3825A
IRB-0043840,ChemDiv,G354-1281,Cc1ccc(cc1)C(CC(=O)N1CCN(CC1)C(=O)c1ccco1)n1cccc1,CL3518
IRB-0043841,ChemDiv,G397-0768,CC(C)CCNC(=O)C1CCN(CC1)c1nnc(s1)N1CCCC1=O,CL4580
