,P31946,P62258,P63104,Q12888,P10398,Q13085,P68363,P37023,P55265,Q13131,P04083,P20073,P10275,P08243,Q13315,P15056,Q92934,Q16611,Q92560,Q07812,P10415,Q07817,Q14457,P60709,P55957,P51587,P05412,P10721,P08581,P01106,P55210,Q14790,Q03135,P11836,P16284,P17301,P06493,O96017,Q13490,O95471,P12109,P14635,P24385,P24864,O96020,O95661,Q99497,Q92997,P12830,P13639,O00418,P06730,Q04637,P07992,P28482,P14921,P49327,P02751,Q08050,P15407,P11413,Q9UQC2,P04406,P23771,P49841,P04626,P21860,Q02297,P0DMV8,P18065,O15327,P35568,O60674,P45983,P45984,P13010,P06239,Q00987,O15151,Q9UJM3,P49959,P43246,P52701,P42345,P35749,P35579,P19022,P01111,Q92597,P19838,P35240,P46531,P22223,P38936,P04637,Q13501,P05121,P09874,P49023,P12004,Q53EL6,P42336,P27986,P17252,Q05655,P05771,P21796,P06401,Q96B36,Q06830,Q8TCU6,P60484,P57735,Q92878,Q06609,Q8N122,P06400,Q96T37,Q6R327,O00767,Q9BYW2,Q07955,P29353,Q06124,Q9NR28,Q15797,P84022,Q13485,O95863,P40763,P42229,P16949,P43405,Q9GZV5,P02786,Q9NQ88,P21980,Q92574,Q15361,P15498,P35968,P40337,P17861,P18887
ACH-000380,0.137186,0.472471,0.65407,-0.684704,0.079621,-0.544803,-0.273954,0.07184,0.507009,0.798082,-1.185126,0.650689,0.366576,0.759528,1.525324,0.322575,-0.085244,0.334301,0.162703,0.340151,3.184529,-0.095719,0.441552,-1.795662,0.002362,0.036037,-0.292502,0.066665,0.280863,1.210995,1.234849,0.096121,-2.043063,0.231095,0.379042,-0.530708,-0.116322,1.148104,0.041006,-0.146378,-0.035159,-1.276827,0.010833,0.23068,0.16423,0.135044,1.082117,-0.429566,-0.3636,-0.198178,0.351434,0.369031,0.68972,0.181504,-0.608668,0.442949,-1.180629,-0.820512,-0.330651,-0.56519,-0.184943,-0.217817,0.055143,-0.061527,-0.277042,-0.850626,-0.021992,0.103633,0.813759,-0.221754,-0.560754,0.341651,0.391549,-0.090297,-0.462984,0.444057,0.050464,-0.924623,0.237307,0.208824,0.273331,0.361965,0.435529,0.01985,-0.961343,-2.151417,-0.21282,0.127196,-0.393534,-0.022515,-0.408461,0.068043,0.799437,-0.131024,0.593479,-1.308912,-0.740302,0.934082,-1.057376,-0.143377,2.378512,-0.038159,0.447624,-0.553646,-0.092338,-0.896065,0.282967,0.34053,-0.300229,-0.263085,0.299989,-0.151007,0.439912,0.019477,0.017619,-0.05916,-0.575358,0.823384,0.107133,-0.105218,0.203263,0.083475,-0.170004,-0.252685,0.80699,0.566305,0.091388,0.191977,0.089074,0.094264,2.338693,0.342293,-0.61019,-0.37101,-1.032042,-0.211572,-0.399212,0.233495,-0.12524,4.509594,-1.317912,0.348356,0.137838,0.133359
ACH-000571,0.017167,-0.07826,0.06823,0.564076,-0.311031,1.025285,0.527628,0.052803,-0.3199,0.409897,0.813349,-0.357349,1.69763,2.01301,0.093332,0.008099,0.520919,-0.082285,0.046564,-0.125133,-0.045349,-0.400145,-0.05224,-0.471716,-0.168831,0.080957,0.231201,1.203367,-0.006091,-0.21092,-0.651636,-0.091409,3.355293,-0.030185,0.016061,-0.042896,-0.268151,-0.109874,0.223712,-0.481445,0.276093,-0.06947,-0.424708,-0.432122,-0.147534,-0.034894,0.132674,0.508663,-1.438895,0.105157,0.300452,-0.032161,0.537102,-0.343663,-0.056134,-0.036585,0.365472,-0.075778,-0.135976,0.085339,1.278746,-1.097727,0.526545,-0.132234,0.33394,-0.176982,-0.061732,1.555863,-0.096437,0.842719,-0.005695,1.373437,-0.146551,0.418327,0.176817,0.465415,-0.366168,-0.059429,-0.197527,0.997978,-0.066802,0.267842,0.087165,0.018082,-0.324149,0.484323,-0.126887,-0.064175,1.602667,1.334986,0.186458,-0.267571,-0.734925,-1.090436,1.326087,0.632815,-0.42104,-0.023676,0.576485,0.190075,-0.537286,-0.004271,-0.074354,1.197524,0.281256,0.160773,-0.42449,0.045167,0.812097,0.143518,0.007805,0.771489,-0.603538,-0.415525,-0.33531,0.042947,0.186241,-1.310337,0.144009,0.050327,-0.175075,-0.234264,-0.251913,0.628048,-0.637894,-0.047466,-0.118787,-0.054569,0.517558,0.057361,-0.844185,0.062435,-1.868267,0.205371,-0.048272,-0.253563,-0.460912,0.230939,-0.265803,-0.15355,0.725321,-2.364763,-0.229545,-0.068592
ACH-000002,0.398974,-0.120825,0.184347,-1.648989,-0.046426,0.160611,-0.839401,0.430099,-0.540359,0.555122,-0.580091,0.245786,0.078851,0.261666,-0.46086,0.672321,-0.532607,-0.002425,-1.089983,0.587797,2.016907,-0.153876,0.22778,0.21937,0.276717,-0.073173,-0.319714,1.284019,0.231936,-0.070625,0.337198,0.201466,-3.108929,0.065088,0.47209,-0.763099,-0.28409,1.13017,0.124537,-0.044101,0.326601,0.151109,-0.046827,0.855786,0.091445,0.043095,1.080493,-0.459743,-0.279656,0.524808,-1.972972,1.385437,-3.8932,0.294856,0.588644,-0.135301,0.019268,-0.688681,-1.491794,-0.920189,0.602953,-1.570709,0.959052,-0.410796,-0.023069,-1.358492,-0.588439,-0.171852,-0.123812,-0.317748,-0.043676,-0.429045,0.039427,0.022175,-0.107807,-0.80569,1.058203,-1.147625,-0.371087,-0.221823,0.189331,0.443409,0.542544,-0.447532,0.546288,-0.036323,-0.304369,0.26057,0.192785,-2.20643,0.138436,-0.426166,-0.530277,1.130186,-0.359467,-1.446961,-0.613962,0.158642,-2.579968,1.101433,1.759183,-0.236152,1.112155,0.430728,0.344739,0.986437,0.482811,0.004325,-0.575364,-0.120363,1.736537,0.757986,-0.666126,0.225901,0.732725,0.026456,0.6818,-0.36947,-0.387775,-0.102155,0.240469,0.248794,-0.677957,-0.700902,0.495699,0.238886,-0.216763,0.172092,0.013477,-0.187124,-0.735477,0.870211,3.956646,-0.285659,0.928026,-0.281758,-0.509268,0.281634,-0.360772,3.934522,-2.575327,-1.595943,0.815626,0.194141
ACH-000863,-0.033266,0.228946,-0.280108,-0.1785,0.051439,0.222693,-0.490112,0.259547,-0.235106,-0.684537,0.845134,-0.24304,0.755726,0.039141,0.047931,-0.266808,0.077566,-0.067732,-0.182558,0.357897,-0.073048,0.031242,0.093212,1.394656,-0.070641,0.069504,0.053807,0.218097,0.000344,-0.624935,-0.623508,-0.039543,3.886814,-0.069178,0.017325,0.684804,0.074886,-0.483877,0.286348,0.089898,-0.134371,-0.342517,-0.183003,0.582062,-0.126595,0.607044,0.151305,0.577376,-1.046084,-0.117527,-0.01986,-0.034565,0.385757,-0.299004,0.064732,-0.26591,-0.598866,1.482213,-0.053224,0.557847,0.921526,0.072323,-0.87149,0.408364,0.147907,0.162262,-0.14155,0.347407,-0.122538,1.94295,-0.137971,1.168911,0.6549,-0.355365,0.007868,-0.535392,-0.508887,-0.221773,-0.326929,1.38546,-0.004749,-0.223888,-0.812681,0.136501,-0.032467,0.686593,0.535494,-0.034614,0.088665,-0.122584,1.225609,0.531303,-0.486676,0.614956,-0.300053,0.796918,3.132837,-0.203735,1.022122,-0.254035,-0.002486,0.124184,0.469443,0.20805,-0.006631,0.01811,-2.455674,-0.055622,0.065981,-0.356489,0.353212,-2.47414,-0.223594,-0.530976,-0.383019,-0.134356,1.010319,-0.760525,-0.009568,-0.256807,0.050402,0.244512,-0.325358,-0.098597,0.47049,-0.172785,-0.052338,-0.175728,-0.118363,0.183725,-0.025215,-0.282013,-1.207808,0.600612,-0.555678,0.03675,2.496744,-0.023912,-0.253754,0.168153,0.569333,-0.913177,-0.218577,-0.127098
ACH-000542,0.266078,-0.149683,0.349219,-1.482667,-0.413701,-1.623445,-0.968191,-0.332266,-0.258553,-0.230558,1.368917,0.127887,-0.32003,0.639482,1.146318,-0.463296,0.038206,0.136544,-0.047257,1.138698,-0.283255,0.639066,0.100315,-1.10925,0.028964,0.235351,1.508869,0.074002,-0.070186,-0.289384,-0.570116,0.26103,2.775253,0.305172,-0.269468,0.798658,0.748226,-0.387586,0.231161,-0.553825,-0.165834,-0.661849,0.647529,-0.259291,0.383202,-0.104634,-0.472232,0.132301,-1.535958,0.543423,-0.737882,-0.088996,0.617721,0.15656,0.518217,1.0775,-1.309816,1.622603,-0.453063,2.288757,-0.348391,0.782003,1.387324,-0.19461,-0.217761,0.086664,-0.100487,-0.159689,-0.202288,-0.428527,-0.147047,0.089137,0.64754,1.223095,0.107049,0.601199,-0.177474,1.256589,-0.026538,0.020342,-0.156681,-0.295252,0.162308,-0.22574,-0.167414,0.71895,0.564827,-0.355291,-0.2294,1.809818,-1.743547,-0.105725,-0.322353,0.891468,-0.473479,0.23722,3.569389,-0.268545,1.078834,-0.052222,0.873628,0.238746,0.323808,1.75235,0.668822,0.518851,0.94014,-0.167372,-0.343831,0.682517,1.219597,0.852736,-0.500024,0.071123,-0.526869,-0.07235,0.167425,0.0,-0.123455,-0.287369,-0.132693,0.062927,-0.430473,-0.30557,0.174142,0.099006,0.074771,-0.229848,-0.232034,-0.493417,1.098425,-0.26489,-2.29304,0.161277,-0.501711,0.659836,4.459823,0.194061,0.475126,-0.411676,0.780661,-2.114762,0.364639,-0.309149
ACH-000311,0.204331,0.131999,0.859265,-2.682307,-0.002234,-0.364047,-1.221607,-0.370601,-0.769708,-0.50264,1.366677,0.884101,0.157656,-0.174739,-3.320173,-0.8365,0.163125,-0.579409,-1.454339,1.021102,-0.399516,0.316176,0.143012,0.878087,-0.016497,0.196269,-0.376304,0.311578,0.016151,-0.383276,0.552685,0.301658,0.191331,-0.317207,-0.658752,1.404633,0.275283,-0.275612,-0.243716,5.394229,0.066277,0.829022,0.311737,0.356256,-0.518229,-0.411763,1.095438,-0.814842,2.352196,1.539979,0.647337,0.897355,-2.155654,0.159809,0.379371,0.468883,0.553173,-1.175316,-0.989755,0.578645,3.526844,0.373825,0.875642,0.638975,-0.205347,2.124039,0.588499,-0.034434,0.143304,1.273301,0.758881,-0.001048,-1.265236,0.343093,0.520863,-0.517324,0.815622,0.192612,-0.098015,0.097035,-0.433215,-0.422073,-0.119678,-1.473077,-0.306998,0.348821,-0.076461,-0.330169,-0.857587,1.331924,-0.693034,-0.009406,0.548865,0.529846,-0.479901,0.712706,0.746105,-0.553446,0.44838,1.200081,-0.936301,-0.471909,-0.188022,-0.051832,0.073751,-0.274177,-0.124616,0.321256,0.510163,1.241823,-0.178393,0.049478,0.244932,-0.974081,0.110683,-0.735552,-0.711592,-1.882347,-0.280522,0.496594,-0.222775,-0.615892,0.483819,0.395529,0.771829,-0.457917,-0.025924,-0.370305,-0.25255,0.178594,-0.233484,0.015868,1.262715,0.346268,0.001778,1.549738,1.662429,-0.528429,0.910449,-0.132665,-0.200621,0.790304,-0.479675,-0.596793
ACH-000881,-0.072392,0.036098,-0.153348,-0.646235,-0.109197,-0.579673,0.098312,0.161107,-0.227641,-0.467974,0.0,-0.294298,0.079865,0.058207,0.369353,-0.116417,0.103725,-0.044228,0.099641,0.083249,0.782257,-0.194054,0.048871,0.282145,-0.196472,0.197388,0.230385,-0.066293,-0.069241,-0.062347,-0.329062,-0.071246,0.868365,0.049347,0.209678,-0.53785,-0.053149,0.090925,0.196338,-0.698775,-0.311801,1.509402,-0.208826,0.408124,0.774899,-0.006915,-0.291954,-0.054188,-1.503788,-0.085407,-0.056129,-0.311018,0.409106,0.103398,0.369049,0.087844,-0.223051,1.304756,0.634755,2.286631,-0.25719,0.755086,0.709952,-0.40958,-0.03358,-0.106956,1.096437,1.13726,0.055747,0.042509,0.001671,0.402279,-0.021504,-0.146066,0.145825,0.343338,-0.387951,-0.026381,0.065778,-0.130431,0.040453,-0.183004,-0.265662,-0.261488,-0.236994,0.417787,0.025154,-0.025737,0.36257,1.050633,0.514761,0.346544,-0.528128,0.941723,-0.361576,0.946046,-0.462302,-0.027683,0.178114,0.145249,-0.093618,0.056221,0.783032,0.619605,0.190021,0.0935,0.489083,0.076039,0.087574,-0.18499,0.611401,0.302013,-0.359335,-0.056123,0.570626,-0.244201,1.608267,-0.004703,0.085867,0.097852,0.046852,0.014985,-0.179041,-0.248413,0.030384,0.013836,-0.128007,0.183615,0.40483,-0.165803,-0.941896,-0.228951,-1.671963,0.561631,0.258206,-0.090815,-0.423612,-0.157471,0.197238,-0.099519,-0.224317,-2.182037,0.41318,0.087844
ACH-000651,-0.165893,0.003455,-0.338352,-0.022439,-0.264792,0.643302,-0.756595,-0.232438,-0.563675,0.660737,-1.340219,-0.113285,-0.003792,1.458391,0.851686,0.40451,-0.15298,0.114582,0.20762,0.12515,-0.486701,0.250908,-0.092716,-0.270951,-0.053177,-0.161105,0.459454,-0.16329,-0.057784,0.881314,-0.271286,-0.324745,-0.782638,-0.031603,-0.148946,-0.434301,0.214607,-0.259268,0.132435,-0.65905,-0.825504,1.379278,-0.479605,-0.740322,0.046498,-0.124336,0.282713,0.280914,1.23697,0.319938,0.078237,-0.307084,0.561723,-0.071709,-0.135005,-0.291205,0.754058,-1.142196,0.716587,0.712482,-0.269428,0.706386,0.848792,-0.254564,-0.078507,-0.810513,0.486743,-0.327171,-0.002883,-0.740781,-0.129781,-0.205066,-0.133424,-0.381039,-0.711368,0.797262,1.739416,-0.213733,-0.102011,0.235823,-0.054913,0.728415,0.440594,0.628594,0.256569,0.020848,-0.75161,-0.095369,-0.408456,0.601569,-0.41827,0.804303,-0.770738,-0.938587,1.811133,-0.447596,0.891712,0.046727,-0.28466,1.314541,0.297528,0.231241,0.364017,1.206331,-0.010476,0.933992,-0.93729,0.0377,-0.172336,-0.234983,-0.013752,0.883954,-0.601119,-0.692237,0.547628,0.617741,0.680339,-0.609543,0.341945,-0.165998,-0.058507,0.257282,-0.134344,0.605685,-0.289624,0.986308,0.171684,0.061727,0.144693,-0.349683,-0.486693,0.35036,4.628913,-0.555918,0.007265,0.147639,-0.375726,0.406379,-0.235091,0.814367,-0.517331,-1.486698,0.062373,-0.242283
ACH-000971,0.174725,-0.080959,-0.114487,0.468578,-0.518178,-0.062378,-0.386057,-0.418624,-0.159758,0.252703,-0.231572,-0.602189,-0.414172,-1.163142,0.197394,-0.385124,0.20367,-0.039707,0.017017,-0.391274,-0.484571,0.363876,-0.133904,0.773017,0.121144,0.358848,-0.262815,0.708469,-0.051585,-0.43311,-0.028424,-0.287518,1.196006,0.17626,-0.349661,0.021279,-0.338811,-0.352029,-0.375106,0.360425,0.11175,0.156674,0.375864,0.476933,-0.135188,-0.083214,-0.203383,0.511451,0.706998,0.250889,-1.330995,-0.161384,-0.154861,0.209434,2.079563,0.465353,0.083974,3.032095,-0.947507,0.383974,-0.040034,0.306279,-1.382355,0.801769,-0.475242,0.329405,-0.284561,0.160426,-0.055764,2.026372,-0.244287,0.569024,0.016481,-0.118952,1.030263,-0.250313,-0.10777,0.489893,0.0,-0.076174,-0.13665,0.324346,0.735626,0.303382,0.168808,0.967815,0.661047,-0.296971,-0.339122,-0.111775,1.067042,0.407728,-0.130219,1.723801,0.314793,-0.505099,1.201695,-0.071405,0.634283,-0.391654,0.587566,0.044439,0.314399,0.142172,-0.138317,0.899118,1.072493,0.033709,-0.327099,-0.490646,-0.09971,0.045243,-0.742386,0.725077,-0.197244,0.371066,-0.678057,0.057513,0.227517,0.648822,-0.229913,0.169641,-0.447821,-0.226031,0.102664,-0.218289,0.228929,-0.275984,0.096372,-0.151331,-0.112364,-0.281128,-2.285512,0.106331,0.511492,-0.277743,0.603936,-0.009558,0.453765,-0.171132,1.413416,1.915632,0.246137,-0.003745
ACH-000171,0.197965,-0.1156,-0.120349,1.015986,-0.368346,1.14879,0.011859,-0.021165,0.060696,0.255064,-0.602697,0.135134,1.077457,-0.045156,0.504986,-0.17545,0.238456,0.040397,-1.707226,-0.218115,1.78864,0.59543,-0.259114,0.619306,0.187836,0.109343,-0.264744,0.188452,0.334129,0.067052,-0.431456,0.541993,2.733053,0.220949,-0.366753,-0.638179,-0.212123,0.540176,-0.175331,0.160159,-0.111785,-0.64003,0.416266,-0.30344,-0.187878,0.006685,-0.775945,0.144508,-1.162797,0.64686,0.10151,-0.389169,-0.349446,0.256666,0.595653,0.692249,-0.525859,3.447306,0.250012,-0.198671,0.724138,-0.02705,0.864628,-0.591144,-0.367484,0.264172,-0.314655,0.969906,0.034441,0.228846,-0.302124,-0.240178,-0.153454,0.645262,0.485795,0.762422,0.058971,0.472472,0.221862,0.041962,-0.146941,-0.136667,0.395177,-0.037274,-0.057872,1.49112,0.944362,-0.184766,-0.643465,-0.137488,2.027092,-0.629884,0.116246,0.130955,-0.758169,0.952651,1.411666,-0.037655,-0.199464,-0.190844,-0.44606,-0.525271,-0.36486,1.182343,0.213687,-0.107449,1.223572,-0.223982,-0.352328,0.190808,-0.616784,0.41895,-0.641071,0.842433,-0.308628,-0.015128,-0.323579,0.57311,-0.117723,-0.224647,0.286027,0.002554,0.64884,0.417981,0.286657,0.063564,0.333594,-0.12323,-0.220139,0.082559,-0.944618,-0.539965,-2.288523,0.367278,0.456398,-0.274246,0.343086,-0.186261,0.941217,-0.433468,0.356365,0.569642,-0.004182,0.115352
ACH-000979,-0.019966,-0.096679,0.084287,-0.401462,-0.183988,0.717047,-0.026757,0.018885,0.13864,-0.082167,0.373184,0.274071,-0.203198,1.687907,-0.087814,0.078055,-0.099883,-0.028503,-0.09592,-1.371292,-0.492323,0.00404,-0.04339,0.112122,0.012863,0.273906,0.005666,0.079725,-0.121135,0.13163,-0.504773,0.020849,1.454499,-0.124981,-0.194344,1.278687,-0.147168,-0.061476,0.488808,1.082447,-0.411567,0.621308,-0.0673,0.433337,0.085444,-0.028735,0.076716,0.197966,2.927119,0.252857,-0.062803,0.096926,0.604939,-0.101018,-0.296745,-0.177432,0.108016,-0.810225,0.048215,0.561431,1.984238,0.063628,-1.00308,-0.549969,-0.089291,0.253016,0.322799,-0.095832,-0.174525,-0.198233,-0.223573,-0.051266,0.023888,-0.103033,0.18442,-0.020882,0.279385,0.06,-0.063848,0.806399,-0.118934,-0.181437,-0.618231,0.213028,0.137046,0.815976,-0.426392,-0.074787,-0.628973,-0.053651,0.313608,-0.335896,1.260189,0.153603,1.048914,2.232878,-0.546254,-0.051591,0.711934,-0.34063,0.52923,-0.019693,-0.123414,0.116094,-0.165024,0.182745,-0.826372,-0.044426,-0.197989,0.185805,-0.058683,0.196403,-0.47174,-0.313035,-0.106025,0.147568,-1.469584,-0.527968,0.185337,-0.08484,0.429448,-0.190158,0.082808,-0.379889,-0.124862,-0.040136,-0.124984,-0.065876,-0.025284,0.396603,0.770058,-0.107656,-0.594335,0.428284,0.082805,-0.052168,2.125161,0.077933,0.296401,-0.08291,1.41609,0.11222,0.029854,-0.170419
ACH-000763,-0.103658,0.161117,-0.577289,-1.373045,-0.414481,-0.627151,-0.471238,-0.003617,0.609092,-0.465253,-1.841299,-0.022356,-0.156289,0.382659,0.037143,0.782594,0.058523,0.000827,0.033176,0.33766,1.761476,0.035775,0.028567,-0.639946,-0.045699,-0.447043,-0.151054,-0.164525,0.05363,0.59485,0.315628,1.053223,-2.993796,-0.107559,0.060329,-0.723558,-0.467016,0.516048,0.077708,-0.651836,0.238346,0.835215,-0.225173,0.604947,-0.641019,-0.067713,0.212743,-0.352838,-1.274272,0.837562,0.077494,0.438102,0.491583,-0.242016,-0.222486,-0.178534,0.444615,-1.085718,0.214621,-0.356057,-0.852594,0.295148,-0.174624,-0.590282,0.385716,-2.113998,-0.747649,-0.118725,-0.097488,-0.790691,0.076222,0.099073,0.249525,-0.440242,-0.070875,0.467126,0.20519,0.709629,1.07833,0.004584,0.119589,0.663623,0.509768,-0.02101,-0.119562,0.288046,-0.360696,-0.065056,1.301437,0.424371,0.138415,-0.166798,-0.769719,0.303664,-0.364511,0.597157,-0.839984,0.803808,-1.863579,0.573987,1.140951,0.274217,0.049318,-0.050685,-0.251846,-0.623608,-0.043327,-0.026595,0.428,-0.088747,-0.561158,0.858046,-0.186813,0.157293,0.329453,0.090864,-0.026849,0.133165,-0.060515,-0.126202,-0.026014,0.149058,-0.128753,-0.656514,-1.225602,0.54049,0.045178,-0.082293,-0.133101,-0.675888,-0.215258,0.294715,3.467401,-0.381971,-0.692153,-0.338442,-0.406075,-0.130156,-0.116097,6.978659,-3.197644,-1.988064,0.072118,0.276616
ACH-000685,0.059308,-0.1959,-0.054205,0.07914,0.073438,0.892074,-0.138069,0.282575,0.14289,-1.014097,0.984592,-0.027203,0.864594,0.882126,-0.204076,-0.412703,-0.101386,0.070469,0.067595,-0.431651,0.175515,-0.334588,0.02655,-0.820595,-0.074076,-0.084668,-0.257037,0.246432,-0.065337,-0.358157,0.140603,0.109522,0.68911,-0.061702,0.15681,0.923508,-0.461021,0.018082,0.442815,2.588348,-0.375032,-0.514092,-0.157936,-0.002182,-0.292877,0.026173,0.147086,0.758728,3.050801,-0.254006,0.611914,-0.070473,0.479148,-0.051134,-0.258498,-0.46969,0.224494,-0.359296,-0.031446,-0.476415,-0.322357,-0.005037,-0.789694,0.021071,0.109892,0.251016,-0.045949,0.887255,0.166522,0.600284,-0.033963,0.605067,-0.180209,0.239226,0.021061,0.224331,-0.030819,-0.465483,-0.090797,-0.271927,0.017263,0.543147,0.342663,0.370474,-0.087486,-1.100246,-0.475396,0.065026,1.02646,-0.006096,-0.350771,0.425663,1.354969,0.21973,-0.414945,0.379302,-0.420353,0.000778,0.216922,-0.012289,0.909627,0.211298,-0.126371,-0.477913,-0.218164,0.009995,-2.209864,0.021541,-0.223896,0.14835,0.105395,0.431417,-0.088179,-0.077779,-0.012929,0.190097,0.04756,-0.386796,-0.163657,-0.014883,0.082105,0.065513,0.456316,-0.016374,-0.164155,0.041395,-0.278395,-0.089131,-0.073472,0.49616,0.52602,-0.091674,1.867654,-0.078676,-0.535614,-0.399509,-0.296047,0.360468,-0.26869,0.081594,0.025019,5.096517,-0.15255,-0.548782
ACH-001190,0.516344,0.295431,0.379041,-0.878915,-0.242884,-0.435086,0.493627,0.010455,-0.637551,0.428387,-0.219943,0.116909,-0.319729,-2.182793,0.145885,-0.404825,-0.129801,-0.156739,-0.338032,0.327028,1.276327,0.423521,0.272719,-0.907292,0.080535,-0.0104,-0.527873,0.003656,-0.212752,-0.500484,1.16031,0.357239,-3.244125,0.175829,-0.415207,0.247853,0.753888,-0.398044,0.077931,-0.465238,0.061469,0.451736,0.082279,0.149557,0.173785,-0.147486,0.6484,-0.167729,-0.45235,1.529405,0.929857,0.326966,-0.244738,0.205097,0.197802,0.929014,0.10927,-0.389755,-0.08009,0.157649,1.681681,0.991446,1.053909,-0.187392,0.094751,-0.086112,1.534871,-0.07595,-0.005198,-0.372112,-0.21193,-0.136609,0.608088,0.047078,0.100043,0.904001,0.115456,0.526377,0.943575,-0.136606,-0.19499,-0.449701,0.051738,-0.262084,0.287541,-0.185248,0.512483,0.086067,-0.458307,-0.162119,-0.229013,-0.182374,2.205975,-0.757613,0.527185,1.036812,0.871959,-0.371068,1.002961,0.395128,0.802282,0.444175,1.010487,-1.34053,-0.320054,-0.184677,0.732696,0.017647,-0.416293,1.21317,0.288861,0.525402,-0.48429,-0.671195,0.006504,0.10812,1.633353,-0.818563,-0.286308,-0.193329,-0.019734,-0.350976,-0.514107,-0.523456,0.854549,-0.155575,0.148165,-0.113779,-0.105015,-0.55054,0.599309,0.471075,-2.189705,0.525208,0.840413,0.714874,0.523423,-0.235173,1.028801,-0.272855,-0.160844,-2.092291,-0.014644,0.501588
ACH-000681,-0.089778,-0.056868,-0.073818,-0.058439,0.126694,0.279271,-0.147139,-0.075652,-0.079359,-0.255147,1.172402,0.109533,0.730215,0.40584,-0.128157,-0.398541,0.098324,-0.074416,-0.306152,0.007317,-0.717403,0.5227,-0.268221,-0.925766,0.182731,0.414229,-0.007545,-0.584193,-0.024405,0.245654,0.326712,-0.152093,1.62245,0.250578,-0.146319,0.743886,-0.386142,-0.565393,-0.001336,-0.273339,-0.169014,-1.002746,0.199536,0.128088,-0.282794,-0.031826,-0.205672,-0.538116,0.936417,0.4105,-0.368941,-0.419044,0.128768,0.09826,-0.458608,0.451548,-0.287661,0.463988,-0.779014,-0.020995,4.613733,-0.238723,0.724676,0.505543,-0.049698,0.238012,-0.279123,1.219841,-0.062751,-0.178989,0.18843,0.218636,0.270889,-0.107005,0.046242,-0.015363,-0.107261,0.768951,-0.138452,0.370809,0.060984,-0.340707,0.120854,-0.213677,0.481205,0.58632,0.516737,-0.04461,-0.407828,0.510711,0.358951,-0.08096,-0.246645,0.234954,-0.369209,0.293588,2.222089,-0.128099,0.094969,-0.600125,-0.410816,-0.4054,-0.37722,1.186508,0.264826,0.359435,0.449399,-0.308315,-0.002597,-0.223695,-0.013753,0.311081,-0.287733,-0.138288,-1.861902,0.112974,-1.603375,-0.525013,0.060564,-0.013379,-0.097192,0.058349,-0.295522,-0.189841,0.442376,-0.18401,0.429246,-0.328131,-0.113247,0.046372,-0.712938,-0.272103,-3.178572,0.413996,0.773515,0.030657,1.210244,0.128813,0.430039,-0.728223,1.434405,-0.291081,0.738912,-0.321326
ACH-000558,-0.001497,0.408946,0.345673,-2.437365,-0.210335,0.504781,-0.748347,-0.009142,-0.714754,0.014586,1.01207,0.350766,-0.075123,0.579136,-3.290931,-0.184677,0.738318,-0.360248,-1.419096,0.251643,0.078793,0.088944,0.150427,-0.506212,0.044716,-0.149551,-0.014201,1.091242,-0.060336,-0.881106,-0.336286,0.417563,0.218606,-0.191304,-0.205104,1.000784,-0.011507,-0.424098,-0.053347,-0.508396,-0.131782,-0.426087,0.126826,0.301692,-0.451705,1.401791,0.205655,-0.590054,-1.097739,0.456189,0.127228,0.141717,-0.60875,-0.229358,0.466224,-0.465832,0.189785,0.0,-1.745609,-0.189046,0.501427,2.100506,0.601457,-0.77298,1.085849,0.685533,-0.263705,0.170125,-0.339865,0.024968,-0.013302,-0.24025,-0.516784,0.518159,0.302154,-0.388468,-0.0539,-0.155519,0.378139,0.291852,-0.087994,0.111237,-0.175001,-1.304172,-0.497813,-0.470502,0.696632,0.169086,0.353281,0.233963,-1.968743,1.464729,-0.79793,1.09427,-0.349002,1.389741,4.227332,-0.466901,1.545126,-0.20825,-0.79006,0.382348,0.103721,1.21868,0.272393,0.414174,-0.297428,-0.042932,1.301614,0.078972,0.049246,-2.964892,-0.341557,-1.269769,-0.526815,-0.55374,-0.373615,-1.32391,0.137231,-0.371465,-0.229791,-0.407584,0.434288,0.96735,0.033437,-0.083312,-0.546932,-0.08769,-0.270964,0.109148,0.499404,0.125236,-1.930854,0.217552,0.086621,0.044462,-0.091833,0.563383,-0.194789,-0.058737,0.711275,-2.372595,0.014939,-0.257605
