SMILES,Supplier Ref,CLNUMBER,PLATE,Capan-2,SW1990,BxPC-3,HPAF-II,CFPAC-1,Panc10.05,AsPC-1,in_plate_selection,positives Capan-2,positives SW1990,positives BxPC-3,positives HPAF-II,positives CFPAC-1,positives Panc10.05,positives AsPC-1,# positives,positives any
O=c1c2sccc2nc(SCc2nc(-c3ccccn3)no2)n1C1CC1,F425-0435,CL8382,PLATE_008,-0.798,4.596,1.5905,-2.2389,7.8865,-1.5609,3.6513,0,0,0,0,0,0,0,0,0,0
O=C1C(=O)N(C2CCN(S(=O)(=O)c3ccc4c(c3)CCCC4)CC2)CCN1Cc1ccccc1,F117-0154,CL7067B,PLATE_008,23.3691,6.6213,8.0083,2.0658,20.6326,19.3291,4.7012,0,0,0,0,0,0,0,0,0,0
CCOCCCNC(=O)CC1CCN(C(=O)NC2CCCCC2)CC1,F345-0521,CL7753,PLATE_008,9.8835,0.3474,-1.166,6.4907,9.2509,0.4993,7.9962,0,0,0,0,0,0,0,0,0,0
Cc1ccc(CN2CCN(C3CCN(S(=O)(=O)c4ccc(C)cc4C)CC3)C(=O)C2=O)cc1,F117-0161,CL7067B,PLATE_008,-0.7324,-7.7227,-2.9746,-3.0056,5.0444,4.0348,-7.2996,0,0,0,0,0,0,0,0,0,0
COCCCNC(=O)CC1CCN(C(=O)NC2CCCCC2)CC1,F345-0531,CL7753,PLATE_008,6.1341,-4.127,-4.7918,-2.0986,5.9201,-10.1097,0.93178,0,0,0,0,0,0,0,0,0,0
O=C1C(=O)N(C2CCN(S(=O)(=O)c3ccccc3Cl)CC2)CCN1Cc1ccccc1,F117-0206,CL7067B,PLATE_008,7.0999,-5.8511,-4.0413,2.421,11.4572,0.634,-6.2574,0,0,0,0,0,0,0,0,0,0
CCCCNC(=O)CC1CCN(C(=O)NC2CCCCC2)CC1,F345-0552,CL7753,PLATE_008,1.8565,5.1059,-6.4409,5.5956,2.0706,-10.5289,11.337,0,0,0,0,0,0,0,0,0,0
O=C(CN1C(=O)COc2ccc(C(=O)N3CCCC3)cc21)NCc1ccco1,F118-0041,CL7223A,PLATE_008,-17.3113,-3.7547,0.5265,-0.3524,10.5515,-13.7769,13.453,0,0,0,0,0,0,0,0,0,0
CC1CCCCN1CCCNC(=O)CC1CCN(C(=O)NC2CCCCC2)CC1,F345-0577,CL7753,PLATE_008,-5.2498,5.4818,-0.3725,2.3611,2.1045,-9.3611,10.633,1,0,0,0,0,0,0,0,0,0
CCN(CC)C(=O)c1ccc2c(c1)N(CC(=O)NC(C)(C)C)C(=O)CO2,F118-0606,CL7223A,PLATE_008,-15.3516,-6.3682,-0.528,1.904,-2.9374,-9.5787,6.1745,0,0,0,0,0,0,0,0,0,0
O=C(CC1CCN(C(=O)NC2CCCCC2)CC1)NCCN1CCCCCC1,F345-0579,CL7753,PLATE_008,-16.4132,8.412,-3.823,-0.3229,-5.6623,-13.4615,-16.451,0,0,0,0,0,0,0,0,0,0
CCN(CC)C(=O)c1ccc2c(c1)N(CC(=O)NCC1CCCO1)C(=O)CO2,F118-0666,CL7223A,PLATE_008,-10.4642,-11.3498,-0.102,-3.3558,7.0721,-10.9746,5.8261,0,0,0,0,0,0,0,0,0,0
CC1CCCN(CCCNC(=O)CC2CCN(C(=O)NC3CCCCC3)CC2)C1,F345-0591,CL7753,PLATE_008,-0.7959,0.4562,-5.9668,-2.4881,-1.0009,-12.1105,11.25,0,0,0,0,0,0,0,0,0,0
CN1C(=O)COc2ccc(C(=O)NC3CCCCCCC3)cc21,F119-0470,CL7223,PLATE_008,-10.9579,-3.483,-5.9991,-0.3087,-1.7515,-6.6835,-3.9431,0,0,0,0,0,0,0,0,0,0
O=C(CC1CCN(C(=O)NC2CCCC2)CC1)N1CCCCC1,F345-1927,CL7753,PLATE_008,-12.4379,-11.9344,-1.8719,0.8587,-16.1226,-5.0525,-1.8564,0,0,0,0,0,0,0,0,0,0
CN1C(=O)COc2ccc(C(=O)Nc3ccc4c(c3)OCCO4)cc21,F119-0542,CL7223,PLATE_008,1.0767,1.5579,0.7622,5.2355,-5.0407,-5.2916,-9.475,0,0,0,0,0,0,0,0,0,0
O=C(Nc1ccc(Br)cc1F)N1Cc2cccn2-c2ccccc21,F350-0035,CL5777,PLATE_008,8.2476,0.0506,3.2581,3.5957,5.3936,2.3309,-1.2874,0,0,0,0,0,0,0,0,0,0
CC1(C)Cc2nc3sc4c(=O)n(Cc5ccc(Br)cc5)cnc4c3cc2CO1,F081-0953,CL2482,PLATE_008,0.6723,9.1063,8.6045,2.5402,10.0472,-4.9327,3.4964,0,0,0,0,0,0,0,0,0,0
Cn1c(=O)n(C)c2cc(Sc3ccccc3)c(NC(=O)c3ccc(Br)o3)cc21,F431-0045,CL7779,PLATE_008,6.133,4.6814,0.4014,0.7518,1.6054,4.1296,9.7251,0,0,0,0,0,0,0,0,0,0
CC(C)Oc1ccc(CNc2ncnc3c2sc2nc4c(cc23)COC(C)(C)C4)cc1,F081-1055,CL1547,PLATE_008,-4.7346,-2.4245,-1.0499,6.7581,4.1804,-5.617,-5.3898,0,0,0,0,0,0,0,0,0,0
Cn1c(=O)n(C)c2cc(SC3CCCCC3)c(NC(=O)c3ccc4c(c3)OCO4)cc21,F431-0089,CL7779,PLATE_008,10.6762,7.6196,0.3398,-5.5081,-6.1692,-2.0296,2.1177,0,0,0,0,0,0,0,0,0,0
CC1(C)Cc2nc3sc4c(NCC5(c6ccccc6)CCCC5)ncnc4c3cc2CO1,F081-1082,CL1547,PLATE_008,-3.6719,-7.8072,-2.6548,-0.8375,5.8732,-8.3135,-0.04117,0,0,0,0,0,0,0,0,0,0
Cn1c(=O)n(C)c2cc(Sc3ccccc3)c(NS(=O)(=O)c3ccc(Cl)s3)cc21,F432-0020,CL7779A,PLATE_008,-0.2236,0.8231,1.4673,10.4266,9.2379,-7.0847,5.0921,0,0,0,0,0,0,0,0,0,0
CC1(C)Cc2nc3sc4c(NCc5cccnc5)ncnc4c3cc2CO1,F081-1167,CL1547,PLATE_008,-7.7182,-4.8897,-0.5213,6.4544,3.2773,4.5433,10.893,1,0,0,0,0,0,0,0,0,0
O=C1CC(c2ccc(Cl)cc2)CC(=O)N1c1ccc(C(F)(F)F)cc1,F452-0341,CL7945,PLATE_008,-6.5717,-8.9413,1.4578,0.2676,8.8378,-5.326,14.406,0,0,0,0,0,0,0,0,0,0
COc1ccc(CCNc2ncnc3c2sc2nc4c(cc23)COC(C)(C)C4)cc1OC,F081-1271,CL1547,PLATE_008,-18.1051,-17.1426,8.9843,1.4699,-5.8942,2.5849,17.028,0,0,0,0,0,0,0,0,0,0
O=C1CC(c2ccc(Cl)cc2)CC(=O)N1c1ccc(F)c(F)c1,F452-0413,CL7945,PLATE_008,-10.0619,-6.0202,2.2877,-8.7794,6.083,-19.3941,9.9605,0,0,0,0,0,0,0,0,0,0
CCN1CCN(c2ncnc3c2sc2nc4c(cc23)COC(C)(C)C4)CC1,F081-1274,CL1547,PLATE_008,-6.9761,-7.0751,1.3655,-0.9979,-0.4797,-9.5158,9.2152,0,0,0,0,0,0,0,0,0,0
N#Cc1cc2c(n(-c3ccc(Cl)cc3)c1=O)CCCC2=O,F454-0008,CL7105,PLATE_008,21.3782,11.6947,-0.9141,-3.0306,1.9038,-6.4404,-23.74,0,0,0,0,0,0,0,0,0,0
CC1(C)Cc2nc3sc4c(=O)n(CC(=O)NCC5CCCO5)cnc4c3cc2CO1,F081-1309,CL2482,PLATE_008,-5.6349,-5.5903,-2.8289,-3.8747,1.2796,-12.1509,-0.40019,0,0,0,0,0,0,0,0,0,0
CC(=O)c1ccc(-n2c3c(cc(C#N)c2=O)C(=O)CCC3)cc1,F454-0013,CL7105,PLATE_008,-17.8394,-2.1367,-0.5434,3.8856,-7.892,-11.8599,-1.1277,0,0,0,0,0,0,0,0,0,0
CC1(C)Cc2nc3oc4c(=O)[nH]cnc4c3cc2CO1,F081-1328,CL7565,PLATE_008,1.0789,-11.1394,1.4969,2.0237,-5.1032,-2.4872,-1.0839,0,0,0,0,0,0,0,0,0,0
CC1(C)CC(=O)c2cc(C#N)c(=O)n(-c3ccc(F)cc3)c2C1,F454-0059,CL7105,PLATE_008,7.9518,12.0256,4.2759,0.5266,-7.5779,2.0943,3.3846,0,0,0,0,0,0,0,0,0,0
O=C(NCCn1c(C(F)(F)F)nc2ccccc21)Nc1ccccc1Br,F120-0288,CL7229,PLATE_008,2.5449,-10.5161,2.3209,5.5279,6.715,13.6785,4.5894,0,0,0,0,0,0,0,0,0,0
O=C(Nc1ccc(Br)cc1)N1Cc2cccn2-c2ccccc21,F350-0037,CL5777,PLATE_008,8.7327,-3.6467,3.9798,4.9236,5.5578,-5.5156,6.323,0,0,0,0,0,0,0,0,0,0
O=C(NCCn1c(C(F)(F)F)nc2ccccc21)Nc1ccc2c(c1)OCCO2,F120-0323,CL7229,PLATE_008,-7.0621,-9.6023,-3.1092,-0.552,15.1112,1.1965,10.91,0,0,0,0,0,0,0,0,0,0
O=C(Nc1ccc2c(c1)OCCO2)N1Cc2cccn2-c2ccccc21,F350-0064,CL5777,PLATE_008,-2.236,-11.2113,-1.564,9.4456,1.1154,-6.4489,0.72418,0,0,0,0,0,0,0,0,0,0
O=S(=O)(c1ccc(C2CCCCC2)cc1)N1CCC(CN2CCCCCC2)CC1,F126-0339,CL7470,PLATE_008,1.0864,4.2974,-0.3942,7.7229,12.5974,8.0858,2.9729,0,0,0,0,0,0,0,0,0,0
O=C(Nc1ccc(F)cc1F)N1Cc2cccn2-c2ccccc21,F350-0068,CL5777,PLATE_008,16.1918,2.9924,0.628,1.6852,11.336,-4.21,6.0308,0,0,0,0,0,0,0,0,0,0
Nc1c(C(=O)NCc2ccco2)sc(=S)n1Cc1ccco1,F128-0217,CL0721,PLATE_008,-2.3823,8.1251,-2.487,14.6592,-7.6587,-1.1856,4.2517,0,0,0,0,0,0,0,0,0,0
CSc1cccc(NC(=O)N2Cc3cccn3-c3ccccc32)c1,F350-0073,CL5777,PLATE_008,4.3551,7.0288,-1.8916,5.8148,2.6674,-7.0703,5.641,0,0,0,0,0,0,0,0,0,0
NC(=O)c1sc(=S)n(Cc2ccco2)c1N,F128-0219,CL0721,PLATE_008,-24.1509,-21.9489,0.8739,0.6336,-11.3596,-20.0713,-2.1834,0,0,0,0,0,0,0,0,0,0
O=C(Nc1cccc(F)c1)N1Cc2cccn2-c2ccccc21,F350-0082,CL5777,PLATE_008,-3.3267,4.0123,-4.0121,-5.7274,-8.7025,-12.0077,-2.1024,0,0,0,0,0,0,0,0,0,0
Nc1c(C(=O)N2CCCCC2)sc(=S)n1CC1CCCO1,F128-0258,CL0721,PLATE_008,-2.4512,-6.808,-1.3065,1.8932,15.0421,-14.3499,9.7594,0,0,0,0,0,0,0,0,0,0
COc1cc(Nc2c(C#N)cnc3ccccc23)cc(OC)c1OC,F360-0042,CL6761,PLATE_008,6.7956,-5.2107,-7.1993,3.222,-7.6939,-13.6412,-14.296,1,0,0,0,0,0,0,0,0,0
CCN(CC)CCn1c(N)c(C(N)=O)sc1=S,F128-0408,CL0721,PLATE_008,-5.3143,-10.6996,1.9419,-0.0792,-13.5424,-14.1193,-1.1904,0,0,0,0,0,0,0,0,0,0
CSc1cccc(Nc2c(C#N)cnc3ccccc23)c1,F360-0056,CL6761,PLATE_008,-8.9014,22.6373,30.592,7.5444,36.0436,22.0815,24.75,1,0,0,1,0,1,0,0,2,1
CCN(CC)CCn1c(N)c(C(=O)N2CCCC2)sc1=S,F128-0419,CL0721,PLATE_008,2.4922,-2.6952,-6.5649,-6.4264,-5.6232,-11.034,3.9701,0,0,0,0,0,0,0,0,0,0
N#Cc1cnc2ccccc2c1N1CCc2ccccc2C1,F360-0074,CL6761,PLATE_008,0.4421,-0.5169,2.2786,2.1124,9.7839,-3.0801,4.6527,0,0,0,0,0,0,0,0,0,0
CC1(C)Cc2nc3oc4c(=O)n(Cc5ccc(F)cc5)cnc4c3cc2CO1,F081-1334,CL7565,PLATE_008,-1.6025,5.4009,0.4483,-2.4405,7.9999,8.4267,5.7623,0,0,0,0,0,0,0,0,0,0
CSc1ccc(CN2C(=O)C(O)=C(c3ccccc3)C2c2ccccc2)cc1,F455-0558,CL7863,PLATE_008,6.9451,3.3512,-0.1672,1.6661,13.3611,5.8419,9.9403,0,0,0,0,0,0,0,0,0,0
CC1(C)Cc2nc3oc4c(=O)n(CC(=O)NCc5ccco5)cnc4c3cc2CO1,F081-1341,CL7565,PLATE_008,-10.0383,-5.0111,-1.241,1.3899,-5.9959,-3.8826,7.1741,0,0,0,0,0,0,0,0,0,0
CSc1ccc(CN2C(=O)C(O)=C(c3ccccc3)C2c2ccc(Br)cc2)cc1,F455-0582,CL7863,PLATE_008,13.6674,13.0374,-0.2205,5.9188,17.0242,2.3184,2.9575,0,0,0,0,0,0,0,0,0,0
CCCCn1cnc2c(oc3nc4c(cc32)COC(C)(C)C4)c1=O,F081-1383,CL7565,PLATE_008,-12.0743,-0.5943,-0.9433,4.9113,-3.1811,-7.8144,1.9337,1,0,0,0,0,0,0,0,0,0
O=C1C(O)=C(c2ccccc2)C(c2ccc(Cl)cc2)N1Cc1ccc2c(c1)OCO2,F455-0624,CL7863,PLATE_008,6.1556,-2.2455,-3.7811,1.0623,13.1656,0.8347,-8.8208,0,0,0,0,0,0,0,0,0,0
CC(C)Cn1cnc2c(oc3nc4c(cc32)COC(C)(C)C4)c1=O,F081-1384,CL7565,PLATE_008,-7.017,7.1834,-1.6642,9.216,2.4694,0.5741,8.5924,0,0,0,0,0,0,0,0,0,0
O=C1C(O)=C(c2ccccc2)C(c2ccc(F)cc2)N1Cc1ccc2c(c1)OCO2,F455-0630,CL7863,PLATE_008,-0.0537,7.2869,1.538,2.2831,10.8525,-2.2876,12.34,0,0,0,0,0,0,0,0,0,0
CC1(C)Cc2nc3oc4c(=O)n(Cc5ccc(Cl)cc5Cl)cnc4c3cc2CO1,F081-1393,CL7565,PLATE_008,-13.0552,-13.0631,-1.5304,1.5572,-0.1617,-4.5469,-11.339,0,0,0,0,0,0,0,0,0,0
COc1ccc(C2=C(O)C(=O)N(Cc3ccc4c(c3)OCO4)C2c2ccc(Br)cc2)cc1,F455-0644,CL7863,PLATE_008,-5.9887,4.0617,-2.9758,0.8116,7.2741,-11.9358,2.7144,0,0,0,0,0,0,0,0,0,0
CC1(C)Cc2nc3oc4c(=O)n(CC(=O)c5ccc(Cl)cc5)cnc4c3cc2CO1,F081-1399,CL7565,PLATE_008,-14.0469,9.4382,1.4985,6.7257,5.5969,-6.3776,4.5042,0,0,0,0,0,0,0,0,0,0
O=C1C(O)=C(c2ccccc2)C(c2ccccc2F)N1c1ccc(Br)cc1,F455-0717,CL7863,PLATE_008,12.3584,-1.7239,-3.2047,-6.781,4.9154,-5.1239,7.8217,0,0,0,0,0,0,0,0,0,0
CC1(C)Cc2nc3oc4c(=O)n(Cc5c(Cl)cccc5Cl)cnc4c3cc2CO1,F081-1409,CL7565,PLATE_008,-9.0175,-8.3864,0.3303,1.1005,2.4342,-5.8999,-1.2489,0,0,0,0,0,0,0,0,0,0
Cc1ccc(C2=C(O)C(=O)N(Cc3cccnc3)C2c2ccc(Br)cc2)cc1,F455-0943,CL7863,PLATE_008,-29.5524,-6.5166,-6.4697,-0.4176,-19.4639,-2.5815,-0.00214,0,0,0,0,0,0,0,0,0,0
CCCCCn1cnc2c(oc3nc4c(cc32)COC(C)(C)C4)c1=O,F081-1433,CL7565,PLATE_008,-11.7129,-6.576,0.9667,1.9668,-4.6784,-9.8367,1.5256,0,0,0,0,0,0,0,0,0,0
O=C1C(O)=C(c2ccccc2)C(c2ccccc2)N1Cc1cccnc1,F455-0954,CL7863,PLATE_008,-0.3538,2.8134,0.5166,-4.3113,11.2656,-2.8575,5.6706,0,0,0,0,0,0,0,0,0,0
CCS(=O)(=O)c1ccc(-c2cccc(NC(=O)C(F)(F)F)c2)nn1,F132-0115,CL7560,PLATE_008,-4.455,2.773,4.9163,8.3307,16.3218,10.7364,5.8042,0,0,0,0,0,0,0,0,0,0
COc1cc(Nc2c(C#N)cnc3ccc(Cl)cc23)cc(OC)c1OC,F360-0394,CL6761,PLATE_008,-6.2673,13.4709,22.1935,10.7886,8.9017,6.4039,9.2584,1,0,0,1,0,0,0,0,1,1
CS(=O)(=O)c1ccc(-c2ccc(NC(=O)c3ccc(I)cc3)cc2)nn1,F133-0068,CL7561,PLATE_008,-9.3961,-5.727,-6.0268,3.6448,-3.9604,1.5588,-0.08612,0,0,0,0,0,0,0,0,0,0
CSc1cccc(Nc2c(C#N)cnc3ccc(Cl)cc23)c1,F360-0408,CL6761,PLATE_008,5.9157,27.7358,31.3122,11.6558,45.8641,19.3525,41.132,1,0,0,1,0,1,0,1,3,1
Cc1ccc(-c2ccc3nnc(C)n3n2)cc1S(=O)(=O)N1CCOCC1,F136-0029,CL7636,PLATE_008,-7.0826,-6.0067,-3.4057,5.4474,10.2909,-7.1032,2.0041,0,0,0,0,0,0,0,0,0,0
N#Cc1cnc2ccc(Cl)cc2c1N1CCCCC1,F360-0420,CL6761,PLATE_008,-1.3971,-4.2304,-2.9217,4.5576,6.2954,-4.4386,2.9782,0,0,0,0,0,0,0,0,0,0
CCOc1ccccc1N1C(=S)NC2CC1(C)Oc1ccccc12,F141-0036,CL1735,PLATE_008,-15.0924,22.6822,4.9372,8.7128,10.3026,-2.043,6.0059,0,0,0,0,0,0,0,0,0,0
N#Cc1cnc2ccc(Cl)cc2c1N1CCc2ccccc2C1,F360-0426,CL6761,PLATE_008,1.6253,14.4953,0.6019,9.1944,-0.378,-6.692,12.918,0,0,0,0,0,0,0,0,0,0
CCOc1ccccc1N1C(=S)NC2CC1(C)Oc1c(OC)cccc12,F141-0111,CL1735,PLATE_008,-9.6306,-0.427,-4.3927,-3.9101,-6.207,-6.6386,-11.199,0,0,0,0,0,0,0,0,0,0
COc1ccc2c(Nc3cc(OC)c(OC)c(OC)c3)c(C#N)cnc2c1,F360-0667,CL6761,PLATE_008,-12.8692,-4.2952,-5.9178,4.9211,-1.3984,0.6909,17.294,1,0,0,0,0,0,0,0,0,0
CCOc1ccccc1N1C(=S)NC2CC1(C)Oc1c(OCC)cccc12,F141-0200,CL1735,PLATE_008,-5.9565,-1.1825,-3.7251,-2.0903,4.5896,-6.5248,7.3332,0,0,0,0,0,0,0,0,0,0
COc1cc(Nc2c(C#N)cnc3c(OC)cccc23)cc(OC)c1OC,F360-0758,CL6761,PLATE_008,12.537,5.2876,7.0916,-2.7034,17.5181,-1.4946,10.716,0,0,0,0,0,0,0,0,0,0
CC1CCc2c(sc3nc(CCC(=O)NCCC4=CCCCC4)[nH]c(=O)c23)C1,F145-0290,CL1720,PLATE_008,-13.2843,-15.6632,-4.1546,-11.0764,-15.0241,-11.4702,-7.9691,0,0,0,0,0,0,0,0,0,0
CCNC(=O)N1CCc2cc(S(=O)(=O)NC3CC3)ccc21,F372-0106,CL7895,PLATE_008,-24.7769,-2.152,-5.8523,-1.2353,-19.4613,-12.3091,-2.5383,0,0,0,0,0,0,0,0,0,0
CNC(=O)CCc1nc2sc3c(c2c(=O)[nH]1)CCC(C)C3,F145-0292,CL1720,PLATE_008,-3.3407,-14.1684,-3.9868,0.1528,-7.2808,-5.4363,-5.592,0,0,0,0,0,0,0,0,0,0
CCCNC(=O)N1CCc2cc(S(=O)(=O)NC(C)(C)C)ccc21,F372-1208,CL7895,PLATE_008,-2.4942,9.1459,2.0038,-5.567,-4.4516,-0.168,0.34564,0,0,0,0,0,0,0,0,0,0
NC(=O)Cn1cnc2c(oc3nc4c(cc32)CCCC4)c1=O,F081-1446,CL7565,PLATE_008,-6.7922,8.0226,3.238,12.4392,19.0428,11.4132,0.64729,0,0,0,0,0,0,0,0,0,0
O=c1c2nccnc2n(Cc2ccc(F)cc2Cl)c(=O)n1Cc1ccc(F)cc1,F462-1036,CL3979,PLATE_008,5.3672,-11.6349,-0.5856,3.9062,6.2902,5.2615,12.145,0,0,0,0,0,0,0,0,0,0
O=c1c2oc3nc4c(cc3c2ncn1Cc1ccc(Cl)cc1)CCCC4,F081-1452,CL7565,PLATE_008,-10.6739,-1.1222,-2.6358,6.0316,-9.543,1.8722,5.0466,0,0,0,0,0,0,0,0,0,0
Cn1c(=O)c2ccc(C(=O)NC3CCCC3)cc2n2c(SCC(=O)NC3CCCC3)nnc12,F472-0847,CL8221,PLATE_008,-2.1532,3.961,-5.8906,-0.164,7.1542,-4.8658,4.7828,0,0,0,0,0,0,0,0,0,0
O=C(Cn1cnc2c(oc3nc4c(cc32)CCCC4)c1=O)N1CCCC1,F081-1458,CL7565,PLATE_008,-5.7166,-0.3209,-3.5269,4.4139,5.5891,-7.5155,0.42076,0,0,0,0,0,0,0,0,0,0
Cn1c(=O)c2ccc(C(=O)NC3CCCCC3)cc2n2c(SCC(=O)NC3CCCCC3)nnc12,F472-0889,CL8221,PLATE_008,2.859,-16.9457,-3.1763,9.9807,-4.3904,-10.0822,12.462,0,0,0,0,0,0,0,0,0,0
O=C(Cn1cnc2c(oc3nc4c(cc32)CCCC4)c1=O)NCc1ccco1,F081-1461,CL7565,PLATE_008,-7.4795,3.0661,-5.7011,3.8842,5.8341,-9.2368,7.9542,0,0,0,0,0,0,0,0,0,0
O=S(=O)(NCCn1c(-c2ccccc2)nc2ccccc21)c1ccc(Br)cc1,F485-0511,CL7229B,PLATE_008,-0.5646,-5.2881,1.9438,-2.8049,5.7533,-2.8775,6.6696,0,0,0,0,0,0,0,0,0,0
CCN(CC)CCCNC(=O)c1c(-c2ccc(Br)s2)noc1C,F082-0843,CL4801,PLATE_008,-6.7664,-2.5684,0.1128,-5.6936,-4.8256,-5.4787,-5.9889,0,0,0,0,0,0,0,0,0,0
COCCNC(=O)CN1C(=O)CSc2ccc(C(=O)N3CCCC3)cc21,F510-0089,CL0251A,PLATE_008,-8.9197,17.465,-8.981,-2.3051,-17.5378,-7.6342,2.9043,0,0,0,0,0,0,0,0,0,0
Cc1onc(-c2ccc(Br)s2)c1C(=O)NCCCN1CCOCC1,F082-0890,CL4801,PLATE_008,-1.766,-4.4094,-3.2055,-7.6978,3.5119,-12.2168,-0.83669,0,0,0,0,0,0,0,0,0,0
O=C(CN1C(=O)CSc2ccc(C(=O)N3CCCC3)cc21)N1CCN(c2ncccn2)CC1,F510-0109,CL0251A,PLATE_008,2.1082,-0.8191,-0.4826,-1.8955,6.4427,-11.4647,7.529,0,0,0,0,0,0,0,0,0,0
COCCNC(=O)c1c(-c2ccc(Br)s2)noc1C,F082-0909,CL4801,PLATE_008,-11.9539,-9.1005,0.9797,-3.9993,-0.8224,-7.6098,-6.9666,0,0,0,0,0,0,0,0,0,0
O=C(CN1C(=O)CSc2ccc(C(=O)N3CCCC3)cc21)NC1CCCCC1,F510-0121,CL0251A,PLATE_008,-21.961,-1.5575,-6.9585,-5.8309,1.2392,-4.7486,-2.7181,0,0,0,0,0,0,0,0,0,0
COCCCNC(=O)c1c(-c2ccc(Br)s2)noc1C,F082-0942,CL4801,PLATE_008,-6.6029,-5.6379,-3.7764,-4.6031,-7.2938,-8.7048,-12.034,0,0,0,0,0,0,0,0,0,0
O=C(CN1C(=O)CSc2ccc(C(=O)N3CCCC3)cc21)NCCCN1CCCC1,F510-0133,CL0251A,PLATE_008,1.6618,2.1299,2.0824,-1.8082,-12.7058,-9.2138,-2.6022,0,0,0,0,0,0,0,0,0,0
O=C(CCc1nc2sc3c(c2c(=O)[nH]1)CCCCC3)NC1CCCCC1,F145-0496,CL0330,PLATE_008,-4.5227,-8.0743,3.294,12.7016,7.4787,11.8374,5.68,0,0,0,0,0,0,0,0,0,0
CC(C)(C)NS(=O)(=O)c1ccc2c(c1)CCN2C(=O)NC1CCCC1,F372-1582,CL7895,PLATE_008,3.2429,-0.2885,2.3884,-0.0929,6.5378,0.3515,6.3963,0,0,0,0,0,0,0,0,0,0
CC(C)NC(=O)CCc1nc2sc3c(c2c(=O)[nH]1)CCCCC3,F145-0529,CL1720,PLATE_008,-4.3087,-5.0749,0.8897,-1.1671,-1.7984,5.3708,7.8336,0,0,0,0,0,0,0,0,0,0
O=C(NC1CCCC1)N1CCc2cc(S(=O)(=O)NCc3ccco3)ccc21,F372-1613,CL7895,PLATE_008,-0.9744,-0.2741,-2.2245,-7.3961,7.9309,-6.0017,5.4642,0,0,0,0,0,0,0,0,0,0
O=C(CCc1nc2sc3c(c2c(=O)[nH]1)CCCCC3)NCCN1CCOCC1,F145-0532,CL1720,PLATE_008,4.0604,9.5866,-0.1387,4.3497,3.7334,-0.156,2.6541,0,0,0,0,0,0,0,0,0,0
CN(C1CCCCC1)S(=O)(=O)c1ccc2c(c1)CCN2C(=O)NC1CCCCC1,F372-2040,CL7895,PLATE_008,4.2927,-21.3364,-2.3575,6.115,-2.3015,-7.4451,10.383,0,0,0,0,0,0,0,0,0,0
CC1CCC(NC(=O)CCc2nc3sc4c(c3c(=O)[nH]2)CCCCC4)CC1,F145-0542,CL1720,PLATE_008,-12.6498,-6.2207,-1.6923,-1.6189,2.1722,-2.0545,8.5486,0,0,0,0,0,0,0,0,0,0
c1cc(N2CCCCC2)ccc1-c1noc(-c2ccc3c(c2)OCO3)n1,F373-0213,CL7913,PLATE_008,-0.1247,1.9051,-5.3702,0.8229,3.7751,-8.7237,8.4002,0,0,0,0,0,0,0,0,0,0
O=C(CCc1nc2sc3c(c2c(=O)[nH]1)CCCCC3)NC1CC1,F145-0546,CL0330,PLATE_008,-11.8194,-12.4039,-2.2371,4.5316,-9.6251,-4.9786,-6.7152,0,0,0,0,0,0,0,0,0,0
Brc1ccc(-c2nc(-c3ccc(N4CCOCC4)cc3)no2)cc1,F373-0515,CL7913,PLATE_008,-11.7248,-6.1074,-6.2494,-3.885,4.1113,-10.7969,2.4205,0,0,0,0,0,0,0,0,0,0
O=C(CCc1nc2sc3c(c2c(=O)[nH]1)CCCCC3)N1CCN(C2CCCCC2)CC1,F145-0571,CL0330,PLATE_008,-1.4347,-4.6783,-5.3947,-4.7523,5.6582,-13.5803,5.3819,0,0,0,0,0,0,0,0,0,0
Brc1ccccc1-c1nc(-c2ccc(N3CCOCC3)cc2)no1,F373-0520,CL7913,PLATE_008,-1.5358,-4.5191,-3.0227,-0.2773,1.9533,-13.3292,-0.97391,0,0,0,0,0,0,0,0,0,0
O=C(CCc1nc2sc3c(c2c(=O)[nH]1)CCCCC3)NCc1cccs1,F145-0606,CL1720,PLATE_008,-8.3625,-7.7326,-4.8147,-10.0066,-21.9894,-2.8825,-5.7304,0,0,0,0,0,0,0,0,0,0
Brc1cccc(-c2nc(-c3ccc(N4CCOCC4)cc3)no2)c1,F373-0556,CL7913,PLATE_008,-14.517,-2.7689,-9.9361,-5.3085,-12.2627,-8.2706,-5.317,0,0,0,0,0,0,0,0,0,0
O=C(CCc1nc2sc3c(c2c(=O)[nH]1)CCCCC3)NC1CCCC1,F145-0607,CL1720,PLATE_008,-6.4717,-5.718,-5.2731,-7.3314,-7.3629,-1.8958,-1.9404,0,0,0,0,0,0,0,0,0,0
CN(C)c1ccc(-c2noc(-c3ccc(Br)cc3)n2)cc1,F373-0821,CL7913,PLATE_008,-12.3378,8.6476,-1.2454,2.6329,1.621,-2.2821,-1.0875,0,0,0,0,0,0,0,0,0,0
Cc1ccc(CNC(=O)c2c(-c3ccc(Br)s3)noc2C)o1,F082-0946,CL4801,PLATE_008,-7.1514,1.7809,5.0935,3.7566,5.6464,13.0776,1.5185,0,0,0,0,0,0,0,0,0,0
