SMILES,Supplier Ref,CLNUMBER,PLATE,Capan-2,SW1990,BxPC-3,HPAF-II,CFPAC-1,Panc10.05,AsPC-1,in_plate_selection,positives Capan-2,positives SW1990,positives BxPC-3,positives HPAF-II,positives CFPAC-1,positives Panc10.05,positives AsPC-1,# positives,positives any
CC1=C(C(N)=O)C(c2ccccc2Cl)NC(=O)N1,4175-2753,,PLATE_064,7.4574,-9.877,-3.5745,-2.4845,-1.925,0.6721,-10.541,0,0,0,0,0,0,0,0,0,0
CN1C(=O)C(O)(CC(=O)c2ccc(-n3cccc3)cc2)c2ccccc21,7407-0155,CL2610,PLATE_064,-2.3641,2.6297,-3.9263,4.8133,0.4726,-6.4406,5.7777,0,0,0,0,0,0,0,0,0,0
Nc1nnc(C23CC4CC(CC(C4)C2)C3)s1,4250-0047,CL1263,PLATE_064,9.6877,3.796,-0.3577,3.0777,4.4457,4.4114,1.785,0,0,0,0,0,0,0,0,0,0
CCCN1C(=O)C(O)(CC(=O)c2ccc(OCC)cc2)c2ccccc21,7407-0444,CL2610,PLATE_064,4.6729,-1.7428,-8.5427,-1.4574,3.4589,-0.1469,3.4013,0,0,0,0,0,0,0,0,0,0
COC(=O)C1=C(C)NC(=O)NC1c1cccs1,4476-0053,CL1819,PLATE_064,3.0405,-3.5899,3.4189,8.1692,-0.7457,-0.0569,12.885,0,0,0,0,0,0,0,0,0,0
COc1ccc(C(=O)CC2(O)C(=O)N(C(C)C)c3ccccc32)cc1,7407-0567,CL2610,PLATE_064,-1.2067,-2.021,0.2071,3.8013,3.3664,1.0726,12.154,0,0,0,0,0,0,0,0,0,0
COC(=O)C1=C(C)N(C)C(=O)NC1c1ccc(OC)cc1,4476-0133,CL1820,PLATE_064,-3.5272,-18.844,2.4059,-3.5063,7.0347,-3.3462,3.5926,0,0,0,0,0,0,0,0,0,0
CCCN1C(=O)C(O)(CC(=O)c2ccc(OC)cc2OC)c2cc(Br)ccc21,7407-0625,CL2610,PLATE_064,-0.7673,-0.3862,-1.1848,-1.0824,4.1187,0.2788,2.2528,1,0,0,0,0,0,0,0,0,0
COC(=O)C1=C(C)NC(=O)NC1c1ccc(C(C)C)cc1,4476-0136,CL1819,PLATE_064,-0.7486,9.4698,-1.5811,6.6741,6.6687,4.5617,10.34,1,0,0,0,0,0,0,0,0,0
CCOc1ccc(C(=O)CC2(O)C(=O)N(Cc3ccccc3)c3ccc(Br)cc32)cc1,7407-0815,CL2610,PLATE_064,-2.9023,19.7943,-1.9445,5.4999,-0.6457,-3.3552,5.7281,0,0,0,0,0,0,0,0,0,0
Cc1cccc(NC(=O)C2CC(=O)N=C(N)S2)c1,4477-1912,,PLATE_064,2.2366,2.1677,-4.7512,1.1959,0.6692,-6.9982,2.7818,0,0,0,0,0,0,0,0,0,0
CCOc1ccc(C(=O)CC2(O)C(=O)N(CCc3ccccc3)c3ccc(Br)cc32)cc1,7407-0862,CL2610,PLATE_064,3.3787,38.2164,-5.7407,0.5075,1.5239,8.3334,-5.4423,0,0,1,0,0,0,0,0,1,1
COc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)cc1,4478-5331,CL2614,PLATE_064,-2.0955,-10.1755,0.1945,-5.9553,-15.1906,2.533,-7.9132,0,0,0,0,0,0,0,0,0,0
CCOC(=O)c1cnc(Nc2nc3ccccc3o2)nc1CSc1ncccn1,7567-0155,CL0190,PLATE_064,-7.775,11.4113,4.7855,-4.6569,-1.4811,-2.1415,9.0285,0,0,0,0,0,0,0,0,0,0
CC(C)COC(=O)N1c2ccccc2NC(=O)CC1C,D479-0040,CL5962,PLATE_064,15.8359,5.5496,-0.1903,5.8494,5.0304,3.5703,9.8626,0,0,0,0,0,0,0,0,0,0
COCCNC(=O)C1Cc2ccccc2N1C(C)=O,G366-0136,CL5866,PLATE_064,5.9455,0.0311,0.3531,4.2827,5.6081,3.3484,8.7205,0,0,0,0,0,0,0,0,0,0
O=C(NCc1noc(C2CCCCC2)n1)C1CCCC1,D679-0474,CL7917A,PLATE_064,4.7402,-14.2844,-6.8504,8.736,0.6936,-5.3286,7.8141,0,0,0,0,0,0,0,0,0,0
C=CCNC(=O)C1CCN(c2ccc(Cl)cc2)C1=O,G533-1188,CL6986,PLATE_064,6.8705,-4.2772,-3.6745,5.4601,5.9985,-2.0092,4.1713,1,0,0,0,0,0,0,0,0,0
CC(=O)N1CCC2(CC1)CC(=O)c1ccc(O)c(O)c1O2,D715-2459,,PLATE_064,7.1373,-5.1987,-0.6975,1.2433,6.2039,-3.4974,-8.7012,0,0,0,0,0,0,0,0,0,0
CCNC(=O)C1CCN(c2ccc(F)cc2)C1=O,G533-1559,CL6986,PLATE_064,2.2822,-4.7912,-1.6065,4.4012,-0.8144,1.5506,-5.122,0,0,0,0,0,0,0,0,0,0
C=CCNC(=O)C1(C)Cc2ccccc2C(=O)O1,D731-0623,CL3107,PLATE_064,-0.7732,-3.2564,-2.8716,9.558,6.2702,0.8085,15.064,1,0,0,0,0,0,0,0,0,0
O=C(CC1(O)C(=O)Nc2ccc(Cl)cc21)c1ccco1,G824-0058,CL2609,PLATE_064,10.1032,3.334,0.0456,12.6632,-0.0301,4.7386,7.9535,0,0,0,0,0,0,0,0,0,0
COC(=O)C1=C(C)Nc2nnnn2C1c1ccc(C)cc1,F103-0338,CL1791,PLATE_064,-3.5928,-8.9449,-2.6731,-0.8602,0.8816,-1.6253,-2.0527,0,0,0,0,0,0,0,0,0,0
COc1ccc(N2CC(NC(=O)C3CC3)CC2=O)cc1,G856-7390,CL7425,PLATE_064,-5.6517,2.6882,-6.8138,5.8963,-0.4409,-1.3526,7.8601,0,0,0,0,0,0,0,0,0,0
COC(=O)C1=C(C)Nc2nnnn2C1c1cccc(C)c1,F103-0344,CL1791,PLATE_064,4.2832,-9.8176,-0.9971,2.8157,6.7967,-2.5334,8.171,0,0,0,0,0,0,0,0,0,0
CCC(=O)Nc1ccc(N2CCOCC2)c(C(=O)O)c1,G889-0900,CL7339,PLATE_064,-0.4204,-2.0624,-1.2218,-0.6877,0.3527,-6.3821,5.9965,0,0,0,0,0,0,0,0,0,0
COC(=O)C1=C(C)Nc2nnnn2C1c1ccccc1C,F103-0350,CL1791,PLATE_064,-6.7657,8.1498,-3.2992,-4.1267,-9.5547,-7.0319,1.5919,0,0,0,0,0,0,0,0,0,0
Cc1ccc([C@H]2C[C@@H](c3cccnc3)Nc3nnnn32)cc1,G951-0141,CL1132,PLATE_064,-2.594,-9.3621,-0.012,-0.3819,-6.53,-3.1275,-2.566,0,0,0,0,0,0,0,0,0,0
COC(=O)C1=C(C)Nc2nnnn2C1c1ccccc1F,F103-0444,CL1791,PLATE_064,-7.3286,-5.9364,-1.2953,5.3506,-10.0964,-1.0114,2.8542,0,0,0,0,0,0,0,0,0,0
Cc1ccc2[nH]c3c(c2c1)CN(C(=O)OC(C)(C)C)CCC3,H025-0047,,PLATE_064,-5.3001,33.5413,5.2876,6.4537,12.8044,12.6285,2.7958,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)C2C1[C@@H]1C=C[C@H]2C1,4483-1411,CL0798,PLATE_064,9.4765,11.4991,5.4202,4.2537,9.9326,7.0427,15.566,0,0,0,0,0,0,0,0,0,0
Fc1ccc(-c2cn3cc(Cc4ccccc4F)sc3n2)cc1,7575-0041,CL0917,PLATE_064,23.3971,27.2957,15.4351,20.2189,15.7942,9.7483,3.9817,0,0,0,0,0,0,0,0,0,0
O=C1C2C(C(=O)N1O)[C@H]1C=C[C@@H]2C1,4483-3377,CL0798,PLATE_064,5.2703,-15.7582,1.7831,0.4155,1.4674,-6.1562,-3.13,0,0,0,0,0,0,0,0,0,0
CCCc1c(C)c(C#N)c2nc3ccccc3n2c1NCc1cccnc1,7706-0737,CL1121,PLATE_064,5.8536,-1.0165,-0.4935,4.1035,5.1834,2.3899,6.9898,0,0,0,0,0,0,0,0,0,0
CC1=CC[C@H]2C(=O)N(c3ccccn3)C(=O)[C@H]2C1,4493-0928,CL2711,PLATE_064,-1.4197,-5.5281,2.5146,3.8009,-0.9866,-3.0838,-3.4281,0,0,0,0,0,0,0,0,0,0
CCOc1ccc2nc(Nc3ncc4c(n3)CC(c3ccc(Cl)cc3)CC4=O)nc(C)c2c1,7752-0249,CL7619,PLATE_064,-5.1006,6.2751,-5.1193,5.5271,5.3882,2.8692,5.5566,0,0,0,0,0,0,0,0,0,0
O=C1CC(c2ccccc2)c2c(ccc3ccccc23)N1,4558-1773,CL1478,PLATE_064,13.1053,12.1002,8.9254,6.3616,41.0338,6.8866,13.752,0,0,0,0,0,1,0,0,1,1
Cc1ccc(C2CC(=O)c3cnc(Nc4ccc(C)cc4C)nc3C2)cc1,7752-0609,CL7619,PLATE_064,19.5835,0.563,3.4066,9.3202,13.9174,6.4118,4.5755,1,0,0,0,0,0,0,0,0,0
COC(=O)C1=C(C)Nc2nnnn2C1c1ccc(F)cc1,4593-6175,CL1791,PLATE_064,-0.0553,-7.441,0.0159,0.8902,3.5398,2.8678,6.8213,0,0,0,0,0,0,0,0,0,0
Cc1cc(C)cc(Nc2ncc3c(n2)CC(c2ccc(F)cc2)CC3=O)c1,7913-0544,CL7619,PLATE_064,-1.0371,-3.6013,0.0093,-0.622,-3.2667,-4.6261,3.5501,1,0,0,0,0,0,0,0,0,0
NC(=O)CCN1CCCCC1c1cccnc1,4832-0075,,PLATE_064,-2.1634,-1.5761,-4.6567,8.0329,5.2788,-6.0027,10.427,0,0,0,0,0,0,0,0,0,0
Cc1nc(Nc2ncc3c(n2)CC(c2ccccc2)CC3=O)nc2ccccc12,7913-0545,CL7619,PLATE_064,-0.1132,6.2873,0.9719,4.1089,1.7665,-9.5759,3.7723,1,0,0,0,0,0,0,0,0,0
NS(=O)(=O)C1CCS(=O)(=O)C1,4912-0059,CL5365,PLATE_064,-2.6894,0.3076,-5.824,-10.8918,-9.5262,-1.4997,2.6074,0,0,0,0,0,0,0,0,0,0
Cc1ccc2c(C)nc(Nc3ncc4c(n3)CC(c3ccc(F)cc3)CC4=O)nc2c1,7913-0548,CL7619,PLATE_064,-5.3334,12.7077,-8.6311,-4.2751,-11.4857,-2.4515,-0.65387,1,0,0,0,0,0,0,0,0,0
O=C1CC(Cc2ccccc2)C(=O)N1c1ncccn1,5135-0026,,PLATE_064,-5.2813,-11.8217,-5.6403,-2.0635,-6.9122,-5.0937,1.1532,0,0,0,0,0,0,0,0,0,0
Cc1nc(Nc2ncc3c(n2)CC(c2ccco2)CC3=O)nc2ccccc12,7913-0553,CL7619,PLATE_064,-2.6771,15.3259,3.9308,2.3442,-13.1648,4.0275,5.5677,1,0,0,0,0,0,0,0,0,0
COC(=O)C1=C(C)Nc2nnnn2C1c1cccc(F)c1,F103-0450,CL1791,PLATE_064,19.649,4.2507,-0.345,6.784,14.6946,3.4132,1.778,0,0,0,0,0,0,0,0,0,0
CCS(=O)(=O)N1CCCCCC1c1sccc1C,J005-0187,CL8305A,PLATE_064,5.6629,-3.5891,0.6241,7.4465,0.4819,1.1915,4.5878,0,0,0,0,0,0,0,0,0,0
COC(=O)C1=C(C)Nc2nnnn2C1c1ccco1,F103-0575,CL1791,PLATE_064,1.449,-6.5325,-6.6645,4.7789,-4.1719,2.8809,5.4452,0,0,0,0,0,0,0,0,0,0
CCS(=O)(=O)N1CCCCCC1c1ccc(C)s1,J005-0188,CL8305A,PLATE_064,2.4835,1.4308,-6.8993,1.8485,9.5091,-2.5492,4.6788,0,0,0,0,0,0,0,0,0,0
COC(=O)C1=C(C)Nc2nnnn2C1c1ccc(C)o1,F103-0587,CL1791,PLATE_064,2.1617,-10.9538,-1.854,8.4146,3.584,3.3889,3.6836,0,0,0,0,0,0,0,0,0,0
CCS(=O)(=O)N1CCCCCC1c1cccc(F)c1,J005-0190,CL8305A,PLATE_064,8.1548,0.3027,0.3539,6.4922,7.0225,3.019,0.20476,0,0,0,0,0,0,0,0,0,0
CCN1CCC(NCc2ccc3c(c2)OCO3)CC1,FF01-0437,,PLATE_064,3.3201,7.1819,-0.6164,7.8045,10.1101,1.1807,9.676,1,0,0,0,0,0,0,0,0,0
Cc1cc(C2CCCN2Cc2ccccc2O)on1,J006-2498,CL8307B,PLATE_064,8.438,-1.7648,-1.4312,7.1863,5.3515,10.4251,10.841,0,0,0,0,0,0,0,0,0,0
Cc1cc(=O)n2nc(N3CCCC(C(=O)O)C3)sc2n1,FF01-0459,,PLATE_064,-4.5201,-6.5708,1.3755,0.6725,4.5923,-5.1436,7.9908,0,0,0,0,0,0,0,0,0,0
Cc1cc(C2CCCN2Cc2ccccc2O)no1,J006-2499,CL8202,PLATE_064,-3.3312,17.0965,-2.8274,2.3464,1.0131,-5.0487,2.2224,0,0,0,0,0,0,0,0,0,0
O=C1CCCN(Cc2ccccc2)C1,FF01-0970,,PLATE_064,1.4221,-9.9323,-2.7075,3.0321,7.0545,-4.5613,3.9823,0,0,0,0,0,0,0,0,0,0
CC(C)CNC(=O)N1CCCC1c1cc(C(C)C)on1,J007-1221,CL2023,PLATE_064,3.5085,9.7301,-0.0077,0.4852,-3.3906,-9.8235,1.1258,0,0,0,0,0,0,0,0,0,0
CC1CCN(c2nnc(N)s2)CC1,FF01-1152,,PLATE_064,-4.0936,-9.1401,-3.5433,-10.2852,-12.9111,-5.3776,3.504,0,0,0,0,0,0,0,0,0,0
COc1cc2c(cc1C(=O)NC1CC1)OCCCO2,J031-0593,CL8329,PLATE_064,0.71,2.9119,-4.7309,0.7543,-10.5199,-2.7234,2.5287,0,0,0,0,0,0,0,0,0,0
CC(=O)N1CCC(NC2CCCCCC2)CC1,FF01-1262,,PLATE_064,-4.8712,5.4536,-11.0671,-6.3876,-11.2175,0.7437,1.3376,0,0,0,0,0,0,0,0,0,0
COc1cc2c(cc1C(=O)NC(C)C)OCCCO2,J031-0634,CL8329,PLATE_064,-11.4828,1.4902,-0.6765,0.4995,1.4011,-2.0947,6.9607,0,0,0,0,0,0,0,0,0,0
O=C1C2C(C(=O)N1c1nccs1)[C@H]1C=C[C@@H]2C1,5135-0051,CL0798,PLATE_064,3.9585,-1.8494,3.8957,6.5181,9.078,1.5492,12.125,0,0,0,0,0,0,0,0,0,0
CCOC(=O)c1c(C)n(Cc2ccccc2)c2cc(Br)c(OC(C)=O)cc12,8004-2665,CL2642,PLATE_064,5.0532,-19.0148,-0.6468,6.8851,1.6007,0.4156,4.2337,0,0,0,0,0,0,0,0,0,0
O=C1C2C(C(=O)N1c1ccccn1)[C@H]1C=C[C@@H]2C1,5135-0056,CL0798,PLATE_064,-4.7817,-24.9009,-2.6035,6.6933,4.0157,0.9849,1.3177,0,0,0,0,0,0,0,0,0,0
O=C(O)c1ccccc1C(=O)Nc1nnc(-c2ccncc2)s1,8005-2072,CL2212,PLATE_064,-1.0926,-17.2499,-7.6442,0.3484,1.1335,-2.2675,2.2207,0,0,0,0,0,0,0,0,0,0
O=C1C2C(C(=O)N1Cc1ccco1)[C@H]1C=C[C@@H]2C1,5135-0057,CL0798,PLATE_064,5.7939,-1.8258,-4.6806,8.7972,4.3823,-0.3445,-1.383,0,0,0,0,0,0,0,0,0,0
CCOC(=O)c1c(C)n(Cc2ccc3c(c2)OCO3)c2ccc(O)cc12,8009-3127,CL2642,PLATE_064,-0.7755,11.5121,-2.3014,-0.2349,5.9013,2.7346,-6.7186,1,0,0,0,0,0,0,0,0,0
O=C(O)CN1C(=O)C2C(C1=O)[C@H]1C=C[C@@H]2C1,5135-0060,CL0798,PLATE_064,7.9758,-5.9412,-2.3373,14.6701,6.3767,-3.1401,10.41,1,0,0,0,0,0,0,0,0,0
O=C(Nc1ccccc1)Nc1nnc(CSCc2ccccc2)s1,8010-2148,CL2207,PLATE_064,4.0305,-1.511,4.3732,11.0634,2.8725,12.448,14.035,0,0,0,0,0,0,0,0,0,0
COc1ccccc1C1(CC(=O)O)CCOC(C)(C)C1,5140-0391,,PLATE_064,-8.8756,-13.4979,0.4137,3.9229,2.3762,-3.0172,2.2749,0,0,0,0,0,0,0,0,0,0
COc1ccccc1C1C(C(=O)OC(C)C)=C(C)NC2=C1C(=O)CC(c1cccs1)C2,8012-2669,CL1599,PLATE_064,-2.7684,19.1241,-7.3576,9.4641,5.4225,-0.6519,11.051,0,0,0,0,0,0,0,0,0,0
CC1=C(C(N)=O)C(c2ccccc2Cl)n2nnnc2N1,5222-5068,CL0762,PLATE_064,-0.7609,2.8379,-0.5098,8.9559,1.2667,-4.127,-1.1789,0,0,0,0,0,0,0,0,0,0
Cc1[nH]c2ccccc2c1CCNS(=O)(=O)c1ccc(F)cc1,8012-4535,CL2173,PLATE_064,-0.4742,15.8594,1.7085,5.1669,-5.0452,-1.8129,-3.0052,0,0,0,0,0,0,0,0,0,0
O=C1NC2(CCCCCC2)Oc2ccccc21,5481-0066,,PLATE_064,7.2719,-2.0958,2.3041,-1.3939,-10.6683,-2.8989,2.7474,0,0,0,0,0,0,0,0,0,0
COCc1cc(C)[nH]c(=O)c1C1=Nc2ccccc2C(c2ccccc2)(c2ccccc2)N1,8012-6558,CL1496,PLATE_064,-5.8202,-0.4106,-2.6938,0.2921,-18.2776,-8.4891,4.2436,0,0,0,0,0,0,0,0,0,0
CC12C(=O)N(c3ccc(C(=O)O)cc3)C(=O)C1[C@H]1C=C[C@@H]2C1,5483-0136,CL2489,PLATE_064,-4.0246,-6.4065,-3.8462,2.1395,-3.1881,-5.7223,4.9967,0,0,0,0,0,0,0,0,0,0
CCCN(CCC)CCNS(=O)(=O)c1ccc(OC)c2ncccc12,8012-6706,CL2625,PLATE_064,-7.0056,8.576,5.943,2.16,-1.139,2.7877,8.3396,0,0,0,0,0,0,0,0,0,0
c1ccc(OC2CCNCC2)cc1,FF01-1965,,PLATE_064,11.5045,3.7545,1.7672,6.1073,7.0946,8.2659,6.5599,1,0,0,0,0,0,0,0,0,0
O=C(NCc1ccc2c(c1)OCCCO2)C1CC1,J031-1098,CL8331,PLATE_064,-0.1354,4.0107,0.672,6.0626,-3.582,1.4471,9.1463,0,0,0,0,0,0,0,0,0,0
Fc1cccc(OC2CCNCC2)c1,FF01-1967,,PLATE_064,3.9199,-15.8216,-2.9872,1.3854,-4.1196,-7.6138,10.816,1,0,0,0,0,0,0,0,0,0
COc1ccc(-n2nnnc2C2(N)CCCCC2)cc1,J034-1010,CL1240,PLATE_064,2.7924,-6.156,-8.5854,0.4432,2.3599,-0.4759,11.432,0,0,0,0,0,0,0,0,0,0
C=CCN1c2cc(C(=O)O)ccc2OCC1C,FF01-2022,,PLATE_064,-2.1189,-15.9095,-4.715,-0.3033,-0.2361,7.4496,10.872,1,0,0,0,0,0,0,0,0,0
Cc1ccc(C2C=C(C(=O)O)Nc3nnnn32)cc1,J043-0029,CL1131,PLATE_064,-3.457,-5.9803,-4.2701,-2.9709,4.6004,1.8458,7.6461,0,0,0,0,0,0,0,0,0,0
O=C(O)C1(n2cccc2)CCCCC1,FF01-2169,,PLATE_064,1.136,-11.7094,-0.7051,8.0338,0.9142,-1.5254,5.1437,0,0,0,0,0,0,0,0,0,0
O=C(O)C1=CC(c2cc(F)ccc2F)n2nnnc2N1,J043-0032,CL1131,PLATE_064,-6.8711,-2.204,-3.9607,0.4383,2.1394,2.2436,6.4742,0,0,0,0,0,0,0,0,0,0
O=C(O)c1cnc2sc(N3CCOCC3)nn2c1=O,FF01-2350,,PLATE_064,-1.1792,1.1494,-4.5458,3.8974,0.1991,-3.2634,4.0756,0,0,0,0,0,0,0,0,0,0
O=C(O)C1=CC(c2ccc(F)cc2)n2nnnc2N1,J043-0045,CL1131,PLATE_064,-8.3022,-8.7472,-2.8952,1.8735,-1.6062,-8.5512,1.8777,0,0,0,0,0,0,0,0,0,0
CN1CCc2c(sc(N)c2C(=O)O)C1,FF01-2515,,PLATE_064,-2.3734,-5.5273,-5.5229,7.3571,-2.9496,-7.1768,3.8452,0,0,0,0,0,0,0,0,0,0
O=C(O)C1=CC(c2cc(F)cc(F)c2)n2nnnc2N1,J043-0061,CL1131,PLATE_064,-5.5704,-13.7208,-3.1865,-0.3735,2.7294,-4.6261,4.3854,0,0,0,0,0,0,0,0,0,0
NNC(=O)C1COc2ccccc2C1,FF01-2556,,PLATE_064,-6.9863,-8.9961,-10.5389,-0.7619,2.9819,-9.4729,0.64925,0,0,0,0,0,0,0,0,0,0
O=C(O)C1=CC(c2ccccc2F)n2nnnc2N1,J043-0064,CL1131,PLATE_064,-6.0016,-12.9075,-7.4808,-13.5808,-18.4923,-10.4215,-1.3515,0,0,0,0,0,0,0,0,0,0
CN1CCCC(c2cccc(C(=O)O)c2)C1,FF01-2563,,PLATE_064,-10.7672,-4.6334,-7.0051,-3.9269,-12.405,-1.6734,2.7952,0,0,0,0,0,0,0,0,0,0
CN(C)C(=O)C1CN(C(=O)c2ccoc2)CC12CCCC2,J500-0697,CM2337,PLATE_064,-6.2128,3.3487,-0.9605,1.0891,-11.335,-4.0176,-0.99919,1,0,0,0,0,0,0,0,0,0
CN1CCN(C2CC(=O)N(c3ccccc3)C2=O)CC1,5593-0294,CL2165,PLATE_064,6.9858,1.7253,4.4032,11.0947,13.3862,4.4794,2.2895,0,0,0,0,0,0,0,0,0,0
CCOc1ccc(S(=O)(=O)NCCc2c(C)[nH]c3ccccc23)c2ccccc12,8012-7681,CL2173,PLATE_064,8.9377,17.3031,4.0033,11.522,15.7593,7.878,-2.3729,0,0,0,0,0,0,0,0,0,0
O=C(O)CSC1CC(=O)N(c2ccc(Cl)cc2)C1=O,5593-0678,CL0225,PLATE_064,6.1807,-16.5187,-2.8535,6.2973,-5.1645,-5.5788,-2.3396,0,0,0,0,0,0,0,0,0,0
O=C(O)Cn1c2ccccc2c2nnc(SCC(=O)Nc3cccc(Br)c3)nc21,8012-9095,CL1948,PLATE_064,4.5957,-3.3882,-7.676,-0.4986,-8.3708,-1.002,4.8363,0,0,0,0,0,0,0,0,0,0
CCc1[nH]c(=O)c(C#N)c2c1CCCC2,5921-0164,,PLATE_064,4.9707,-1.0287,-0.6519,8.6345,-6.74,0.0812,-0.96478,0,0,0,0,0,0,0,0,0,0
Cc1cc(C)c(NC(=O)CSc2nnc3c4ccccc4n(CC(=O)O)c3n2)c(C)c1,8012-9110,CL1948,PLATE_064,0.8306,-5.4996,-7.0453,7.7777,-4.5169,2.5888,-1.1456,0,0,0,0,0,0,0,0,0,0
CC(=O)C1=C(C)Nc2ncnn2C1c1ccccc1F,5976-1030,,PLATE_064,-0.0951,-2.5984,-1.5257,2.8225,6.7816,-4.5946,10.15,0,0,0,0,0,0,0,0,0,0
COc1ccc2[nH]c(C)c(CCNS(=O)(=O)c3ccc(Cl)c(OC)c3)c2c1,8013-0742,CL2173,PLATE_064,-7.8025,6.4703,-4.4081,6.1194,1.0922,5.1873,5.979,0,0,0,0,0,0,0,0,0,0
COc1ccc(C2N3CC4(C)CN2CC(C)(C3)C4O)cc1,6058-0118,CL3116,PLATE_064,-5.186,-6.5423,2.9392,7.7053,0.0647,-6.4478,-13.721,1,0,0,0,0,0,0,0,0,0
COc1cc(S(=O)(=O)NCCc2c(C)[nH]c3ccc(Br)cc23)c(C)cc1C,8013-2158,CL2173,PLATE_064,22.4077,53.4241,33.0456,10.1869,54.2634,30.9874,43.325,0,0,1,1,0,1,1,1,5,1
COC(=O)CC1Nc2ccccc2SC1=O,6359-0090,,PLATE_064,-6.1572,-0.4512,-1.1993,4.9188,4.0262,-6.878,-3.1032,0,0,0,0,0,0,0,0,0,0
Cc1nc(Nc2nc(O)c(Cc3ccccc3)c(O)n2)nc2ccccc12,8013-4043,CL2247,PLATE_064,-5.2884,-0.1649,-1.3515,-1.1195,-3.4098,-5.9082,6.3674,1,0,0,0,0,0,0,0,0,0
CCC(=O)N1N=C2C3CCN(CC3)[C@@H]2[C@@H]1c1ccccc1,6395-0025,CL6990,PLATE_064,-4.8782,-3.0336,-10.5639,-2.4832,2.254,-4.478,1.3195,0,0,0,0,0,0,0,0,0,0
O=C(C(=O)N1CCCCC1)c1cn(Cc2ccccc2Cl)c2ccccc12,8013-5821,CL3543,PLATE_064,-11.8151,-2.1332,-4.2168,0.4749,10.8681,-4.1994,-2.8121,0,0,0,0,0,0,0,0,0,0
O=C(O)[C@H]1CCCC[C@H]1C(=O)NCc1cccnc1,6415-0432,,PLATE_064,-7.3508,-4.7635,-5.048,8.6108,-4.8375,1.9106,-1.2879,0,0,0,0,0,0,0,0,0,0
COc1ccc(C(=O)Cn2c(N3CCN(C)CC3)nc3c2c(=O)n(C)c(=O)n3C)cc1OC,8015-1985,CL2394,PLATE_064,-7.6697,-4.5635,-0.8696,3.7012,-12.1682,2.2189,-4.7592,0,0,0,0,0,0,0,0,0,0
CN(CC1CCCO1)C1CCNCC1,FF01-2891,,PLATE_064,9.067,5.1811,4.8087,6.2311,9.4608,3.4479,7.9196,0,0,0,0,0,0,0,0,0,0
CN(C)C(=O)C1CN(C(=O)c2ccco2)CC12CCCC2,J500-0791,CM2337,PLATE_064,-2.6391,-5.1596,-0.5272,6.3943,-1.7115,-6.284,10.846,0,0,0,0,0,0,0,0,0,0
CCC1Oc2ccc(C)cc2NC1=O,FF01-2974,,PLATE_064,1.9165,-28.0648,-7.8883,-1.5284,-4.037,-7.5499,3.6708,0,0,0,0,0,0,0,0,0,0
O=C(O)c1ccccc1N1C(=O)C2C(C1=O)[C@H]1C=C[C@@H]2C1,K603-0196,CL2489,PLATE_064,-0.2074,-7.3296,-8.7017,3.4867,7.4943,-4.1837,-5.6913,0,0,0,0,0,0,0,0,0,0
CCC1Oc2ccccc2NC1=O,FF01-2975,,PLATE_064,1.9604,1.4308,-4.3465,-0.6086,-4.3628,1.2635,5.6885,0,0,0,0,0,0,0,0,0,0
O=C(O)c1ccccc1N1C(=O)[C@H]2CC=CC[C@H]2C1=O,K603-0306,CL2711,PLATE_064,-10.0914,2.0595,-0.7696,1.0225,-7.9018,-0.8548,4.6537,0,0,0,0,0,0,0,0,0,0
CCN1CCNc2cccnc21,FF01-3146,,PLATE_064,2.5373,8.785,1.6176,3.9189,6.0491,-1.8206,6.4824,0,0,0,0,0,0,0,0,0,0
CC1CCN(S(=O)(=O)N2CCC(C(=O)O)CC2)CC1,K783-4618,,PLATE_064,-13.6353,-4.7831,2.4892,1.309,2.538,-3.0388,5.384,0,0,0,0,0,0,0,0,0,0
CC(C)N1CC(C(=O)O)CC1=O,FF01-3164,,PLATE_064,-6.19,-3.6208,-4.0288,11.2838,1.5291,-7.8433,-11.644,1,0,0,0,0,0,0,0,0,0
O=C(NCC1COc2ccccc2O1)c1ccco1,K906-0178,CL1544,PLATE_064,-11.8362,-10.2535,-3.9987,-3.6775,-1.9722,-7.9185,7.9482,0,0,0,0,0,0,0,0,0,0
CC1CCCCN1c1nnc(N)s1,FF01-3329,,PLATE_064,-3.9625,-11.772,-4.1252,1.0466,-4.2074,-5.3011,5.9504,0,0,0,0,0,0,0,0,0,0
Cc1n[nH]c(C)c1CCC(=O)O,K951-0113,,PLATE_064,-6.7084,-2.2877,-7.872,-2.0063,0.0054,-8.9545,8.5531,1,0,0,0,0,0,0,0,0,0
CC(=O)N1CCC(C(=O)O)CC1,FF01-3450,,PLATE_064,-3.9865,-10.7196,-10.5313,-0.1334,7.1685,-4.2904,-0.97236,0,0,0,0,0,0,0,0,0,0
CC1=NNC(=O)C1CCC(=O)O,K951-0114,,PLATE_064,-13.0099,-7.1946,-7.8181,-6.6383,29.8197,-7.0094,-1.1602,1,0,0,0,0,0,0,0,0,0
Cn1ccc(N2CCCC2=O)n1,FF01-3472,,PLATE_064,-11.1025,-4.8205,-5.8352,-0.2121,-9.2836,-6.2133,-0.4223,0,0,0,0,0,0,0,0,0,0
